Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31
Cash and cash equivalents,643095000.0,643000000.0,785877000.0,786000000.0,230146000.0,230000000.0,256861000.0,257000000.0,130310000.0,130000000.0,125445000.0
Short-term investments,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
Cash and short-term investments,643095000.0,,785877000.0,,230146000.0,,256861000.0,,130310000.0,,125445000.0
Receivables,53416000.0,53000000.0,5343000.0,5000000.0,679000.0,1000000.0,0.0,000000.0,0.0,000000.0,0.0
Inventories,57939000.0,58000000.0,14700000.0,15000000.0,1106000.0,1000000.0,0.0,000000.0,0.0,000000.0,0.0
Total current assets,787961000.0,74000000.0,814839000.0,25000000.0,236491000.0,19000000.0,258596000.0,5000000.0,134339000.0,1000000.0,126620000.0
Property Plant & Equipment Net,9652000.0,10000000.0,6640000.0,7000000.0,2779000.0,3000000.0,1022000.0,1000000.0,440000.0,0000000.0,219000.0
Goodwill and Intangible Assets,56384000.0,56000000,12877000.0,13000000,14732000.0,15000000,0.0,0,0.0,0,0.0
Long-term investments,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
Tax assets,9432000.0,,17779000.0,,20683000.0,,24641000.0,,0.0,,0.0
Total non-current assets,74224000.0,447000000.0,25006000.0,152000000.0,18790000.0,122000000.0,5306000.0,115000000.0,1239000.0,0000000.0,760000.0
Total assets,862185000.0,862000000.0,839845000.0,840000000.0,255281000.0,255000000.0,263902000.0,264000000.0,135578000.0,136000000.0,127380000.0
Payables,4172000.0,4000000.0,5236000.0,5000000.0,8019000.0,8000000.0,6089000.0,6000000.0,1869000.0,2000000.0,3170000.0
Short-term debt,6902000.0,,2978000.0,,1534000.0,,1526000.0,,13000.0,,3000.0
Total current liabilities,166206000.0,166000000.0,76773000.0,77000000.0,46681000.0,47000000.0,24365000.0,24000000.0,12423000.0,12000000.0,11718000.0
Long-term debt,143446000.0,437000000.0,131775000.0,132000000.0,121325000.0,121000000.0,115481000.0,115000000.0,0.0,000000.0,0.0
Total debt,150348000.0,437000000.0,134753000.0,132000000.0,122859000.0,121000000.0,117007000.0,115000000.0,13000.0,000000.0,3000.0
Deferred revenue,324000.0,0000000.0,288000.0,15000000.0,500000.0,0000000.0,0.0,000000.0,0.0,000000.0,0.0
Tax Liabilities,21680000.0,,7744000.0,,2000000.0,,1000000.0,,500000.0,,100000.0
Deposit Liabilities,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
Total non-current liabilities,153445000.0,447000000.0,136986000.0,152000000.0,121726000.0,122000000.0,115481000.0,115000000.0,3000.0,0000000.0,0.0
Total liabilities,613099000.0,613000000.0,228634000.0,229000000.0,168407000.0,168000000.0,139846000.0,140000000.0,12426000.0,12000000.0,11718000.0
Other comprehensive income,1724850000,-6000000.0,1604798000,-3000000.0,688788000,000000.0,474562000,000000.0,302647000,000000.0,202795000
Retained earnings (deficit),-1469887000.0,-1470000000.0,-990668000.0,-991000000.0,-601918000.0,-602000000.0,-350510000.0,-351000000.0,-179498000.0,-179000000.0,-87136000.0
Total shareholders equity,249086000.0,249000000.0,611211000.0,611000000.0,86874000.0,87000000.0,124056000.0,124000000.0,123152000.0,123000000.0,115662000.0
Investments,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
Net Debt,-492747000.0,-206000000,-651124000.0,-654000000,-107287000.0,-109000000,-139854000.0,-142000000,-130297000.0,-130000000,-125442000.0
Other Assets,0.0,42000000,0.0,14000000,0.0,6000000,0.0,6000000,0.0,5000000,0.0
Other Liabilities,293448000.0,17000000,14875000.0,8000000,0.0,2000000,0.0,2000000,0.0,0,0.0
