date,,2021-01-31_FY,2020-01-26_FY,2019-01-27_FY,2018-01-28_FY,2017-01-29_FY,2016-01-31_FY,2015-01-25_FY,2014-01-26_FY,2013-01-27_FY,2012-01-29_FY,2011-01-30_FY,2010-01-31_FY,2009-01-25_FY,2008-03-21_FY,2008-01-27_FY,2007-01-28_FY,2006-01-29_FY,2005-01-30_FY,2004-03-29_FY,2004-01-25_FY,2003-01-26_FY,2002-01-27_FY,2001-01-28_FY,2000-01-30_FY,1999-01-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,4332000000.0,2796000000.0,4141000000.0,3047000000.0,1666000000.0,614000000.0,630587000.0,440000000.0,563000000.0,581000000.0,253000000.0,-67987000.0,-30000000.0,797645000.0,798000000.0,449000000.0,301000000.0,89000000.0,74419000.0,49000000.0,91000000.0,177000000.0,98000000.0,41000000.0,4100000.0
,depreciationAndAmortization,1098000000.0,381000000.0,262000000.0,199000000.0,187000000.0,197000000.0,220125000.0,239100000.0,226200000.0,204200000.0,187000000.0,196664000.0,185000000.0,133192000.0,133200000.0,107600000.0,98000000.0,102600000.0,672000.0,81900000.0,58200000.0,43500000.0,15700000.0,9000000.0,6500000.0
,deferredIncomeTax,-282000000.0,18000000.0,-315000000.0,-359000000.0,197000000.0,134000000.0,82569000.0,15400000.0,31900000.0,19100000.0,-2600000.0,-21147000.0,-23300000.0,89516000.0,89500000.0,41800000.0,-2700000.0,8700000.0,55135000.0,43500000.0,29800000.0,-51900000.0,-27200000.0,-5000000.0,0.0
,stockBasedCompensation,1397000000.0,844000000.0,557000000.0,391000000.0,247000000.0,204000000.0,157841000000.0,136295000000.0,136662000000.0,136354000.0,100353000.0,242826000.0,162706000.0,133365000.0,0.0,116735000.0,1096000.0,1337000.0,672000.0,0.0,-156000.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-703000000.0,2678000000.0,1126000000.0,1354000000.0,3133000000.0,-1202000000.0,137000000.0,881000000.0,824000000.0,691000000.0,587548000.0,307452000.0,-532668000.0,-332000.0,529000000.0,282000000.0,225000000.0,167400000.0,-400000.0,-254000000.0,172000000.0,179000000.0,525000000.0,43000000.0,-12600000.0
,accountsReceivables,-550000000.0,-233000000.0,-149000000.0,-440000000.0,-321000000.0,-32000000.0,-49324000000.0,28852000000.0,-118940000000.0,26236000.0,26341000.0,-56741000.0,348873000.0,-146055000.0,-147000000.0,-175261000.0,-21415000.0,-110312000.0,-41356000.0,-42000000.0,-9070000.0,-42000000.0,-38000000.0,-46000000.0,0.0
,inventory,-524000000.0,597000000.0,-776000000.0,0.0,-375000000.0,66000000.0,-94984000000.0,24651000000.0,-78949000000.0,18884000.0,-14128000.0,204656000.0,-177295000.0,-3690000.0,-4000000.0,-91395000.0,60726000.0,-81280000.0,-85126000.0,-89000000.0,68831000.0,-124000000.0,-52000000.0,-9000000.0,-28100000.0
,accountsPayables,363000000.0,194000000.0,-135000000.0,90000000.0,184000000.0,-11000000.0,-26895000000.0,-20382000000.0,10885000000.0,35708000.0,-69786000.0,119366000.0,-283207000.0,216875000.0,-220000000.0,38613000.0,-58828000.0,52941000.0,43506000.0,-44000000.0,-72890000.0,-142000000.0,-7000000.0,-29000000.0,0.0
,otherWorkingCapital,163000000.0,11906000000.0,9228000000.0,8102000000.0,6748000000.0,3615000000.0,4817000000.0,4680000000.0,3799000000.0,2975000000.0,2284000000.0,1696452000.0,1389000000.0,1921668000.0,1922000000.0,1393000000.0,1111000000.0,886000000.0,718600000.0,719000000.0,973000000.0,801000000.0,622000000.0,97000000.0,54000000.0
,otherNonCashItems,-20000000.0,849000000.0,512000000.0,430000000.0,301000000.0,93000000.0,174902000.0,128300000.0,115900000.0,102700000.0,86600000.0,1036000.0,151000000.0,0.0,79900000.0,107400000.0,33200000.0,28500000.0,0.0,54700000.0,50800000.0,90700000.0,64200000.0,13700000.0,100000.0
,netCashProvidedByOperatingActivites,5822000000.0,4761000000.0,3743000000.0,3502000000.0,1672000000.0,1175000000.0,905656000.0,835100000.0,824200000.0,909200000.0,675800000.0,487807000.0,249400000.0,1270196000.0,1270200000.0,572700000.0,446400000.0,132200000.0,49678000.0,49700000.0,265000000.0,160800000.0,267900000.0,15900000.0,-1900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,-489000000.0,-600000000.0,-593000000.0,-176000000.0,0.0,-122381000000.0,-255186000000.0,-183309000000.0,-138735000.0,-97890000.0,-77601000.0,-407670000.0,-187745000.0,-187700000.0,-145256000.0,-79600000.0,-67261000.0,-127604000.0,-127600000.0,-63123000.0,-97000000.0,-36300000.0,-11600000.0,-7900000.0
,acquisitionsNet,0.0,-4000000.0,0.0,0.0,0.0,0.0,0.0,-17145000000.0,0.0,-348884000.0,0.0,0.0,-27948000.0,-75542000.0,0.0,-401800000.0,-12000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-19342000000.0,-1461000000.0,-11148000000.0,-36000000.0,-3134000000.0,-3477000000.0,-2861809000000.0,-3065404000000.0,-2378445000000.0,-1964898000.0,-1719700000.0,-1193948000.0,-999953000.0,-1250248000.0,0.0,-220834000.0,-338058000.0,-313760000.0,-734642000.0,0.0,-639500000.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,9319000000.0,0.0,0.0,0.0,0.0,3138000000.0,0.0,0.0,1817410000000.0,1310743000.0,1170075000.0,752434000.0,1226646000.0,753839000.0,0.0,227067000.0,397686000.0,229068000.0,1021590000.0,0.0,422200000.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,18000000.0,0.0,0.0,0.0,0.0,0.0,-218000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-19675000000.0,6145000000.0,-4097000000.0,1278000000.0,-793000000.0,-400000000.0,-727048000.0,-805900000.0,-744000000.0,-1143400000.0,-649700000.0,-519333000.0,-209400000.0,-761318000.0,-761300000.0,-526400000.0,-41800000.0,-152000000.0,88041000.0,88000000.0,-277300000.0,-601200000.0,-60800000.0,-11600000.0,-7900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
