date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
,revenue,1558595000.0,2362969000.0,2339017000.0,1918249000.0,1257345000.0,1452619000.0,2424176000.0,1998051000.0,1623938000.0,1757889000.0,1613683000.0,1009794000.0,1970347000.0,1431166000.0,1267144000.0,1118622000.0,674929000.0,454212000.0,209570000.0
,costOfRevenue,0.0,1483667000.0,1126452000.0,975691000.0,920448000.0,1298797000.0,1378852000.0,1022072000.0,851819000.0,327086000.0,266145000.0,232533000.0,300681000.0,258386000.0,225400000.0,151295000.0,37476000.0,137984000.0,57515000.0
,grossProfit,1558595000.0,879302000.0,1212565000.0,942558000.0,336897000.0,153822000.0,1045324000.0,975979000.0,772119000.0,1430803000.0,1347538000.0,777261000.0,1669666000.0,1172780000.0,1041744000.0,967327000.0,637453000.0,316228000.0,152055000.0
,grossProfitRatio,1.0,0.372117450546325,0.518407946586109,0.491363738492761,0.267943165956838,0.105892873492636,0.431207965098244,0.488465509639143,0.475460885821996,0.813932506546204,0.835069837136538,0.76972233940784,0.847396930591414,0.819457700923583,0.822119664379108,0.864748771256063,0.944474159504185,0.696212341373632,0.725557093095386
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,112940000.0,122241000.0,103745000.0,106252000.0,98424000.0,94247000.0,96161000.0,91745000.0,76347000.0,64205000.0,60973000.0,50978000.0,54590000.0,66669000.0,50531000.0,38456000.0,227768000.0,49327000.0,27995000.0
,SellingAndMarketingExpenses,-1935000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,839000.0,5741000.0,22908000.0,11342000.0,10707000.0,13576000.0,28907000.0,21518000.0,19864000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,839000.0,299085000.0,251556000.0,213054000.0,168953000.0,188988000.0,235152000.0,80132000.0,201321000.0,592585000.0,436177000.0,429633000.0,858917000.0,636126000.0,534207000.0,367971000.0,389780000.0,165586000.0,90380000.0
,costAndExpenses,839000.0,1782752000.0,1378008000.0,1188745000.0,1089401000.0,1487785000.0,1614004000.0,1102204000.0,1053140000.0,919671000.0,702322000.0,662166000.0,1159598000.0,894512000.0,759607000.0,519266000.0,427256000.0,303570000.0,147895000.0
,interestExpense,-92914000.0,37154000.0,47369000.0,51873000.0,62024000.0,55157000.0,36940000.0,23456000.0,14143000.0,6554000.0,7398000.0,39777000.0,9956000.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,695954.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459883000.0,392610000.0,256155000.0,124251000.0,88774000.0,49231000.0
,EBITDA,-2283345046.0,1468131000.0,1574390000.0,1186877000.0,644587000.0,757333000.0,1645100000.0,1533239000.0,1104578000.0,1228679000.0,1215583000.0,636735000.0,1358153000.0,996537000.0,900147000.0,855511000.0,371924000.0,239416000.0,110906000.0
,EBITDARatio,-1.46500216284538,0.621307770013064,0.673098998425407,0.618729372464159,0.512657226139206,0.521356942185115,0.678622344252233,0.767367299433298,0.680184834642702,0.698951412745628,0.75329727090141,0.630559302194309,0.68929635236839,0.696311259490513,0.710374669335135,0.764790072070816,0.551056481496572,0.527101881940592,0.529207424726822
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-2284041000.0,580217000.0,961009000.0,729504000.0,167944000.0,-35166000.0,810172000.0,895847000.0,570798000.0,838218000.0,911361000.0,347628000.0,810749000.0,536654000.0,507537000.0,599356000.0,247673000.0,150642000.0,61675000.0
,operatingIncomeRatio,-1.46544868936446,0.245545751975587,0.410860203239224,0.380296822779524,0.133570340678175,-0.0242086878940727,0.334205107219938,0.448360427236342,0.351490019939185,0.476832154931284,0.564770775920673,0.344256353276015,0.411475237610431,0.37497676719542,0.400536166370989,0.535798509237258,0.366961561882805,0.331655702623445,0.294293076299089
,totalOtherIncomeExpensesNet,79699000.0,-694052000.0,108867000.0,4365000.0,-764184000.0,-3692061000.0,32669000.0,21309000.0,3895000.0,9817000.0,9768000.0,-819740000.0,-2231091000.0,15412000.0,35461000.0,-142780000.0,-2482000.0,-3040000.0,162000.0
,incomeBeforeTax,-2326385000.0,-150989000.0,1022507000.0,681996000.0,-658264000.0,-3782384000.0,805901000.0,893700000.0,560550000.0,841481000.0,913731000.0,-488481000.0,-1430298000.0,544625000.0,544324000.0,516455000.0,246318000.0,148169000.0,61379000.0
,incomeBeforeTaxRatio,-1.49261674777604,-0.0638980028938171,0.43715244480908,0.355530486396709,-0.523534908875448,-2.60383762018809,0.332443271445638,0.447285880090148,0.345179434190222,0.478688358593745,0.566239465867832,-0.483743218913957,-0.725911730268831,0.380546351716013,0.429567594527536,0.461688577553454,0.364953943303666,0.326211108469173,0.292880660399866
,incomeTaxExpense,-358927000.0,-26370000.0,230656000.0,187667000.0,-227215000.0,-1373436000.0,298697000.0,329011000.0,206727000.0,311549000.0,338949000.0,-176538000.0,-528613000.0,198156000.0,198605000.0,188130000.0,92726000.0,55141000.0,21560000.0
,netIncome,-1967458000.0,-124619000.0,791851000.0,494329000.0,-431049000.0,-2408948000.0,507204000.0,564689000.0,353823000.0,529932000.0,574782000.0,-311943000.0,-901685000.0,346469000.0,345719000.0,328325000.0,153592000.0,94633000.0,39819000.0
,netIncomeRatio,-1.26232792996256,-0.0527383135369106,0.3385400790161,0.257698036073523,-0.342824761700249,-1.65834812844937,0.20922738283029,0.282619913105321,0.217879623483163,0.301459307157619,0.35619263510863,-0.308917462373514,-0.457627514341382,0.242088618650806,0.272833237579944,0.293508441636227,0.227567640448106,0.20834544221641,0.190003340172735
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
