date,,2021-01-31_FY,2020-01-31_FY,2019-01-31_FY,2018-01-31_FY,2017-01-31_FY,2016-01-31_FY,2015-01-31_FY,2014-01-31_FY,2013-01-31_FY,2012-01-31_FY,2011-01-31_FY,2010-12-31_FY,2009-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-282431000.0,-480674000.0,-418258000.0,-321222000.0,-408278000.0,-289918000.0,-247982000.0,-172509000.0,-119190000.0,-79629000.0,-5500000.0,-56215000.0,-49942000.0
,depreciationAndAmortization,293657000.0,276278000.0,198111000.0,136974000.0,115885000.0,85939000.0,59205000.0,34695000.0,17722000.0,9319000.0,500000.0,5313000.0,3262000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,1004854000.0,859571000.0,652465000.0,478425000.0,372272000.0,249970000.0,156048000.0,61851000.0,15328000.0,4182000.0,0.0,1702000.0,896000.0
,changeInWorkingCapital,13956000.0,-144687000.0,-1628199000.0,698026000.0,-239551000.0,-28145000.0,-133994000.0,972240000.0,591594000.0,41999000.0,-4065000.0,0.0,13200000.0
,accountsReceivables,0.0,0.0,-160527000.0,-114613000.0,-88639000.0,-105264000.0,-96876000.0,-25037000.0,-12970000.0,-39025000.0,0.0,-14520000.0,966000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-3476000.0,20293000.0,5877000.0,-7249000.0,6336000.0,6824000.0,1120000.0,3547000.0,-65000.0,2195000.0,0.0,274000.0,-295000.0
,otherWorkingCapital,143027000.0,125218000.0,269905000.0,1898104000.0,1200078000.0,1439629000.0,1467774000.0,1601768000.0,629528000.0,37934000.0,-4065000.0,0.0,0.0
,otherNonCashItems,238405000.0,176937000.0,78017000.0,91876000.0,50542000.0,50042000.0,46383000.0,27292000.0,22674000.0,7159000.0,800000.0,5545000.0,3483000.0
,netCashProvidedByOperatingActivites,1268441000.0,864598000.0,606658000.0,465727000.0,348655000.0,258637000.0,102003000.0,46263000.0,11214000.0,-13774000.0,-1100000.0,-15335000.0,-30128000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-6116000.0,-99308000.0,-181180000.0,-124811000.0,-106997000.0,-133667000.0,-103646000.0,-75725000.0,-15898000.0,-4999000.0,-100000.0,-3662000.0,-4229000.0
,acquisitionsNet,0.0,-474000000.0,-1474000000.0,-6000000.0,-148000000.0,-31000000.0,-26000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-2799367000.0,-1822861000.0,-2032884000.0,-2532196000.0,-1917538000.0,-2142391000.0,-1747840000.0,-1589240000.0,-765797000.0,-64282000.0,0.0,-20862000.0,-51001000.0
,salesMaturitiesOfInvestments,1820189000.0,1743403000.0,3058574000.0,1836307000.0,2124638000.0,2008107000.0,1472636000.0,983242000.0,111577000.0,13086000.0,0.0,36691000.0,40703000.0
,otherInvestingActivites,0.0,-9000.0,0.0,0.0,-296000.0,-760000.0,1000000.0,-910000.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-1241624000.0,-896922000.0,-842784000.0,-978980000.0,-168885000.0,-300147000.0,-404167000.0,-682633000.0,-670118000.0,-56195000.0,700000.0,12167000.0,-14527000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-268762000.0,-30000.0,-350030000.0,0.0,0.0,-3193000.0,-9759000.0,-12129000.0,-9453000.0,-4296000.0,0.0,-952000.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,592241000.0,684620000.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,-8291000.0,0.0,0.0,0.0,100000.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-2657000.0,-519000.0,-248000.0,-175700000.0,1602000.0,1646000.0,1266000.0,-147193000.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,625049000.0,125124000.0,-256711000.0,1106262000.0,59681000.0,44109000.0,19455000.0,1133610000.0,685537000.0,96978000.0,0.0,-326000.0,76704000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,1334000.0,-282000.0,-614000.0,751000.0,385000.0,-704000.0,-425000.0,-72000.0,-4000.0,8000.0,0.0,9000.0,-4000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,653200000.0,92518000.0,-493451000.0,593760000.0,239836000.0,1895000.0,-283134000.0,497168000.0,26629000.0,27017000.0,-400000.0,-3485000.0,32045000.0
,cashAtEndOfPeriod,1387921000.0,734721000.0,642203000.0,1135654000.0,539923000.0,300087000.0,298192000.0,581326000.0,84158000.0,57529000.0,638154000.0,30887000.0,34372000.0
,cashAtBeginningOfPeriod,734721000.0,642203000.0,1135654000.0,541894000.0,300087000.0,298192000.0,581326000.0,84158000.0,57529000.0,30512000.0,638554000.0,34372000.0,2327000.0
,operatingCashFlow,1268441000.0,864598000.0,606658000.0,465727000.0,348655000.0,258637000.0,102003000.0,46263000.0,11214000.0,-13774000.0,-1100000.0,-15335000.0,-30128000.0
