date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY
,revenue,3069000.0,31000.0,5732000.0,0.0,3750000.0,6250000.0,0.0,134980.0,807595.0,2421381.0
,costOfRevenue,182000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,2887000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.940697295536005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,13124000.0,13291000.0,15824000.0,48974000.0,89956000.0,44074157.0,40546666.0,18762219.0,13294917.0,15109048.0
,GeneralAndAdministrativeExpenses,19248000.0,13212000.0,18979000.0,19639000.0,16077000.0,12797010.0,9403254.0,4718047.0,3122718.0,3062547.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,32372000.0,26503000.0,34803000.0,68613000.0,106033000.0,56871167.0,49949920.0,0.0,0.0,0.0
,costAndExpenses,32554000.0,26503000.0,34803000.0,68613000.0,106033000.0,56871167.0,49949920.0,23480266.0,16417635.0,18171595.0
,interestExpense,29000.0,931000.0,2231000.0,2780000.0,1738000.0,334365.0,70650.0,149756.0,193740.0,74217.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,477000.0,562000.0,645000.0,490000.0,246000.0,207897.0,239390.0,706779.0,787522.0,801580.0
,EBITDA,-28563000.0,-25910000.0,-27163000.0,-68123000.0,-102037000.0,-50413270.0,-49710530.0,-22638507.0,-14822518.0,-14948634.0
,EBITDARatio,-9.3069403714565,-835.806451612903,-4.73883461270063,0.0,-27.2098666666667,-8.0661232,0.0,-167.717491480219,-18.3539001603527,-6.1735984547661
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-29485000.0,-26472000.0,-29071000.0,-68613000.0,-102283000.0,-50621167.0,-49949920.0,-23345286.0,-15610040.0,-15750214.0
,operatingIncomeRatio,-9.60736396220267,-853.935483870968,-5.07170272156315,0.0,-27.2754666666667,-8.09938672,0.0,-172.953667209957,-19.3290448801689,-6.50464094663335
,totalOtherIncomeExpensesNet,-416000.0,-1601000.0,968000.0,3252000.0,711000.0,-92927.0,-249045.0,-93851.0,25618.0,59790.0
,incomeBeforeTax,-29069000.0,-24871000.0,-30039000.0,-71865000.0,-102994000.0,-50528240.0,-49700875.0,-23251435.0,-15635658.0,-15810004.0
,incomeBeforeTaxRatio,-9.47181492342783,-802.290322580645,-5.24057920446615,0.0,-27.4650666666667,-8.0845184,0.0,-172.258371610609,-19.3607662256453,-6.52933346714127
,incomeTaxExpense,300000.0,0.0,745000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netIncome,-29369000.0,-24871000.0,-30784000.0,-71865000.0,-102994000.0,-50528240.0,-49700875.0,-23251435.0,-15635658.0,-15810004.0
,netIncomeRatio,-9.56956663408276,-802.290322580645,-5.37055129099791,0.0,-27.4650666666667,-8.0845184,0.0,-172.258371610609,-19.3607662256453,-6.52933346714127
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-0.23,-0.27,-0.42,-1.21,-1.97,-1.15,-2.02,-0.916485,-1.5,-1.528282
,EPSDiluted,-0.23,-0.27,-0.42,-1.21,-1.97,-1.15,-2.02,-0.916485,-1.5,-1.528282
,weightedAverageShsOut,127623859.0,91677963.0,73558548.0,59436649.0,52399000.0,43794276.0,24655603.0,25734361.0,10393092.0,10393092.0
,weightedAverageShsOutDil,127623859.0,91677963.0,73558548.0,59436649.0,52399000.0,43794276.0,24655603.0,25734361.0,10393092.0,10393092.0
