date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2011-02-22_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1999-08-31_FY,1998-08-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,612809000.0,1278577000.0,1151703000.0,387841000.0,352039000.0,244977000.0,314107000.0,266533000.0,360619000.0,360594000.0,541330000.0,334632000.0,305451000.0,311909000.0,304921000.0,306312000.0,546545000.0,242178000.0,112488000.0,166624000.0,101565000.0,145607000.0,35344000.0,106357000.0,101795000.0
,depreciationAndAmortization,578662000.0,476535000.0,428557000.0,406335000.0,391585000.0,354620000.0,306038000.0,384377000.0,335852000.0,312288000.0,307317000.0,307317000.0,288991000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,deferredIncomeTax,186730000.0,372729000.0,361010000.0,437917000.0,211638000.0,137737000.0,156728000.0,151515000.0,229398000.0,256688000.0,142303000.0,142303000.0,198713000.0,165191000.0,65017000.0,115384000.0,16372000.0,91238000.0,111788000.0,165723000.0,134933000.0,26143000.0,28317000.0,14925000.0,-7623000.0
,stockBasedCompensation,0.0,37147000.0,31664000.0,26262000.0,40563000.0,16435000.0,26226000.0,46194000.0,36692000.0,66371000.0,24372000.0,24372000.0,23148000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-160501000.0,159840000.0,193073000.0,504140000.0,-743961000.0,422045000.0,-759496000.0,-277271000.0,879029000.0,-155296000.0,0.0,-21619000.0,65714000.0,-885970000.0,-1104615000.0,1563971000.0,6430000.0,-49914000.0,-252004000.0,162388000.0,-46055000.0,-17401000.0,-88677000.0,18425000.0,167922000.0
,accountsReceivables,-1297000.0,-19688000.0,383993000.0,-330521000.0,-285806000.0,157051000.0,381513000.0,-189809000.0,-14774000.0,-55861000.0,92469000.0,92469000.0,-181426000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,77116000.0,-8259000.0,38456000.0,-202259000.0,-11950000.0,6050000.0,160860000.0,99937000.0,33343000.0,65845000.0,0.0,-164722000.0,266674000.0,-370662000.0,88860000.0,-14107000.0,-320632000.0,-96510000.0,-428408000.0,27334000.0,-11906000.0,-41669000.0,0.0,19429000.0,1232000.0
,accountsPayables,-80257000.0,-62946000.0,-320132000.0,261305000.0,287632000.0,-205143000.0,-417993000.0,165076000.0,-30981000.0,102621000.0,-43883000.0,-43883000.0,154039000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-210466000.0,-549964000.0,-709804000.0,-902877000.0,-1407017000.0,-663056000.0,-1085101000.0,-325605000.0,-48334000.0,-927363000.0,-772067000.0,-772067000.0,-750448000.0,-816162000.0,69808000.0,1174423000.0,-389548000.0,-395978000.0,-346064000.0,-94060000.0,-256448000.0,-210393000.0,-192992000.0,-104315000.0,-122740000.0
,otherNonCashItems,35327000.0,-63248000.0,-7962000.0,12493000.0,-209000.0,-2179000.0,-14937000.0,-36178000.0,14334000.0,-3806000.0,0.0,3135000.0,-22636000.0,96280000.0,16679000.0,148982000.0,0.0,0.0,0.0,0.0,188000.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,1899068000.0,1946779000.0,2186719000.0,1315412000.0,1351614000.0,1006980000.0,1285610000.0,1294767000.0,990943000.0,1359972000.0,834042000.0,834042000.0,1452694000.0,475677000.0,1029660000.0,873390000.0,-179659000.0,204809000.0,4082000.0,812281000.0,405351000.0,-95187000.0,-7032000.0,131603000.0,346526000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1473136000.0,-883703000.0,-376306000.0,-250493000.0,-264110000.0,-215148000.0,-210652000.0,-341567000.0,-311403000.0,-92165000.0,-210076000.0,-301515000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,-815000000.0,-395000000.0,33000000.0,0.0,-0.0,0.0,0.0,0.0,-300000000.0,-96000000.0,-809000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-12031000.0,0.0,0.0,-59772000.0,-23864000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23644000.0,0.0,17847000.0,4500000.0,0.0,31125000.0,1334000.0,0.0,0.0,0.0,57461000.0,7425000.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-106956000.0,-10549000.0,1578000.0,3879000.0,25420000.0,-8782000.0,7817000.0,13617000.0,14477000.0,5288000.0,0.0,431876000.0,10982000.0,13755000.0,-3668000.0,47435000.0,512417000.0,-2817000.0,279543000.0,-20378000.0,1194000.0,68000.0,994000.0,-59422000.0,-3778000.0
,netCashUsedForInvestingActivites,-2270529000.0,-3768758000.0,-2114888000.0,-567633000.0,-615445000.0,-1190719000.0,-2566223000.0,-2642031000.0,-1847145000.0,-1371626000.0,-134356000.0,-134356000.0,-787794000.0,-1454301000.0,-1151784000.0,-237351000.0,-533413000.0,-422395000.0,-622823000.0,-75215000.0,-341052000.0,-745580000.0,-91171000.0,-549285000.0,-299714000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
