Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Depreciation & Amortization,80961000.0,61601000.0,27027000.0,7472000.0,1067000.0,25000.0
Stock-based compensation,3024000.0,4139000.0,1287000.0,184000.0,227000.0,244000.0
Operating Cash Flow,-35930000.0,-48151000.0,-113133000.0,-217710000.0,-173621000.0,-22563000.0
Capital Expenditure,-508550000.0,-173168000.0,-352950000.0,7493000.0,-23173000.0,-5978000.0
Acquisitions and disposals,-11399000.0,0.0,0.0,18000000.0,0.0,-19150000.0
Investment purchases and sales,6069000.0,530200000.0,542435000.0,494317000.0,-910624000.0,-1168752000.0
Investing Cash flow,-429553000.0,621206000.0,567528000.0,489948000.0,-974920000.0,-1206230000.0
Issuance (repayment) of debt,456619000.0,-495462000.0,-391344000.0,-81379000.0,746315000.0,599100000.0
Issuance (buybacks) of shares,-217000.0,-4922000.0,-21455000.0,-24771000.0,476098000.0,658886000.0
Dividend payments,-32261000.0,-32162000.0,-38286000.0,-98334000.0,-116025000.0,-13087000.0
Financing Cash Flow,385155000.0,-540790000.0,-462440000.0,-214418000.0,1098719000.0,1244776000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,-80328000.0,32265000.0,-8045000.0,57820000.0,-49822000.0,15983000.0
Free Cash Flow,-544480000.0,-221319000.0,-466083000.0,-210217000.0,-196794000.0,-28541000.0
Net Cash/Marketcap,-3.1266,-2.0661,-2.0661,-2.0661,-2.0661,-2.0661
