date,,2021-02-28_FY,2020-02-29_FY,2019-02-28_FY,2018-02-28_FY,2017-02-28_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,12624000.0,5645100.0,6678400.0,5214700.0,2860900.0
,depreciationAndAmortization,1633200.0,1425700.0,1455800.0,1251000.0,1079000.0
,deferredIncomeTax,-903400.0,120700.0,735700.0,264900.0,221100.0
,stockBasedCompensation,938600.0,665100.0,401800.0,0.0,0.0
,changeInWorkingCapital,-6813100.0,-3994500.0,-5539700.0,1679400.0,-7073900.0
,accountsReceivables,-519400.0,227700.0,-419100.0,-407700.0,-686900.0
,inventory,-21542300.0,2598200.0,-7106800.0,7079000.0,-16771700.0
,accountsPayables,8952000.0,-4567500.0,2399100.0,-4918900.0,11427000.0
,otherWorkingCapital,1528800.0,-580300.0,272600.0,59900.0,-2292100.0
,otherNonCashItems,338400.0,382300.0,214800.0,822700.0,1340500.0
,netCashProvidedByOperatingActivites,7817700.0,4244400.0,3946800.0,9232700.0,-1572400.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-4145300.0,-638800.0,-1399400.0,-1437700.0,-2485400.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-4145300.0,-638800.0,-1399400.0,-1437700.0,-2485400.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-9274400.0,-964900.0,-929700.0,-1877000.0,-738500.0
,commonStockIssued,141400.0,499400.0,342700.0,42100.0,227800.0
,commonStockRepurchased,-163800.0,-1705800.0,-256500.0,-98400.0,-200.0
,dividendsPaid,-2255500.0,-1660500.0,-1227900.0,0.0,-1466900.0
,otherFinancingActivites,6692700.0,26300.0,0.0,-3837600.0,5551100.0
,netCashUsedProvidedByFinancingActivities,-4859600.0,-3805500.0,-2071400.0,-5770900.0,3573300.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-1187200.0,-199900.0,476000.0,2024100.0,-484500.0
,cashAtEndOfPeriod,1812200.0,2999400.0,3199300.0,2723300.0,699200.0
,cashAtBeginningOfPeriod,2999400.0,3199300.0,2723300.0,699200.0,1183700.0
,operatingCashFlow,7817700.0,4244400.0,3946800.0,9232700.0,-1572400.0
,capitalExpenditure,-4145300.0,-638800.0,-1399400.0,-1437700.0,-2485400.0
,freeCashFlow,3672400.0,3605600.0,2547400.0,7795000.0,-4057800.0
