date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY
,revenue,75494000000.0,74286000000.0,72854000000.0,71449000000.0,69875000000.0,76354000000.0,76882000000.0,76366000000.0,70173000000.0,78353000000.0,86601000000.0,80285000000.0,52793000000.0,81698000000.0,89615000000.0,83642000000.0,86190000000.0,77442000000.0,71308000000.0,80057000000.0,75188000000.0,57237000000.0,48936000000.0,26166000000.0,19483000000.0,14607000000.0,17435000000.0,6103000000.0,4638700000.0,5794900000.0,5181900000.0,4694700000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,30913000000.0,28510000000.0,28347000000.0,28072000000.0,27655000000.0,28350000000.0,30395000000.0,30103000000.0,31118000000.0,30821000000.0,29354000000.0,29560000000.0,33843000000.0,35370000000.0,31244000000.0,26609000000.0,27508000000.0,25183000000.0,22128000000.0,31208000000.0,28780000000.0,23207000000.0,21701000000.0,14059000000.0,11134000000.0,8459000000.0,11038000000.0,2890000000.0,1976000000.0,2137500000.0,2005900000.0,1884600000.0
,SellingAndMarketingExpenses,1217000000.0,1516000000.0,1545000000.0,1608000000.0,1632000000.0,1547000000.0,1844000000.0,1888000000.0,2224000000.0,2346000000.0,1645000000.0,1415000000.0,2292000000.0,2935000000.0,2563000000.0,2533000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,621500000.0,567100000.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,0.0,79548000000.0,73675000000.0,66201000000.0,61832000000.0,63449000000.0,76208000000.0,73099000000.0,81977000000.0,86818000000.0,98513000000.0,116099000000.0,155154000000.0,151084000000.0,113521000000.0,90885000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,interestExpense,13338000000.0,29163000000.0,24266000000.0,16517000000.0,12511000000.0,11921000000.0,13690000000.0,16177000000.0,20535000000.0,24234000000.0,24864000000.0,27721000000.0,52963000000.0,77531000000.0,56943000000.0,36676000000.0,22086000000.0,17271000000.0,21248000000.0,31965000000.0,36638000000.0,24768000000.0,27495000000.0,11443000000.0,2259000000.0,1956000000.0,1284000000.0,707000000.0,673900000.0,875900000.0,1027200000.0,1000600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,3937000000.0,3905000000.0,3754000000.0,3659000000.0,3720000000.0,3506000000.0,3589000000.0,3303000000.0,2507000000.0,2872000000.0,2664000000.0,2853000000.0,2466000000.0,2790000000.0,2790000000.0,2592000000.0,687000000.0,2120000000.0,1926000000.0,4479000000.0,4324000000.0,3327000000.0,2979000000.0,421000000.0,342000000.0,304000000.0,349000000.0,125000000.0,97100000.0,120400000.0,124100000.0,102500000.0
,EBITDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDARatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingIncomeRatio,0.180570641375474,0.32174299329618,0.321807999560765,0.31856289101317,0.307363148479428,0.325143410954239,0.1868317681642,0.255309954691879,0.113091929944566,0.186642502520644,0.152238426808005,-0.0971414336426481,-0.998352054249616,0.0173321256334304,0.327512135245216,0.345328901747926,0.277932474765054,0.336354949510601,0.286727996858697,0.272430892988746,0.279885088045965,0.274245680241802,0.184751512179173,0.183444164182527,0.171996099163373,0.172588484972958,0.123257814740465,0.245944617401278,0.256063121133076,0.132098914562805,0.113587680194523,0.100240696956142
,totalOtherIncomeExpensesNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,13632000000.0,23901000000.0,23445000000.0,22761000000.0,21477000000.0,24826000000.0,14364000000.0,19497000000.0,7936000000.0,14624000000.0,13184000000.0,-7799000000.0,-52706000000.0,1416000000.0,29350000000.0,28884000000.0,23955000000.0,26048000000.0,20446000000.0,21810000000.0,21044000000.0,15697000000.0,9041000000.0,4800000000.0,3351000000.0,2521000000.0,2149000000.0,1501000000.0,1187800000.0,765500000.0,588600000.0,470600000.0
,incomeBeforeTaxRatio,0.180570641375474,0.32174299329618,0.321807999560765,0.31856289101317,0.307363148479428,0.325143410954239,0.1868317681642,0.255309954691879,0.113091929944566,0.186642502520644,0.152238426808005,-0.0971414336426481,-0.998352054249616,0.0173321256334304,0.327512135245216,0.345328901747926,0.277932474765054,0.336354949510601,0.286727996858697,0.272430892988746,0.279885088045965,0.274245680241802,0.184751512179173,0.183444164182527,0.171996099163373,0.172588484972958,0.123257814740465,0.245944617401278,0.256063121133076,0.132098914562805,0.113587680194523,0.100240696956142
