date,,2020-12-26_FY,2019-12-28_FY,2018-12-29_FY,2017-12-30_FY,2016-12-31_FY,2015-12-26_FY,2015-02-18_FY,2014-12-27_FY,2014-02-19_FY,2013-12-28_FY,2012-12-29_FY,2012-02-29_FY,2011-12-31_FY,2011-02-23_FY,2010-12-25_FY,2009-12-26_FY,2008-12-27_FY,2007-12-29_FY,2006-12-30_FY,2005-12-31_FY,2004-12-25_FY,2003-12-27_FY,2002-12-28_FY,2001-12-29_FY,2000-12-30_FY,2000-01-01_FY,1998-12-26_FY,1997-12-27_FY,1996-12-28_FY
,revenue,10620352000.0,8351931000.0,7911046000.0,7256382000.0,6779579000.0,6226507000.0,5711715000.0,5711700000.0,5164784000.0,5164800000.0,4664100000.0,4232743000.0,4232743000.0,3638336000.0,3638300000.0,3206900000.0,3007900000.0,2703200000.0,2369600000.0,2067979000.0,1738800000.0,1472900000.0,1210000000.0,849800000.0,759000000.0,688100000.0,600700000.0,509100000.0,449000000.0
,costOfRevenue,6858803000.0,5480161000.0,5208518000.0,4764417000.0,4454377000.0,4083333000.0,3761300000.0,3761300000.0,3411175000.0,3411200000.0,3098100000.0,2825871000.0,2825871000.0,2434671000.0,2434700000.0,2165000000.0,2052900000.0,1845300000.0,1617400000.0,1428428000.0,1214200000.0,1024000000.0,867800000.0,621500000.0,558600000.0,506800000.0,446000000.0,377500000.0,332400000.0
,grossProfit,3761549000.0,2871770000.0,2702528000.0,2491965000.0,2325202000.0,2143174000.0,1950415000.0,1950400000.0,1753609000.0,1753600000.0,1566000000.0,1406872000.0,1406872000.0,1203665000.0,1203700000.0,1041900000.0,955000000.0,857900000.0,752200000.0,639551000.0,524700000.0,448900000.0,342200000.0,228300000.0,200400000.0,181300000.0,154600000.0,131500000.0,116700000.0
,grossProfitRatio,0.354183081690701,0.343845034160364,0.34161449699572,0.343417008641497,0.342971444097045,0.344201652708332,0.341476246626451,0.341474517219042,0.339531914597009,0.339529120198265,0.335756094423361,0.332378318267847,0.332378318267847,0.330828433657584,0.330841326993376,0.324893199039571,0.317497257222647,0.317364604912696,0.317437542201215,0.30926377879079,0.30175983436853,0.304772897005907,0.282809917355372,0.268651447399388,0.26403162055336,0.263479145473042,0.25736640585983,0.258298958947162,0.259910913140312
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,1932572000.0,1823440000.0,1639749000.0,1488164000.0,1369097000.0,1246308000.0,1246300000.0,1138934000.0,1138900000.0,1040300000.0,973822000.0,973822000.0,867644000.0,867600000.0,784100000.0,716000000.0,641600000.0,555800000.0,469087000.0,396000000.0,331600000.0,259700000.0,178200000.0,156500000.0,139700000.0,120700000.0,104700000.0,88800000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
