Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Revenue,8386000.0,4003000.0,3477000.0,2538000.0,4320000.0,4316000.0
Revenue Growth,1.0949,0.1513,0.37,-0.4125,0.0009,
Cost of Revenue,0.0,0.0,0.0,2472000.0,3366000.0,2778000.0
Gross Profit,8386000.0,4003000.0,3477000.0,66000.0,954000.0,1538000.0
R&D Expenses,30421000.0,19623000.0,13692000.0,1002000.0,347000.0,225000.0
SG&A Expense,11049000.0,10912000.0,6772000.0,10251000.0,7574000.0,1760000.0
Operating Expenses,41470000.0,30535000.0,20464000.0,11253000.0,7821000.0,1735000.0
Operating Income,-33084000.0,-26532000.0,-16987000.0,-11187000.0,-6867000.0,-197000.0
Interest Expense,873000.0,383000.0,326000.0,141000.0,1023000.0,1963000.0
Earnings before Tax,-32703000.0,-26512000.0,-17274000.0,-11328000.0,-6640000.0,0.0
Income Tax Expense,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,-32703000.0,-26512000.0,-17274000.0,-11328000.0,-6640000.0,0.0
Preferred Dividends,0.0,5000.0,49000.0,0.0,0.0,285000.0
Net Income Com,-32703000.0,-26517000.0,-17323000.0,-11328000.0,-6640000.0,-285000.0
EPS,-1.1,-1.38,-28.21,-21.02,-52.474,-183.358
EPS Diluted,-1.1,-1.38,-28.21,-21.02,-52.474,-183.358
Weighted Average Shs Out,30839463.0,22309419.0,719721.0,709385.0,252301.0,
Weighted Average Shs Out (Dil),29600332.0,19244605.0,614017.0,539460.0,150466.0,13340.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,1.0,1.0,1.0,0.026,0.2208,0.3563
EBITDA Margin,-3.762,-6.45,-4.776,-4.335,-1.267,0.489
EBIT Margin,-3.7956,-6.5274,-4.8743,-4.4078,-1.3002,0.4548
Profit Margin,-3.9,-6.624,-4.982,-4.463,-1.537,-0.066
Free Cash Flow margin,-3.2541,-7.0979,-4.3155,-2.7664,-0.5738,-0.2718
EBITDA,-31549000.0,-25821000.0,-16607000.0,-11003000.0,-5473000.0,2111000.0
EBIT,-31830000.0,-26129000.0,-16948000.0,-11187000.0,-5617000.0,1963000.0
Consolidated Income,-32703000.0,-26512000.0,-17274000.0,-11328000.0,-6640000.0,0.0
Earnings Before Tax Margin,-3.8997,-6.623,-4.9681,-4.4634,-1.537,0.0
Net Profit Margin,-3.8997,-6.623,-4.9681,-4.4634,-1.537,0.0
