date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2012-03-02_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY
,revenue,6221000000.0,5598000000.0,6079000000.0,6114000000.0,5810000000.0,5706000000.0,5328000000.0,5289000000.0,4672000000.0,4093000000.0,4093000000.0,4090000000.0,3932000000.0
,costOfRevenue,3527000000.0,3156000000.0,3282000000.0,3230000000.0,2945000000.0,2931000000.0,2755000000.0,2691000000.0,2319000000.0,0.0,1932000000.0,1932000000.0,1850000000.0
,grossProfit,2694000000.0,2442000000.0,2797000000.0,2884000000.0,2865000000.0,2775000000.0,2573000000.0,2598000000.0,2353000000.0,4093000000.0,2161000000.0,2158000000.0,2082000000.0
,grossProfitRatio,0.433049348979264,0.436227224008574,0.460108570488567,0.471704285246974,0.493115318416523,0.486330178759201,0.48292042042042,0.491208167895632,0.503638698630137,1.0,0.52797459076472,0.527628361858191,0.529501525940997
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,412000000.0,288000000.0,328000000.0,364000000.0,321000000.0,337000000.0,293000000.0,327000000.0,327000000.0,69000000.0,1524000000.0,1479000000.0,1513000000.0
,SellingAndMarketingExpenses,215000000.0,262000000.0,258000000.0,261000000.0,241000000.0,226000000.0,214000000.0,199000000.0,190000000.0,185000000.0,185000000.0,179000000.0,161000000.0
,otherExpenses,4000000.0,-1000000.0,-4000000.0,9000000.0,3000000.0,18000000.0,12000000.0,3000000.0,12000000.0,0.0,0.0,0.0,0.0
,operatingExpenses,2286000000.0,2064000000.0,2329000000.0,2367000000.0,2306000000.0,2222000000.0,2047000000.0,2073000000.0,2003000000.0,439000000.0,1916000000.0,0.0,0.0
,costAndExpenses,5813000000.0,5220000000.0,5611000000.0,5597000000.0,5251000000.0,5153000000.0,4802000000.0,4764000000.0,4322000000.0,439000000.0,3848000000.0,3458000000.0,3612000000.0
,interestExpense,246000000.0,249000000.0,190000000.0,158000000.0,174000000.0,231000000.0,267000000.0,281000000.0,528000000.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,186000000.0,169000000.0,195000000.0,198000000.0,202000000.0,201000000.0,190000000.0,176000000.0,173000000.0,186000000.0,186000000.0,197000000.0,194000000.0
,EBITDA,594000000.0,547000000.0,663000000.0,715000000.0,761000000.0,754000000.0,716000000.0,701000000.0,523000000.0,-247000000.0,431000000.0,829000000.0,514000000.0
,EBITDARatio,0.0954830413116862,0.0977134690961057,0.109063990787959,0.116944717042852,0.130981067125645,0.132141605327725,0.134384384384384,0.132539232369068,0.111943493150685,-0.0603469337893965,0.105301734668947,0.202689486552567,0.130722278738555
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,408000000.0,378000000.0,468000000.0,517000000.0,559000000.0,553000000.0,526000000.0,525000000.0,350000000.0,-433000000.0,245000000.0,632000000.0,320000000.0
,operatingIncomeRatio,0.0655843112039865,0.067524115755627,0.076986346438559,0.0845600261694472,0.0962134251290878,0.0969155275148966,0.0987237237237237,0.0992626205331821,0.0749143835616438,-0.105790373808942,0.0598582946494014,0.154523227383863,0.081383519837233
,totalOtherIncomeExpensesNet,-753000000.0,-287000000.0,-69000000.0,-8000000.0,-36000000.0,-40000000.0,-34000000.0,-69000000.0,-24000000.0,0.0,-12000000.0,-22000000.0,-71000000.0
,incomeBeforeTax,-591000000.0,-158000000.0,209000000.0,351000000.0,349000000.0,282000000.0,225000000.0,175000000.0,-563000000.0,-433000000.0,-433000000.0,36000000.0,-310000000.0
,incomeBeforeTaxRatio,-0.095000803729304,-0.0282243658449446,0.0343806547129462,0.0574092247301276,0.0600688468158348,0.0494216614090431,0.0422297297297297,0.0330875401777274,-0.120505136986301,-0.105790373808942,-0.105790373808942,0.00880195599022005,-0.0788402848423194
,incomeTaxExpense,-104000000.0,-22000000.0,65000000.0,-65000000.0,144000000.0,110000000.0,87000000.0,-242000000.0,39000000.0,32000000.0,32000000.0,133000000.0,-50000000.0
,netIncome,-360000000.0,-188000000.0,137000000.0,431000000.0,213000000.0,184000000.0,143000000.0,438000000.0,-543000000.0,-439000000.0,-441000000.0,-99000000.0,-262000000.0
,netIncomeRatio,-0.0578685098858704,-0.0335834226509468,0.0225366014147064,0.0704939483153418,0.0366609294320138,0.0322467577988083,0.0268393393393393,0.0828133862733976,-0.116224315068493,-0.107256291228927,-0.107744930368923,-0.0242053789731051,-0.0666327568667345
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-3.1523642732049,-1.65,1.1,3.15,1.47,1.26,0.98,3.01,-14.4031830238727,-2.195,-2.85,-12.375,-32.75
,EPSDiluted,-3.1523642732049,-1.65,1.09,3.11,1.46,1.24,0.97,2.99,-0.144031830238727,-2.195,-2.85,-12.375,-32.75
,weightedAverageShsOut,114200000.0,114200000.0,124000000.0,136700000.0,144500000.0,146500000.0,146000000.0,145400000.0,37700000.0,200000000.0,81000000.0,8000000.0,8000000.0
,weightedAverageShsOutDil,114200000.0,114200000.0,125300000.0,138400000.0,145800000.0,148100000.0,147200000.0,146600000.0,3770000000.0,200000000.0,81000000.0,8000000.0,8000000.0
