date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,704216000.0,895073000.0,811483000.0,740200000.0,452385000.0,362431000.0,368707000.0,284501000.0,216199000.0,147335000.0
,depreciationAndAmortization,254801000.0,274210000.0,269266000.0,258448000.0,198091000.0,190202000.0,107246000.0,66198000.0,46492000.0,31041000.0
,deferredIncomeTax,147058000.0,37883000.0,-2750000.0,-247712000.0,-28681000.0,30626000.0,-41716000.0,-5453000.0,-3337000.0,-2920000.0
,stockBasedCompensation,43384000.0,60953000.0,69939000.0,93297000.0,63946000.0,90122000.0,37649000.0,26676000.0,19275000.0,21743000.0
,changeInWorkingCapital,185196000.0,774730000.0,-73426000.0,222824000.0,-465776000.0,456419000.0,-203882000.0,-608518000.0,51954000.0,55401000.0
,accountsReceivables,0.0,0.0,-155648000.0,-438290000.0,-338796000.0,40017000.0,246465000.0,-45005000.0,-71102000.0,-80024000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,12656000.0,155503000.0,-619227000.0,-545801000.0,-768625000.0,-302849000.0,-759268000.0,-555386000.0,53132000.0,1178000.0
,otherNonCashItems,4207000.0,3809000.0,5156000.0,6891000.0,6892000.0,2807000.0,-24705000.0,3276000.0,2279000.0,0.0
,netCashProvidedByOperatingActivites,1467697000.0,1162071000.0,903382000.0,675723000.0,705912000.0,754584000.0,608334000.0,375685000.0,135460000.0,279625000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-78425000.0,-75170000.0,-81387000.0,-70093000.0,-59011000.0,-41875000.0,-27070000.0,-20785000.0,-19111000.0,-13454000.0
,acquisitionsNet,-81000000.0,-448000000.0,78000000.0,-389000000.0,-1332000000.0,-49000000.0,-2396000000.0,-728000000.0,-190000000.0,-334000000.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,52963000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,-255000.0,-22775000.0,-38953000.0,1411000.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-106249000.0,-523702000.0,-26270000.0,-497802000.0,-1389585000.0,-99414000.0,-2594087000.0,-749128000.0,-209558000.0,-347217000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1672192000.0,-2430849000.0,-1522345000.0,-1478564000.0,-928349000.0,-651864000.0,-1337812000.0,-462276000.0,-512288000.0,-338965000.0
,commonStockIssued,136797000.0,168925000.0,55680000.0,44690000.0,21231000.0,19926000.0,29641000.0,30438000.0,27187000.0,8477000.0
,commonStockRepurchased,-849910000.0,-694909000.0,-958696000.0,-402393000.0,-187678000.0,0.0,0.0,0.0,-200000000.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-2981000.0,-2816000.0,-4040000.0,-12451000.0,-2948000.0,-16127000.0,12116000.0,16185000.0,24089000.0,5709000.0
,netCashUsedProvidedByFinancingActivities,-1416801000.0,-310171000.0,-577815000.0,251938000.0,753969000.0,-648065000.0,2162265000.0,435725000.0,61988000.0,236221000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-148157000.0,-17854000.0,-65274000.0,8718000.0,-42430000.0,-37022000.0,-37548000.0,-7826000.0,10600000.0,1726000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-198618000.0,310344000.0,234023000.0,438577000.0,27866000.0,-29917000.0,138964000.0,54456000.0,-1510000.0,170355000.0
,cashAtEndOfPeriod,1476619000.0,1675237000.0,1364893000.0,913595000.0,475018000.0,447152000.0,477069000.0,338105000.0,283649000.0,285159000.0
,cashAtBeginningOfPeriod,1675237000.0,1364893000.0,1130870000.0,475018000.0,447152000.0,477069000.0,338105000.0,283649000.0,285159000.0,114804000.0
,operatingCashFlow,1467697000.0,1162071000.0,903382000.0,675723000.0,705912000.0,754584000.0,608334000.0,375685000.0,135460000.0,279625000.0
,capitalExpenditure,-78425000.0,-75170000.0,-81387000.0,-70093000.0,-59011000.0,-41875000.0,-27070000.0,-20785000.0,-19111000.0,-13454000.0
,freeCashFlow,1389272000.0,1086901000.0,821995000.0,605630000.0,646901000.0,712709000.0,581264000.0,354900000.0,116349000.0,266171000.0
