date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,117100000.0,12000000.0,-45300000.0,-58800000.0,177071000.0,-84256000.0,-79620000.0,130083000.0,-119740000.0,29164000.0,12618000.0,14590000.0,1243000.0,774000.0
,depreciationAndAmortization,68700000.0,55700000.0,38800000.0,16300000.0,10198000.0,8462000.0,6047000.0,6823000.0,6355000.0,8312000.0,6157000.0,3921000.0,2540000.0,1307000.0
,deferredIncomeTax,-1200000.0,-5100000.0,-14000000.0,29700000.0,121834000.0,-52690000.0,-49227000.0,79356000.0,-76887000.0,-8751000.0,-3736000.0,-3552000.0,0.0,0.0
,stockBasedCompensation,24100000.0,18600000.0,18400000.0,10700000.0,29834000.0,29236000.0,27181000.0,25025000.0,25298000.0,25196000.0,16549000.0,6917000.0,3551000.0,934000.0
,changeInWorkingCapital,164900000.0,-16400000.0,-111800000.0,42895000.0,175392000.0,-73192000.0,-15035000.0,213087000.0,-421464000.0,80960000.0,113879000.0,-669000.0,-11463000.0,3739000.0
,accountsReceivables,-56500000.0,11500000.0,-39100000.0,-13000000.0,4373000.0,-5709000.0,20548000.0,658000.0,-8926000.0,-40221000.0,-26374000.0,-7313000.0,-4309000.0,-15091000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-3400000.0,9900000.0,-3000000.0,-300000.0,1197000.0,-7162000.0,8251000.0,3378000.0,-358000.0,-14818000.0,18093000.0,-6113000.0,16074000.0,8286000.0
,otherWorkingCapital,149100000.0,-15800000.0,600000.0,112400000.0,69505000.0,-105887000.0,-32695000.0,-17660000.0,-230747000.0,190717000.0,109757000.0,-4122000.0,-3453000.0,8010000.0
,otherNonCashItems,13000000.0,13000000.0,1500000.0,0.0,1419000.0,0.0,0.0,0.0,0.0,29164000.0,-11910000.0,4509000.0,3332000.0,5081000.0
,netCashProvidedByOperatingActivites,61800000.0,113900000.0,18300000.0,20900000.0,-86860000.0,-23812000.0,-77236000.0,54423000.0,29166000.0,16406000.0,31996000.0,15099000.0,39525000.0,11835000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-49300000.0,-61000000.0,-33500000.0,-33600000.0,-12635000.0,-21275000.0,-6034000.0,-1877000.0,-10544000.0,-7749000.0,-9670000.0,-3514000.0,-6831000.0,-3476000.0
,acquisitionsNet,-196000000.0,0.0,-463000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,-1023000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,1023000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1706000.0,-1844000.0,618000.0,698000.0,416000.0
,netCashUsedForInvestingActivites,-117000000.0,-61000000.0,-496300000.0,-33600000.0,-11612000.0,-22298000.0,-6034000.0,-1877000.0,-10544000.0,-11652000.0,-16869000.0,-7244000.0,-6133000.0,-3271000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-44200000.0,-409800000.0,-1300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,19200000.0,0.0,0.0,0.0,0.0,0.0,0.0,18148000.0,1253000.0,214000.0,151000.0,6000000.0
,commonStockRepurchased,-71900000.0,0.0,0.0,-2500000.0,-2439000.0,-1607000.0,-370000.0,-161000.0,-50160000.0,0.0,0.0,-13000.0,-1510000.0,-656000.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14941000.0,-15001000.0,0.0
,otherFinancingActivites,-5000000.0,-11000000.0,-3400000.0,-1900000.0,0.0,5000000.0,176000.0,15000.0,4403000.0,18763000.0,95813000.0,-1257000.0,57000.0,45000.0
,netCashUsedProvidedByFinancingActivities,137900000.0,-25300000.0,377400000.0,-4200000.0,176395000.0,4940000.0,-194000.0,-100000.0,-38361000.0,36911000.0,97066000.0,-15997000.0,-16303000.0,5389000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-400000.0,-200000.0,-700000.0,600000.0,-244000.0,-500000.0,-260000.0,-511000.0,-30000.0,-513000.0,-279000.0,145000.0,-178000.0,10000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,82300000.0,27400000.0,-101300000.0,-16300000.0,77679000.0,-41670000.0,-83724000.0,51935000.0,-19769000.0,41152000.0,111914000.0,-7997000.0,16911000.0,13963000.0
,cashAtEndOfPeriod,174800000.0,92500000.0,65100000.0,164900000.0,181176000.0,103497000.0,145167000.0,228891000.0,176956000.0,196725000.0,155573000.0,43659000.0,51656000.0,34745000.0
