date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,481779000.0,419967000.0,415289000.0,479013000.0,366127000.0,189474000.0,178355000.0,172076000.0,117309000.0,50449000.0,26331000.0,31977000.0,46888000.0,36094000.0,14876000.0,-4966000.0,-18462000.0
,depreciationAndAmortization,224444000.0,219857000.0,209050000.0,193296000.0,182560000.0,133457000.0,115076000.0,95232000.0,74453000.0,58014000.0,50349000.0,52403000.0,49566000.0,39801000.0,37172000.0,31005000.0,15552000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,16281000.0,13051000.0,11176000.0,9561000.0,8045000.0,6055000.0,4984000.0,4819000.0,4356000.0,5757000.0,4580000.0,3809000.0,3500000.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-4574278000.0,-88945000.0,-53772000.0,292534000.0,-528474000.0,203753000.0,-205678000.0,183705000.0,142274000.0,-242409000.0,-115789000.0,69722000.0,213566000.0,-36300000.0,-4800000.0,-41400000.0,-5018000.0
,accountsReceivables,-8059000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10494000.0,10832000.0,-19820000.0,-1243000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,17974000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3157000.0,3371000.0,2029000.0,-3775000.0
,otherWorkingCapital,-4818191000.0,-243913000.0,-154968000.0,-101196000.0,-393730000.0,134744000.0,-69009000.0,136669000.0,-47036000.0,-189310000.0,53099000.0,168888000.0,99166000.0,-114400000.0,-78100000.0,-73300000.0,-31900000.0
,otherNonCashItems,0.0,17795000.0,18973000.0,17392000.0,17030000.0,8680000.0,6982000.0,-39825000.0,-18607000.0,0.0,1664000.0,21250000.0,0.0,11786000.0,8269000.0,6523000.0,1770000.0
,netCashProvidedByOperatingActivites,771232000.0,707686000.0,677795000.0,597375000.0,539263000.0,367329000.0,337581000.0,271259000.0,215879000.0,144164000.0,104815000.0,81165000.0,96664000.0,101332000.0,74520000.0,14771000.0,-6158000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-7093000.0,-7764000.0,-4297000.0,-7819000.0,-4968000.0,-7380000.0,-4830000.0,-6524000.0,-3367000.0,-199975000.0,-71533000.0,-1148000.0,-2342000.0,-230397000.0,-210781000.0,-101705000.0,-247292000.0
,acquisitionsNet,0.0,4000000.0,49000000.0,-17000000.0,-11000000.0,-1159000000.0,0.0,-2000000.0,1000000.0,1000000.0,-1000000.0,-2000000.0,-47000000.0,-11000000.0,-6000000.0,-531000000.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4088000.0,-9699000.0,-108732000.0,-241698000.0,-10838000.0,-31536000.0,-4505000.0,-6401000.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4614000.0,8802000.0,5967000.0,25067000.0,0.0,1811000.0,25938000.0,0.0
,otherInvestingActivites,0.0,-28132000.0,11376000.0,28392000.0,33210000.0,-83049000.0,-33052000.0,-9475000.0,917000.0,-52470000.0,24786000.0,-497000.0,-3781000.0,169347000.0,174305000.0,-3590000.0,230216000.0
,netCashUsedForInvestingActivites,-955427000.0,-621630000.0,-443898000.0,-369556000.0,-1032035000.0,-1625664000.0,-564948000.0,-366976000.0,-606938000.0,-251919000.0,-83706000.0,-104410000.0,-222754000.0,-253579000.0,-239778000.0,-614834000.0,-261298000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,5181000.0,-2008733000.0,-1278786000.0,-1108595000.0,-1144637000.0,-1540782000.0,-533128000.0,-664372000.0,-1009494000.0,-452347000.0,-256560000.0,-308965000.0,-58296000.0,-32164000.0,-98866000.0,-1240191000.0,-325917000.0
,commonStockIssued,103468000.0,198827000.0,90231000.0,0.0,123424000.0,446877000.0,0.0,205988000.0,429588000.0,112349000.0,0.0,0.0,276601000.0,1721000.0,194474000.0,271537000.0,283604000.0
,commonStockRepurchased,-67873000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19129000.0
,dividendsPaid,-467765000.0,-458114000.0,-424907000.0,-393040000.0,-367818000.0,-269302000.0,-210091000.0,-163014000.0,-88287000.0,-52027000.0,-42443000.0,-32800000.0,-79120000.0,-60664000.0,-50005000.0,-34585000.0,-10560000.0
,otherFinancingActivites,0.0,-37056000.0,-47988000.0,-41248000.0,-51939000.0,-37166000.0,-29233000.0,-21278000.0,-20977000.0,-14595000.0,-4029000.0,-9572000.0,-10706000.0,-116829000.0,-3863000.0,798690000.0,-66113000.0
,netCashUsedProvidedByFinancingActivities,241471000.0,-88013000.0,-247251000.0,-215994000.0,460831000.0,1286471000.0,148307000.0,191655000.0,395360000.0,87489000.0,-106309000.0,91223000.0,172685000.0,98823000.0,207406000.0,604387000.0,280039000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
