date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY
,revenue,386064000000.0,280522000000.0,232887000000.0,177866000000.0,135987000000.0,107006000000.0,88988000000.0,74452000000.0,61093000000.0,48077000000.0,34204000000.0,24509000000.0,19166000000.0,14835000000.0,10711000000.0,8490000000.0,6921124000.0,5263699000.0,3932936000.0,3122433000.0,2761983000.0,1639839000.0,609996000.0,147800000.0,15700000.0
,costOfRevenue,291824000000.0,205768000000.0,173183000000.0,137183000000.0,105884000000.0,85061000000.0,73518000000.0,62766000000.0,52390000000.0,37288000000.0,26561000000.0,18978000000.0,14896000000.0,11482000000.0,8255000000.0,6451000000.0,5319127000.0,4006531000.0,2940318000.0,2323875000.0,2106206000.0,1349194000.0,476155000.0,114200000.0,12000000.0
,grossProfit,94240000000.0,74754000000.0,59704000000.0,40683000000.0,30103000000.0,21945000000.0,15470000000.0,11686000000.0,8703000000.0,10789000000.0,7643000000.0,5531000000.0,4270000000.0,3353000000.0,2456000000.0,2039000000.0,1601997000.0,1257168000.0,992618000.0,798558000.0,655777000.0,290645000.0,133841000.0,33600000.0,3700000.0
,grossProfitRatio,0.24410460441792,0.266481773265555,0.256364674713488,0.228728368547108,0.221366748292116,0.205081958021046,0.17384366431429,0.156960189115135,0.142454945738464,0.224410840942654,0.223453397263478,0.225672202048227,0.222790357925493,0.226019548365352,0.229296984408552,0.240164899882214,0.231464860331935,0.238837365130491,0.252386003738683,0.25574864216462,0.237429774187604,0.177239960752245,0.219412914183044,0.227334235453315,0.235668789808917
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,42740000000.0,35931000000.0,28837000000.0,22620000000.0,16085000000.0,12540000000.0,9275000000.0,6565000000.0,4564000000.0,2909000000.0,1734000000.0,1240000000.0,1033000000.0,818000000.0,662000000.0,451000000.0,251195000.0,207809000.0,215617000.0,241165000.0,269326000.0,159722000.0,46807000.0,12500000.0,0.0
,GeneralAndAdministrativeExpenses,6668000000.0,5203000000.0,4336000000.0,3674000000.0,2432000000.0,1747000000.0,1552000000.0,1129000000.0,896000000.0,5234000000.0,3368000000.0,2380000000.0,1937000000.0,1527000000.0,1132000000.0,1156000000.0,918341000.0,653085000.0,540443000.0,94499000.0,133759000.0,100762000.0,15799000.0,45500000.0,9400000.0
,SellingAndMarketingExpenses,22008000000.0,18878000000.0,13814000000.0,10069000000.0,7233000000.0,5254000000.0,4332000000.0,3133000000.0,2408000000.0,1630000000.0,1029000000.0,680000000.0,482000000.0,344000000.0,263000000.0,0.0,0.0,122787000.0,125383000.0,512533000.0,594489000.0,413150000.0,133023000.0,0.0,0.0
,otherExpenses,2371000000.0,203000000.0,-183000000.0,346000000.0,90000000.0,-256000000.0,-118000000.0,-136000000.0,-80000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
