Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Depreciation & Amortization,14011000.0,11384000.0,8696000.0,6671000.0,4386000.0,3421000.0,2950000.0,3199000.0,4164000.0
Stock-based compensation,18088000.0,25649000.0,12374000.0,9408000.0,4125000.0,-3090000.0,1849000.0,2244000.0,2404000.0
Operating Cash Flow,178655000.0,217809000.0,268942000.0,114260000.0,54423000.0,61705000.0,56133000.0,55189000.0,20476000.0
Capital Expenditure,-33535000.0,-36787000.0,-28319000.0,-28141000.0,-21200000.0,-13832000.0,-12291000.0,-9408000.0,-7257000.0
Acquisitions and disposals,0.0,0.0,-233965000.0,-9445000.0,-44334000.0,-752000.0,8953000.0,-1852000.0,-5012000.0
Investment purchases and sales,-26713000.0,-195758000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investing Cash flow,-60457000.0,-237203000.0,-283404000.0,-37968000.0,-65535000.0,-27555000.0,-7554000.0,-12594000.0,-12299000.0
Issuance (repayment) of debt,-1099000.0,-4653000.0,169312000.0,-366000.0,49663000.0,-15000000.0,29470000.0,12064000.0,2837000.0
Issuance (buybacks) of shares,2264000.0,144400000.0,8893000.0,3740000.0,8844000.0,29348000.0,85878000.0,-30000.0,5000.0
Dividend payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Financing Cash Flow,884000.0,126130000.0,186153000.0,11325000.0,64455000.0,20015000.0,102593000.0,7746000.0,2842000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,119082000.0,106736000.0,171691000.0,87617000.0,53343000.0,54165000.0,151172000.0,50341000.0,11019000.0
Free Cash Flow,145120000.0,181022000.0,240623000.0,86119000.0,33223000.0,47873000.0,43842000.0,45781000.0,13219000.0
Net Cash/Marketcap,0.814,0.3003,0.1628,0.2589,0.1465,0.1609,0.5236,0.5321,0.5321
