date,,2021-01-30_FY,2020-02-01_FY,2019-02-02_FY,2018-02-03_FY,2017-01-28_FY,2016-01-30_FY,2015-01-31_FY,2014-02-01_FY,2013-02-02_FY,2012-01-28_FY,2011-01-29_FY,2010-01-30_FY,2009-01-31_FY,2008-02-02_FY,2007-02-03_FY,2006-01-28_FY,2005-01-29_FY,2004-01-31_FY,2003-02-01_FY
,revenue,9584019000.0,8750743000.0,8436570000.0,8590472000.0,7921981000.0,7270965000.0,6814479000.0,6213200000.0,5836100000.0,5211800000.0,4871500000.0,4412800000.0,4130128000.0,3888400000.0,3114200000.0,2625000000.0,2109400000.0,1470845000.0,1272600000.0
,costOfRevenue,6533312000.0,6196185000.0,5998788000.0,6101412000.0,5556198000.0,5088078000.0,4727813000.0,4269200000.0,3999000000.0,3616900000.0,3422500000.0,3195900000.0,2946079000.0,2730400000.0,2217500000.0,1887300000.0,1522900000.0,1063106000.0,935200000.0
,grossProfit,3050707000.0,2554558000.0,2437782000.0,2489060000.0,2365783000.0,2182887000.0,2086666000.0,1944000000.0,1837200000.0,1594900000.0,1449000000.0,1216900000.0,1184049000.0,1158100000.0,896700000.0,737600000.0,586500000.0,407739000.0,337400000.0
,grossProfitRatio,0.318311868956019,0.291924697137146,0.288954160280778,0.289746593667961,0.298635278221445,0.300219709488355,0.306210643542962,0.312882250692075,0.31479926663354,0.306017115008251,0.297444318998255,0.275765953589558,0.286685787946524,0.297834584919247,0.287939117590392,0.280990476190476,0.278041149141936,0.277214118414925,0.265126512651265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,2121245000.0,1993049000.0,1997786000.0,1915929000.0,1647695000.0,1502089000.0,1404800000.0,1311500000.0,1162900000.0,1139800000.0,981300000.0,944442000.0,889200000.0,699000000.0,567100000.0,455300000.0,321413000.0,268300000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,19070000.0,0.0,2565000.0,-31810000.0,-14424000.0,305000.0,5170000.0,-12224000.0,-4555000.0,26000.0,-2278000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,2309230000.0,2145166000.0,1993049000.0,1999486000.0,1915929000.0,1647695000.0,1532607000.0,1407200000.0,1345800000.0,1162900000.0,1139700000.0,991400000.0,1137792000.0,889200000.0,699000000.0,604900000.0,474600000.0,321413000.0,270700000.0
,costAndExpenses,8842542000.0,8341351000.0,7991837000.0,8100898000.0,7472127000.0,6735773000.0,6260420000.0,5676400000.0,5344800000.0,4779800000.0,4562200000.0,4187300000.0,4083871000.0,3619600000.0,2916500000.0,2492200000.0,1997500000.0,1384519000.0,1205900000.0
,interestExpense,48812000.0,17012000.0,10248000.0,8047000.0,5856000.0,4012000.0,3215000.0,2929000.0,6034000.0,13868000.0,-14000000.0,-2395000.0,0.0,-11290000.0,-10025000.0,-12959000.0,-8009000.0,0.0,-2900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,326014000.0,270448000.0,243830000.0,237651000.0,233834000.0,193594000.0,179431000.0,154900000.0,125100000.0,116600000.0,110400000.0,100900000.0,90732000.0,75100000.0,54900000.0,49900000.0,37600000.0,17554000.0,14400000.0
,EBITDA,1067491000.0,679840000.0,688563000.0,727225000.0,683688000.0,728786000.0,733490000.0,691700000.0,616400000.0,548600000.0,419600000.0,326500000.0,136989000.0,343900000.0,252600000.0,182600000.0,149500000.0,103880000.0,81000000.0
,EBITDARatio,0.11138239604909,0.0776894030598316,0.081616462614546,0.0846548361952638,0.0863026558634766,0.100232362554351,0.107636988829227,0.111327496298204,0.105618478093247,0.105261138186423,0.0861336344041876,0.0739893038433648,0.0331682214207405,0.0884425470630594,0.081112324192409,0.0695619047619048,0.0708732340950033,0.070626068688407,0.0636492220650637
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,741477000.0,409392000.0,444733000.0,489574000.0,449854000.0,535192000.0,554059000.0,536800000.0,491300000.0,432000000.0,309200000.0,225600000.0,46257000.0,268800000.0,197700000.0,132700000.0,111900000.0,86326000.0,66600000.0
,operatingIncomeRatio,0.0773659776759625,0.0467836845397014,0.0527149066504515,0.0569903493079309,0.0567855439188758,0.0736067358321763,0.0813061424064848,0.0863967037919269,0.0841829303815904,0.0828888291952876,0.0634712100995587,0.0511240029006526,0.0111998950153603,0.069128690463944,0.0634833986256503,0.050552380952381,0.0530482601687684,0.0586914324758897,0.0523338048090523
,totalOtherIncomeExpensesNet,19070000.0,15324000.0,-2565000.0,19810000.0,14424000.0,-305000.0,5170000.0,12200000.0,4600000.0,0.0,2300000.0,2100000.0,-206871000.0,0.0,0.0,0.0,0.0,3536000.0,0.0
,incomeBeforeTax,711735000.0,407704000.0,431920000.0,501337000.0,458422000.0,530875000.0,556014000.0,546100000.0,489800000.0,432000000.0,297500000.0,223200000.0,21773000.0,257500000.0,187700000.0,121600000.0,114800000.0,88031000.0,63800000.0
,incomeBeforeTaxRatio,0.0742626866662097,0.046590786633775,0.0511961614732053,0.0583596570712296,0.0578670915772204,0.0730130044636441,0.0815930315435707,0.0878935170282624,0.0839259094258152,0.0828888291952876,0.0610694857846659,0.0505801305293691,0.0052717494469905,0.0662226108425059,0.0602723010725066,0.0463238095238095,0.0544230586896748,0.059850630079988,0.0501335847870501
,incomeTaxExpense,181484000.0,110242000.0,112056000.0,177892000.0,171026000.0,200484000.0,211816000.0,208509000.0,199116000.0,168120000.0,115434000.0,87817000.0,56867000.0,102491000.0,75074000.0,48654000.0,45936000.0,35212000.0,25500000.0
,netIncome,530251000.0,297462000.0,319864000.0,323445000.0,287396000.0,330391000.0,344198000.0,337600000.0,290700000.0,263900000.0,182100000.0,135400000.0,-35094000.0,155000000.0,112600000.0,73000000.0,68900000.0,52819000.0,38300000.0
,netIncomeRatio,0.0553265806338656,0.0339927706710162,0.0379139863712386,0.0376515981892497,0.0362782995818849,0.0454397731250254,0.0505098041977971,0.0543359299555784,0.0498106612292456,0.0506350972792509,0.0373806835676896,0.030683466279913,-0.00849707321419578,0.0398621540993725,0.0361569584483977,0.0278095238095238,0.0326633165829146,0.0359106500005099,0.0300958667295301
