date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-114094000.0,-329082000.0,-200808000.0,145206000.0,-41056000.0,11868000.0,121540000.0,75256000.0,79154000.0,30253000.0,11392000.0,5539000.0
,depreciationAndAmortization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,deferredIncomeTax,-61805000.0,-101682000.0,-31070000.0,-20601000.0,-36903000.0,-10473000.0,-2442000.0,4578000.0,1095000.0,-659000.0,-1324000.0,-4236000.0
,stockBasedCompensation,14911000.0,15906000.0,22337000.0,25050000.0,12107000.0,3857000.0,7487000.0,3039000.0,2330000.0,1238000.0,383000.0,949000.0
,changeInWorkingCapital,-87112000.0,-165256000.0,-150401000.0,-293686000.0,427763000.0,-60842000.0,158701000.0,160186000.0,1919000.0,-3523000.0,4743000.0,-3534000.0
,accountsReceivables,48441000.0,33837000.0,56815000.0,-110920000.0,-12996000.0,62465000.0,-46829000.0,-16965000.0,-13239000.0,-16437000.0,-3558000.0,1102000.0
,inventory,15245000.0,11182000.0,13085000.0,-4825000.0,-10211000.0,1708000.0,34000.0,-24377000.0,-10528000.0,-6889000.0,869000.0,-225000.0
,accountsPayables,0.0,0.0,0.0,59769000.0,13121000.0,-42353000.0,51357000.0,1385000.0,8458000.0,0.0,0.0,0.0
,otherWorkingCapital,-57913000.0,173642000.0,338898000.0,489299000.0,782985000.0,355222000.0,416064000.0,257363000.0,97177000.0,0.0,0.0,0.0
,otherNonCashItems,-26575000.0,-74783000.0,-45380000.0,35721000.0,-3613000.0,-19553000.0,1096000.0,-9723000.0,-8175000.0,-12173000.0,-6582000.0,-8190000.0
,netCashProvidedByOperatingActivites,-10534000.0,144046000.0,310706000.0,238156000.0,381000.0,61492000.0,171411000.0,46451000.0,100950000.0,42565000.0,36738000.0,13863000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,-743000000.0,-120000000.0,-177000000.0,0.0,-98000000.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-75000000.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,21872000.0,53568000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-27564000.0,-120393000.0,-1066879000.0,-507672000.0,-201657000.0,49000.0,-190906000.0,-135113000.0,-104461000.0,-66639000.0,-15163000.0,-13308000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-16030000.0,-23508000.0,-501989000.0,-8162000.0,-5744000.0,-5093000.0,-3882000.0,-258720000.0,-6532000.0,-240476000.0,-11219000.0,-2052000.0
,commonStockIssued,0.0,0.0,0.0,0.0,678791000.0,0.0,0.0,0.0,50102000.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,-148469000.0,-25022000.0,0.0,-15255000.0,-499000.0,0.0,-1072000.0,0.0,0.0,0.0
,dividendsPaid,-6185000.0,-18592000.0,-19912000.0,-20377000.0,-15125000.0,-26797000.0,-26871000.0,-13300000.0,-26461000.0,0.0,-51601000.0,0.0
,otherFinancingActivites,493000.0,1561000.0,-35587000.0,-4379000.0,-27323000.0,-858000.0,99884000.0,-3818000.0,-10703000.0,-5605000.0,7865000.0,-55000.0
,netCashUsedProvidedByFinancingActivities,3278000.0,-40411000.0,574104000.0,-57142000.0,635424000.0,-47530000.0,208520000.0,105896000.0,5334000.0,18773000.0,28451000.0,-288000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-34820000.0,-16758000.0,-182069000.0,-326658000.0,434148000.0,14011000.0,189025000.0,17234000.0,1823000.0,-5301000.0,50026000.0,267000.0
,cashAtEndOfPeriod,150920000.0,185740000.0,202498000.0,384567000.0,711225000.0,277077000.0,267281000.0,78256000.0,61022000.0,59199000.0,64500000.0,14474000.0
,cashAtBeginningOfPeriod,185740000.0,202498000.0,384567000.0,711225000.0,277077000.0,263066000.0,78256000.0,61022000.0,59199000.0,64500000.0,14474000.0,14207000.0
,operatingCashFlow,-10534000.0,144046000.0,310706000.0,238156000.0,381000.0,61492000.0,171411000.0,46451000.0,100950000.0,42565000.0,36738000.0,13863000.0
,capitalExpenditure,-34917000.0,-122289000.0,-349861000.0,-388208000.0,-47409000.0,-53646000.0,-92609000.0,-60470000.0,-105719000.0,-66745000.0,-15241000.0,-13350000.0
,freeCashFlow,-45451000.0,21757000.0,-39155000.0,-150052000.0,-47028000.0,7846000.0,78802000.0,-14019000.0,-4769000.0,-24180000.0,21497000.0,513000.0
