Date,2017-12,2016-12,2015-12,2014-12,2013-12
Cash and cash equivalents,34000000.0,78000000.0,18000000.0,13000000.0,16000000.0
Short-term investments,0000000.0,2000000.0,2000000.0,1000000.0,1000000.0
Cash and short-term investments,0000000.0,2000000.0,2000000.0,1000000.0,1000000.0
Receivables,0000000.0,2000000.0,2000000.0,1000000.0,1000000.0
Inventories,1000000.0,0000000.0,0000000.0,0000000.0,0000000.0
Total current assets,42000000.0,52000000.0,54000000.0,37000000.0,39000000.0
Property, Plant & Equipment Net,4000000.0,2000000.0,0000000.0,1000000.0,1000000.0
Goodwill and Intangible Assets,36000000,47000000,49000000,34000000,36000000
Long-term investments,000000.0,000000.0,000000.0,0000000.0,0000000.0
Tax assets,,,,,
Total non-current assets,5000000.0,36000000.0,52000000.0,11000000.0,8000000.0
Total assets,82000000.0,136000000.0,79000000.0,54000000.0,63000000.0
Payables,2000000.0,3000000.0,2000000.0,1000000.0,2000000.0
Short-term debt,20000000.0,5000000.0,5000000.0,2000000.0,0000000.0
Total current liabilities,55000000.0,20000000.0,14000000.0,8000000.0,6000000.0
Long-term debt,5000000.0,29000000.0,39000000.0,10000000.0,8000000.0
Total debt,5000000.0,29000000.0,39000000.0,10000000.0,8000000.0
Deferred revenue,1000000.0,0000000.0,0000000.0,000000.0,000000.0
Tax Liabilities,000000.0,000000.0,0000000.0,0000000.0,0000000.0
Deposit Liabilities,,,,,
Total non-current liabilities,5000000.0,36000000.0,52000000.0,11000000.0,8000000.0
Total liabilities,61000000.0,57000000.0,66000000.0,19000000.0,15000000.0
Other comprehensive income,1000000.0,000000.0,000000.0,000000.0,000000.0
Retained earnings (deficit),-190000000.0,-116000000.0,-120000000.0,-87000000.0,-74000000.0
Total shareholders equity,21000000.0,80000000.0,13000000.0,35000000.0,48000000.0
Investments,000000.0,000000.0,000000.0,0000000.0,0000000.0
Net Debt,-9000000,-44000000,26000000,-1000000,-8000000
Other Assets,5000000,7000000,7000000,4000000,8000000
Other Liabilities,19000000,16000000,16000000,3000000,4000000
