date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY
,revenue,124217000.0,114188000.0,108824000.0,102168000.0,90304000.0
,costOfRevenue,0.0,0.0,44480000.0,27820000.0,22617000.0
,grossProfit,0.0,114188000.0,64344000.0,74348000.0,67687000.0
,grossProfitRatio,0.0,1.0,0.591266632360509,0.727703390494088,0.749545978029766
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,54884000.0,73379000.0,71043000.0,68909000.0,66132000.0
,SellingAndMarketingExpenses,1295000.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,0.0,136729000.0,115523000.0,96729000.0,88749000.0
,costAndExpenses,0.0,44014000.0,42710000.0,41913000.0,40048000.0
,interestExpense,42207000.0,63350000.0,44480000.0,27820000.0,22617000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,-1070000.0,-2382000.0,885000.0,3047000.0,3561000.0
,EBITDA,87753000.0,101777000.0,83146000.0,64126000.0,50350000.0
,EBITDARatio,0.706449197774862,0.891310820751743,0.764041020363155,0.627652493931564,0.557561126860383
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,0.0,40809000.0,37781000.0,33259000.0,24172000.0
,operatingIncomeRatio,0.0,0.357384313588118,0.347175255458355,0.32553245634641,0.267673635719348
,totalOtherIncomeExpensesNet,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,46616000.0,40809000.0,37781000.0,33259000.0,24172000.0
,incomeBeforeTaxRatio,0.375278746065353,0.357384313588118,0.347175255458355,0.32553245634641,0.267673635719348
,incomeTaxExpense,4407000.0,1110000.0,1568000.0,10958000.0,-362000.0
,netIncome,42209000.0,39699000.0,36213000.0,22301000.0,24534000.0
,netIncomeRatio,0.339800510397128,0.347663502294462,0.332766669117107,0.218277738626576,0.271682317505315
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,7.580763,5.29125,4.81067,4.00527,4.40632
,EPSDiluted,7.58,5.29125,4.81067,4.00527,4.40632
,weightedAverageShsOut,5567909.0,4600115.0,4589733.0,4588683.0,4585794.0
,weightedAverageShsOutDil,5567909.0,4600115.0,4589733.0,4588683.0,4585794.0
