Date,2018-12-31,2017-12-31,2016-12-31
Revenue,110174529.6671,105410519.9516,84212670.9863
Revenue Growth,0.0452,0.2517,
Cost of Revenue,37419247.4674,35447702.5393,31294312.455
Gross Profit,72755282.1997,69962817.4123,52918358.5313
R&D Expenses,0.0,0.0,0.0
SG&A Expense,64979884.2258,59431378.4764,50826781.8575
Operating Expenses,63226193.9219,58020556.2273,50581425.486
Operating Income,9529088.2779,11942261.185,2336933.0454
Interest Expense,1337771.3459,994709.7944,420446.3643
Earnings before Tax,-33859913.1693,-8036426.844,9249820.0144
Income Tax Expense,2678437.0478,2911124.5466,1974514.0389
Net Income - Non-Controlling int,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0
Net Income,-36538350.2171,-10947551.3906,7275305.9755
Preferred Dividends,0.0,0.0,0.0
Net Income Com,-36538350.2171,-10947551.3906,7275305.9755
EPS,-2.7004,-0.8479,0.5313
EPS Diluted,-2.7004,-0.8479,0.0086
Weighted Average Shs Out,10251616.6425,,
Weighted Average Shs Out (Dil),10251616.6425,,
Dividend per Share,0.0,0.0,0.0
Gross Margin,0.6604,0.6637,0.6284
EBITDA Margin,-0.0427,-0.0101,0.0166
EBIT Margin,-0.2952,-0.0668,0.1148
Profit Margin,-0.048,-0.0157,0.0124
Free Cash Flow margin,-0.0618,0.0721,0.0324
EBITDA,-32522141.8234,-7041717.0496,9670266.3787
EBIT,-32522141.8234,-7041717.0496,9670266.3787
Consolidated Income,-36538350.2171,-10947551.3906,7275305.9755
Earnings Before Tax Margin,-0.3073,-0.0762,0.1098
Net Profit Margin,-0.3316,-0.1039,0.0864
