date,,2019-02-28_FY,2018-02-28_FY,2017-02-28_FY,2016-02-29_FY,2015-02-28_FY,2014-02-28_FY,2013-02-28_FY,2012-02-29_FY,2011-02-28_FY,2010-02-28_FY,2009-02-28_FY,2008-02-29_FY,2007-02-28_FY,2006-02-28_FY,2005-02-28_FY,2004-02-29_FY,2003-02-28_FY,2002-02-28_FY
,revenue,3362069000.0,2920461000.0,2411803000.0,2052230000.0,1789489000.0,1534615000.0,1328817000.0,1133103000.0,909277000.0,748236000.0,652572000.0,523016000.0,400624000.0,278330000.0,196466000.0,126084000.0,90926000.0,78910000.0
,costOfRevenue,498251000.0,431797000.0,354378000.0,309629000.0,273199000.0,232600000.0,200600000.0,178548000.0,150287000.0,227690000.0,212252000.0,161306000.0,129472000.0,97014000.0,75746000.0,69738000.0,62924000.0,57030000.0
,grossProfit,2863818000.0,2488664000.0,2057425000.0,1742601000.0,1516290000.0,1302015000.0,1128217000.0,954555000.0,758990000.0,634391000.0,546446000.0,442363000.0,335888000.0,229823000.0,157139000.0,88631000.0,56573000.0,50395000.0
,grossProfitRatio,0.851802268186643,0.852147657510236,0.8530651135271,0.849125585338875,0.847331277252892,0.848431039707027,0.849038656188173,0.842425622383843,0.834718133198134,0.847848807060874,0.83737273434962,0.845792480535968,0.838412077159631,0.825721266122948,0.799827960054157,0.702952000253799,0.622187273167191,0.638638955772399
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,668542000.0,578330000.0,480668000.0,413322000.0,367856000.0,317263000.0,263150000.0,208662000.0,171253000.0,148360000.0,130177000.0,97417000.0,71038000.0,40883000.0,32132000.0,25562000.0,21274000.0,16429000.0
,GeneralAndAdministrativeExpenses,-1073512000.0,-959260000.0,-827530000.0,-656669000.0,-558334000.0,-445478000.0,-368221000.0,-293290000.0,-212755000.0,-168478000.0,-143356000.0,-109524000.0,-78563000.0,-38588000.0,-30718000.0,-21361000.0,-17730000.0,-19951000.0
,SellingAndMarketingExpenses,1378278000.0,1198576000.0,1036021000.0,848950000.0,728387000.0,597885000.0,514554000.0,419635000.0,327408000.0,272705000.0,238552000.0,192049000.0,145562000.0,84723000.0,61844000.0,39863000.0,32969000.0,33442000.0
,otherExpenses,8335000.0,8335000.0,-2164000.0,-1735000.0,6562000.0,2171000.0,3142000.0,-322000.0,8750000.0,8750000.0,0.0,0.0,0.0,30053000.0,6545000.0,4076000.0,7146000.0,122082000.0
,operatingExpenses,2351586000.0,2016222000.0,1725180000.0,1454553000.0,1266296000.0,1069726000.0,927179000.0,754642000.0,613314000.0,534042000.0,463925000.0,371991000.0,283599000.0,171741000.0,131647000.0,88003000.0,76628000.0,185444000.0
,costAndExpenses,2849837000.0,2448019000.0,2079558000.0,1764182000.0,1539495000.0,1302326000.0,1127779000.0,933190000.0,763601000.0,761732000.0,676177000.0,533297000.0,413071000.0,268755000.0,207393000.0,157741000.0,139552000.0,242474000.0
,interestExpense,19838000.0,24569000.0,23822000.0,23121000.0,9394000.0,0.0,0.0,0.0,0.0,164000.0,4798000.0,6252000.0,6016000.0,6119000.0,6436000.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,127811000.0,111134000.0,107000000.0,97091000.0,84490000.0,83102000.0,69230000.0,51372000.0,47997000.0,45861000.0,40309000.0,33002000.0,23853000.0,15434000.0,10911000.0,6871000.0,6519000.0,59720000.0
,EBITDA,640043000.0,583576000.0,439245000.0,385139000.0,334484000.0,315391000.0,270268000.0,251285000.0,193673000.0,146210000.0,122830000.0,103374000.0,76142000.0,73516000.0,37857000.0,10083000.0,-10645000.0,-75329000.0
,EBITDARatio,0.190371762150033,0.199823247083252,0.182123083850547,0.187668536177719,0.186915929631308,0.205517996370425,0.203389932549027,0.221767129731366,0.212996699575597,0.19540626219535,0.188224441134465,0.197649785092617,0.190058508726387,0.264132504580893,0.192689829283438,0.0799704958599029,-0.117073224380265,-0.954619186414903
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,512232000.0,472442000.0,332245000.0,288048000.0,249994000.0,232289000.0,201038000.0,199913000.0,145676000.0,100349000.0,82521000.0,70372000.0,52289000.0,58082000.0,26946000.0,3212000.0,-17164000.0,-135049000.0
,operatingIncomeRatio,0.152356183052757,0.161769665816458,0.137757934624014,0.140358536811176,0.139701333732702,0.151366303600577,0.151290960305294,0.176429680267372,0.160210804848248,0.13411410303701,0.12645501186076,0.134550377043915,0.130518890530772,0.208680343477167,0.137153502387181,0.0254750801053266,-0.188768888986648,-1.71143074388544
,totalOtherIncomeExpensesNet,8335000.0,8335000.0,-2164000.0,-1735000.0,6562000.0,614000.0,-322000.0,-322000.0,10772000.0,10936000.0,43809000.0,60420000.0,43290000.0,30053000.0,24431000.0,10786000.0,10826000.0,15535000.0
,incomeBeforeTax,518055000.0,474701000.0,320180000.0,274865000.0,255498000.0,135371000.0,209752000.0,208009000.0,153694000.0,121502000.0,121532000.0,124540000.0,89563000.0,82016000.0,44941000.0,13998000.0,-6599000.0,-140216000.0
,incomeBeforeTaxRatio,0.154088152265763,0.162543173834542,0.13275545307805,0.133934792883839,0.142777072113883,0.0882117013061908,0.157848672917339,0.183574661791558,0.16902879980468,0.162384595234659,0.186235388585474,0.238118910320143,0.22355874835257,0.294671792476557,0.228746958761312,0.111021223945941,-0.072575500956822,-1.77691040425802
,incomeTaxExpense,84067000.0,215898000.0,66477000.0,75500000.0,75297000.0,61256000.0,59548000.0,61383000.0,46416000.0,34249000.0,42811000.0,47873000.0,29656000.0,2331000.0,-485000.0,0.0,0.0,0.0
,netIncome,433988000.0,258803000.0,253703000.0,199365000.0,180201000.0,178292000.0,150204000.0,146626000.0,107278000.0,87253000.0,78721000.0,76667000.0,59907000.0,79685000.0,45426000.0,13998000.0,-6599000.0,-140216000.0
,netIncomeRatio,0.129083608932476,0.0886171737955069,0.105192256581487,0.0971455441154257,0.100699696952594,0.116180279744431,0.113035880787196,0.129402181443346,0.117981649156418,0.116611603825531,0.120631899621804,0.146586337702862,0.149534226606494,0.286296841878346,0.231215579285983,0.111021223945941,-0.072575500956822,-1.77691040425802
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,2.45505818196218,1.46092576912221,1.41226995914096,1.09051674625445,0.96607498029797,0.938774220724516,0.777666751230928,0.759126279439402,0.56374872565609,0.46454907013518,0.419123323554623,0.393686999655953,0.318013154332489,0.449689616252822,0.250093593780969,0.080446888846744,-0.03878,-0.82747
,EPSDiluted,2.32924898427982,1.40195122479713,1.38665070698127,1.07116952057555,0.952205066421483,0.928430086025537,0.767114052828339,0.746374413976004,0.54635274225502,0.451232377977514,0.419123323554623,0.344199515129748,0.274059773732679,0.381333626844815,0.210420507499467,0.0765281855308261,-0.03878,-0.82747
,weightedAverageShsOut,176773000.0,177150000.0,179642000.0,182817000.0,186529000.0,189920000.0,193147000.0,193151000.0,190294000.0,187823000.0,187823000.0,194741000.0,188379000.0,177200000.0,181636000.0,174003000.0,170158000.0,169451000.0
,weightedAverageShsOutDil,186321000.0,184602000.0,182961000.0,186119000.0,189246000.0,192036000.0,195804000.0,196451000.0,196353000.0,193366000.0,187823000.0,222740000.0,218591000.0,208964000.0,215882000.0,182913000.0,170158000.0,169451000.0
