Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Depreciation & Amortization,31349000.0,58236000.0,45711000.0,46840000.0
Stock-based compensation,1542000.0,1198000.0,819000.0,1317000.0
Operating Cash Flow,61903000.0,54469000.0,43640000.0,31307000.0
Capital Expenditure,-49315000.0,-51607000.0,-25352000.0,-37601000.0
Acquisitions and disposals,0.0,0.0,0.0,0.0
Investment purchases and sales,0.0,0.0,0.0,0.0
Investing Cash flow,-49315000.0,-51607000.0,-25352000.0,-37601000.0
Issuance (repayment) of debt,-11576000.0,-17719000.0,-469000.0,-8286000.0
Issuance (buybacks) of shares,0.0,0.0,0.0,0.0
Dividend payments,0.0,0.0,0.0,0.0
Financing Cash Flow,-14459000.0,-21091000.0,-964000.0,-9174000.0
Effect of forex changes on cash,-175000.0,-38000.0,-281000.0,-703000.0
Net cash flow / Change in cash,-2046000.0,-18267000.0,17043000.0,-16171000.0
Free Cash Flow,12588000.0,2862000.0,18288000.0,-6294000.0
Net Cash/Marketcap,,,,
