date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,360286000.0,-293113000.0,270567000.0,223473000.0,41516000.0,7286000.0,106757000.0,93837000.0,129927000.0,96083000.0,141810000.0,77776000.0,63696000.0,132415000.0,59781000.0,73861000.0,50956000.0,-100990000.0,-53813000.0,-62847000.0,85259000.0
,depreciationAndAmortization,328101000.0,316821000.0,265553000.0,197463000.0,168721000.0,147604000.0,138324000.0,101671000.0,72194000.0,47313000.0,34353000.0,35413000.0,40784000.0,40012000.0,45192000.0,48506000.0,62593000.0,42564000.0,47400000.0,83412000.0,94006000.0
,deferredIncomeTax,133598000.0,-180553000.0,42580000.0,-81330000.0,47381000.0,-25898000.0,-12714000.0,22856000.0,75365000.0,81616000.0,62962000.0,47671000.0,50390000.0,-874000.0,26735000.0,48167000.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,21997000.0,25189000.0,20305000.0,22319000.0,32724000.0,16181000.0,13606000.0,16690000.0,18202000.0,12528000.0,14065000.0,11390000.0,7952000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,537166000.0,-278729000.0,-36892000.0,56098000.0,-310818000.0,-17596000.0,-55502000.0,-128171000.0,183799000.0,-337209000.0,-131447000.0,169297000.0,50837000.0,115695000.0,-15506000.0,97422000.0,959647000.0,-787556000.0,-333419000.0,-149846000.0,-19265000.0
,accountsReceivables,26132000.0,-22524000.0,-74038000.0,-33201000.0,22974000.0,2016000.0,-21070000.0,-6029000.0,-25217000.0,-12914000.0,-18072000.0,13343000.0,-15196000.0,5662000.0,-691000.0,12433000.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,115532000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20781000.0,14921000.0,28834000.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,70535000.0,-466631000.0,-187902000.0,-151010000.0,-207108000.0,103710000.0,121306000.0,176808000.0,304979000.0,121180000.0,458389000.0,589836000.0,420539000.0,369702000.0,254007000.0,269513000.0,172091000.0,-787556000.0,0.0,333419000.0,483265000.0
,otherNonCashItems,16265000.0,638373000.0,9374000.0,106000.0,10140000.0,16351000.0,12013000.0,18642000.0,0.0,-2900000.0,-7998000.0,6061000.0,88973000.0,17496000.0,18424000.0,-2170000.0,-146762000.0,22572000.0,-26600000.0,76599000.0,5010000.0
,netCashProvidedByOperatingActivites,1009542000.0,300344000.0,425580000.0,331719000.0,232182000.0,372887000.0,273145000.0,305000000.0,258497000.0,142958000.0,280543000.0,214573000.0,125318000.0,196710000.0,146659000.0,242070000.0,97974000.0,-73494000.0,7700000.0,19227000.0,165010000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-184273000.0,-214236000.0,-599401000.0,-458464000.0,-316993000.0,-227048000.0,-519399000.0,-573416000.0,-520770000.0,-764268000.0,-40390000.0,-21160000.0,-257287000.0,-63072000.0,-69889000.0,-29071000.0,0.0,0.0,-30100000.0,-181270000.0,-415268000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,-105000000.0,0.0,0.0,0.0,0.0,0.0,0.0,12000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6658000.0,0.0,-100090000.0,-40693000.0,-14685000.0,0.0,0.0,0.0,0.0,0.0,0.0,-107204000.0,-138286000.0
,salesMaturitiesOfInvestments,881000.0,15624000.0,13604000.0,4462000.0,11714000.0,80302000.0,3728000.0,5569000.0,4342000.0,6165000.0,24374000.0,13301000.0,0.0,0.0,0.0,0.0,0.0,31004000.0,0.0,108269000.0,126340000.0
,otherInvestingActivites,0.0,38133000.0,0.0,0.0,0.0,1300000.0,-7790000.0,2618000.0,3300000.0,0.0,-21475000.0,62858000.0,5900000.0,0.0,-68812000.0,3291000.0,-20765000.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-145288000.0,-285761000.0,-701262000.0,-541557000.0,-457388000.0,-165045000.0,-548381000.0,-589980000.0,-547837000.0,-793997000.0,-162010000.0,-745000.0,-546063000.0,-54522000.0,-41548000.0,3291000.0,-48961000.0,32509000.0,33000000.0,-204192000.0,-413406000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-604749000.0,-344674000.0,-385015000.0,-357093000.0,-179153000.0,-604977000.0,-301550000.0,-412171000.0,-662627000.0,-102571000.0,-164110000.0,-110027000.0,-40026000.0,-750000.0,-250000.0,-83159000.0,-46526000.0,-88133000.0,0.0,-119335000.0,-226026000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21886000.0,0.0,0.0,0.0,112623000.0,78902000.0,104594000.0,7856000.0,2028000.0,0.0,240000.0,0.0,1675000.0,108325000.0
,commonStockRepurchased,-4018000.0,-9370000.0,-10769000.0,-10613000.0,-11275000.0,-26522000.0,-19496000.0,-102862000.0,-3351000.0,-9251000.0,-5854000.0,-385000.0,-19410000.0,-2075000.0,-2267000.0,-2257000.0,0.0,-217000.0,-200000.0,-1614000.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
