Date,2018-12-31,2017-12-31,2016-12-31
Depreciation & Amortization,7223000.0,6441000.0,3534000.0
Stock-based compensation,9962000.0,7717000.0,
Operating Cash Flow,-7597000.0,-17413000.0,1269000.0
Capital Expenditure,-5844000.0,-6422000.0,-24804000.0
Acquisitions and disposals,0.0,0.0,
Investment purchases and sales,44573000.0,3626000.0,
Investing Cash flow,38729000.0,-2796000.0,-64707000.0
Issuance (repayment) of debt,-2200000.0,0.0,
Issuance (buybacks) of shares,2398000.0,339000.0,
Dividend payments,0.0,0.0,
Financing Cash Flow,198000.0,339000.0,231000.0
Effect of forex changes on cash,0.0,0.0,
Net cash flow / Change in cash,31330000.0,-19870000.0,-63207000.0
Free Cash Flow,-13441000.0,-23835000.0,
Net Cash/Marketcap,0.2016,0.2016,0.2016
