Date,2017-12,2016-12,2015-12,2014-12,2013-12
Cash and cash equivalents,35000000.0,33000000.0,42000000.0,40000000.0,22000000.0
Short-term investments,,,,,
Cash and short-term investments,,,,,
Receivables,13000000.0,11000000.0,10000000.0,8000000.0,11000000.0
Inventories,,,,,
Total current assets,75000000.0,74000000.0,73000000.0,76000000.0,75000000.0
Property, Plant & Equipment Net,12000000.0,12000000.0,11000000.0,12000000.0,12000000.0
Goodwill and Intangible Assets,61000000,61000000,62000000,63000000,63000000
Long-term investments,,,,,
Tax assets,000000.0,000000.0,1000000.0,0000000.0,0000000.0
Total non-current assets,5000000.0,6000000.0,11000000.0,14000000.0,16000000.0
Total assets,127000000.0,121000000.0,129000000.0,130000000.0,111000000.0
Payables,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
Short-term debt,1000000.0,3000000.0,2000000.0,2000000.0,2000000.0
Total current liabilities,32000000.0,32000000.0,44000000.0,28000000.0,24000000.0
Long-term debt,000000.0,1000000.0,3000000.0,6000000.0,8000000.0
Total debt,000000.0,1000000.0,3000000.0,6000000.0,8000000.0
Deferred revenue,000000.0,000000.0,0000000.0,0000000.0,0000000.0
Tax Liabilities,4000000.0,5000000.0,7000000.0,7000000.0,7000000.0
Deposit Liabilities,,,,,
Total non-current liabilities,5000000.0,6000000.0,11000000.0,14000000.0,16000000.0
Total liabilities,37000000.0,38000000.0,55000000.0,42000000.0,39000000.0
Other comprehensive income,-2000000.0,-3000000.0,-3000000.0,-1000000.0,0000000.0
Retained earnings (deficit),78000000.0,72000000.0,65000000.0,74000000.0,58000000.0
Total shareholders equity,90000000.0,83000000.0,74000000.0,88000000.0,72000000.0
Investments,,,,,
Net Debt,-34000000,-29000000,-37000000,-32000000,-12000000
Other Assets,4000000,3000000,2000000,3000000,2000000
Other Liabilities,5000000,5000000,19000000,1000000,0
