date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,20447000.0,8871000.0,-13199000.0,-97570000.0,-87440000.0,-7185000.0,8148000.0,-19909000.0,-20459000.0,-21101000.0,-13423000.0,-18194000.0,-106692000.0,-3326000.0,-12310000.0,-17901000.0
,depreciationAndAmortization,5421000.0,4225000.0,3855000.0,3195000.0,2947000.0,12615000.0,7788000.0,8281000.0,8131000.0,8118000.0,6406000.0,9788000.0,14400000.0,5170000.0,4036000.0,4275000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-352000.0,-1863000.0
,stockBasedCompensation,31809000.0,17383000.0,24592000.0,15063000.0,13263000.0,11686000.0,11633000.0,4285000.0,5822000.0,3110000.0,1568000.0,2926000.0,3669000.0,0.0,0.0,0.0
,changeInWorkingCapital,218485000.0,22813000.0,36400000.0,-66018000.0,-95738000.0,121054000.0,28867000.0,7012000.0,-11774000.0,15793000.0,8107000.0,-16266000.0,-55411000.0,-5645000.0,-6709000.0,1043000.0
,accountsReceivables,-4891000.0,-1975000.0,7028000.0,-13061000.0,402000.0,13408000.0,-9195000.0,-6540000.0,2430000.0,-64000.0,5237000.0,3687000.0,1783000.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,773000.0,3090000.0,-10244000.0,4735000.0,3135000.0,-1701000.0,-4298000.0,3347000.0,-586000.0,602000.0,1139000.0,-2159000.0,-1825000.0,0.0,0.0,0.0
,otherWorkingCapital,282370000.0,63885000.0,41072000.0,4672000.0,70690000.0,166428000.0,45374000.0,16507000.0,9495000.0,21269000.0,5476000.0,-2631000.0,13635000.0,69046000.0,184000.0,471000.0
,otherNonCashItems,0.0,3504000.0,1095000.0,-1597000.0,0.0,0.0,835000.0,251000.0,167000.0,-21162000.0,657000.0,23000.0,3715000.0,3831000.0,2817000.0,4107000.0
,netCashProvidedByOperatingActivites,76052000.0,35181000.0,32286000.0,-28236000.0,-19784000.0,-11465000.0,30574000.0,-9578000.0,-6749000.0,-6727000.0,2249000.0,1130000.0,-5889000.0,-951000.0,-11018000.0,-10339000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-7064000.0,-5283000.0,-3362000.0,-11344000.0,-5570000.0,-5251000.0,-3292000.0,-2975000.0,-7014000.0,-2708000.0,-710000.0,-838000.0,-3772000.0,-2343000.0,-2047000.0,-3006000.0
,acquisitionsNet,0.0,0.0,3000000.0,-2000000.0,-46000000.0,-2000000.0,-23000000.0,0.0,1000000.0,10000000.0,0.0,0.0,-31000000.0,-13000000.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-73600000.0,-24850000.0,-54100000.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2800000.0,79550000.0,35300000.0,40400000.0
,otherInvestingActivites,0.0,-155000.0,0.0,-700000.0,186000.0,241000.0,-310000.0,-1930000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-7064000.0,-5438000.0,-636000.0,-13703000.0,-51544000.0,-6924000.0,-26188000.0,-4905000.0,-6101000.0,7634000.0,-710000.0,-838000.0,-31673000.0,-8227000.0,1007000.0,-16706000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-6733000.0,0.0,0.0,0.0,-1885000.0,0.0,-2340000.0,0.0,0.0,-2986000.0,-50031000.0,-65179000.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,125156000.0,32058000.0,13985000.0,0.0,15661000.0,0.0,0.0,0.0,74983000.0,201000.0,27990000.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,-8408000.0,-7097000.0,-3368000.0,-7072000.0,-2911000.0,-896000.0,0.0,0.0,3711000.0,13218000.0,0.0,0.0,0.0,0.0,-220000.0
,netCashUsedProvidedByFinancingActivities,168348000.0,-443000.0,2181000.0,3763000.0,-6785000.0,128370000.0,38955000.0,20587000.0,3205000.0,18379000.0,1141000.0,-8925000.0,332000.0,62923000.0,11252000.0,26692000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,7000.0,-191000.0,-253000.0,-162000.0,-327000.0,-351000.0,-925000.0,67000.0,-242000.0,63000.0,-327000.0,-23000.0,-1420000.0,248000.0,166000.0,-124000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
