date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,73500000.0,-43800000.0,37200000.0,-93000000.0,-113900000.0,-53600000.0,-165800000.0,-20400000.0,-99727000.0,-35161000.0,-3752000.0,-18273000.0,110688000.0,-149204511.0,-2407932.0,-509072.0,-19894000.0,-7892.346488,-18995.841656,-17144381.460487,-1721983.249674
,depreciationAndAmortization,59700000.0,64400000.0,83700000.0,113100000.0,113500000.0,120300000.0,162600000.0,176400000.0,157207000.0,63638000.0,40387000.0,55847000.0,49267000.0,0.0,0.0,0.0,3695000.0,12505.160991,18812.422267,18760253.417806,15209240.987896
,deferredIncomeTax,-29900000.0,4800000.0,-3600000.0,-62200000.0,-17500000.0,-3500000.0,-15700000.0,-27300000.0,-34055000.0,0.0,17964000.0,-38595000.0,12535000.0,-51747055.0,0.0,-6420157.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,1400000.0,1500000.0,2700000.0,2100000.0,1800000.0,2300000.0,3500000.0,2200000.0,2453000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-60300000.0,9400000.0,-15700000.0,22100000.0,-54000000.0,-33900000.0,117900000.0,-42237000.0,17924000.0,-49055000.0,-14501000.0,53044000.0,-70967569.0,40878499.0,-19188948.0,2025018.0,66048850.721903,-6576.673234,-30454437.436465,12137992.266573,-24165.763327
,accountsReceivables,-600000.0,8200000.0,18800000.0,-15400000.0,2300000.0,5700000.0,6900000.0,3400000.0,2280000.0,-15563000.0,1729000.0,15404000.0,0.0,0.0,0.0,0.0,0.0,-1459.051902,2974.283597,-950316.772257,-6727748.510353
,inventory,200000.0,-1800000.0,1600000.0,-1600000.0,900000.0,2400000.0,-3300000.0,800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-174.044502,4649.555899,-8744248.082694,-1542466.15067
,accountsPayables,-2100000.0,5100000.0,-1200000.0,-900000.0,-200000.0,-8900000.0,-4100000.0,-8400000.0,21135000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-30500000.0,29800000.0,20400000.0,36100000.0,14000000.0,68000000.0,101900000.0,-16000000.0,26237000.0,8313000.0,57368000.0,71869000.0,18825000.0,89792569.0,48914070.0,68103018.0,66078000.0,29149.278097,35725.951331,30490163.387796,18352171.121223
,otherNonCashItems,5100000.0,11000000.0,5700000.0,10800000.0,29100000.0,-3100000.0,-8600000.0,-30400000.0,-578000.0,30046000.0,23945000.0,35830000.0,-91736000.0,71725909.0,36108679.0,0.0,21484000.0,381.754546,-7217.427355,11252417.472491,895514.143876
,netCashProvidedByOperatingActivites,107300000.0,144700000.0,137500000.0,169200000.0,111800000.0,87400000.0,65000000.0,152400000.0,167078000.0,55935000.0,86953000.0,62489000.0,107243000.0,85900715.0,57520817.0,38369593.0,12897000.0,-664.418063,-2756.944183,-1697899.299767,14358606.118771
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-24800000.0,-7300000.0,-1800000.0,-5300000.0,-7200000.0,-11300000.0,-13400000.0,-6500000.0,-2902000.0,-115107000.0,-46695000.0,-3635000.0,-1798000.0,-17271171.0,-3639797.0,-2558260.0,-86000.0,-3751.484777,-4545.283232,-5787262.420807,-7467911.318553
,acquisitionsNet,0.0,-9000000.0,-15000000.0,0.0,0.0,0.0,0.0,0.0,-81000000.0,-592000000.0,-78000000.0,-3000000.0,-142000000.0,-23000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,-600000.0,0.0,0.0,0.0,0.0,-78180000.0,-3068000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,11300000.0,0.0,1000000.0,0.0,326300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6194744.0,0.0,59365380.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,14400000.0,12900000.0,200000.0,8100000.0,6700000.0,332800000.0,82100000.0,153600000.0,-468274000.0,24682000.0,-19836000.0,0.0,0.0,0.0,-1.0,2000172.0,742000.0,-4590.582541,33075.792409,-1415805.268423,-8131434.134486
,netCashUsedForInvestingActivites,-10400000.0,-21700000.0,-17000000.0,2800000.0,-500000.0,320900000.0,68700000.0,147100000.0,-523747000.0,-682008000.0,-146997000.0,-6226000.0,-135597000.0,-31216393.0,-69382780.0,-4583369.0,-82542000.0,-8342.067318,28530.509177,-7203067.68923,-15599345.453039
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-76400000.0,-90800000.0,-188400000.0,-165900000.0,-732900000.0,-422200000.0,-682800000.0,-185800000.0,-345583000.0,-21589000.0,-38882000.0,-117271000.0,-38277000.0,0.0,0.0,0.0,-3410000.0,-106143.008683,-41947.763163,-14443481.160387,-11132821.939751
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1000000.0,66294000.0,0.0,0.0,0.0,0.0,0.0,69150142.0,26643735.0,128974000.0,0.0,20296.737396,22652217.405802,11705895.755802
,commonStockRepurchased,-48000000.0,-10500000.0,-24600000.0,-3300000.0,-19500000.0,0.0,0.0,0.0,0.0,0.0,0.0,-3369000.0,-4676000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-6800000.0,-7400000.0,-8300000.0,-8700000.0,-8500000.0,-19900000.0,-34900000.0,-65100000.0,-144117000.0,-85029000.0,-65028000.0,-24955000.0,-24612000.0,-24341960.0,-16371362.0,-12181615.0,0.0,0.0,0.0,0.0,-1865596.928877
