date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY
,revenue,9913000000.0,10735000000.0,9823000000.0,9048000000.0,8386000000.0,7477000000.0,7380000000.0,7143000000.0,7249000000.0,7622000000.0,7806000000.0,8188000000.0,8050000000.0,8357000000.0,7821000000.0,6283000000.0,5624000000.0,3476000000.0,2919000000.0,2673000000.0,2664000000.0,2842000000.0,2233600000.0,1872300000.0,1462000000.0,1107000000.0,448900000.0,380100000.0,315200000.0,230000000.0
,costOfRevenue,3465000000.0,3116000000.0,2813000000.0,2593000000.0,2424000000.0,2173000000.0,2210000000.0,2174000000.0,2349000000.0,2659000000.0,2599000000.0,2576000000.0,2469000000.0,2342000000.0,2207000000.0,1386000000.0,1292000000.0,961000000.0,870000000.0,919000000.0,742000000.0,900000000.0,658900000.0,463700000.0,339600000.0,277000000.0,153100000.0,133900000.0,111900000.0,78400000.0
,grossProfit,6448000000.0,7619000000.0,7010000000.0,6455000000.0,5962000000.0,5304000000.0,5170000000.0,4969000000.0,4900000000.0,4963000000.0,5207000000.0,5612000000.0,5581000000.0,6015000000.0,5614000000.0,4897000000.0,4332000000.0,2515000000.0,2049000000.0,1754000000.0,1922000000.0,1942000000.0,1574700000.0,1408600000.0,1122400000.0,830000000.0,295800000.0,246200000.0,203300000.0,151600000.0
,grossProfitRatio,0.650458993241198,0.709734513274336,0.713631273541688,0.71341732979664,0.710946816122108,0.709375417948375,0.700542005420054,0.695646087078258,0.675955304179887,0.651141432694831,0.667050986420702,0.685393258426966,0.693291925465839,0.719755893263133,0.71781102160849,0.779404742957186,0.77027027027027,0.723532796317606,0.701952723535457,0.656191545080434,0.721471471471472,0.68332160450387,0.705005372492837,0.752336698178711,0.767715458276334,0.749774164408311,0.658944085542437,0.647724283083399,0.64498730964467,0.659130434782609
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,1143000000.0,1174000000.0,1113000000.0,997000000.0,920000000.0,876000000.0,817000000.0,861000000.0,886000000.0,895000000.0,939000000.0,1035000000.0,1006000000.0,1091000000.0,1008000000.0,680000000.0,569000000.0,452000000.0,343000000.0,275000000.0,199000000.0,197000000.0,882200000.0,196700000.0,0.0,0.0,29500000.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,3787000000.0,3941000000.0,3569000000.0,3294000000.0,3099000000.0,2873000000.0,2902000000.0,2674000000.0,2535000000.0,2659000000.0,2765000000.0,4848000000.0,2792000000.0,2909000000.0,2675000000.0,1814000000.0,1742000000.0,1171000000.0,1002000000.0,961000000.0,867000000.0,842000000.0,786300000.0,710400000.0,719200000.0,505000000.0,127200000.0,131200000.0,105900000.0,77700000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,7000000.0,-1000000.0,-14000000.0,-22000000.0,-8000000.0,-14000000.0,-6000000.0,-5000000.0,-2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,5764000000.0,5879000000.0,5351000000.0,4924000000.0,4643000000.0,4314000000.0,4268000000.0,4085000000.0,3969000000.0,3245000000.0,3969000000.0,6410000000.0,4091000000.0,5768000000.0,4444000000.0,3653000000.0,2693000000.0,1781000000.0,1354000000.0,1372000000.0,1247000000.0,1217000000.0,1797100000.0,993800000.0,780600000.0,545000000.0,165800000.0,137600000.0,110500000.0,81100000.0
,costAndExpenses,9229000000.0,8995000000.0,8164000000.0,7517000000.0,7067000000.0,6487000000.0,6478000000.0,6259000000.0,6318000000.0,5904000000.0,6568000000.0,8986000000.0,6560000000.0,8110000000.0,6651000000.0,5039000000.0,3985000000.0,2742000000.0,2224000000.0,2291000000.0,1989000000.0,2117000000.0,2456000000.0,1457500000.0,1120200000.0,822000000.0,318900000.0,271500000.0,222400000.0,159500000.0
,interestExpense,361000000.0,473000000.0,241000000.0,229000000.0,233000000.0,284000000.0,216000000.0,324000000.0,261000000.0,281000000.0,393000000.0,407000000.0,468000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,789000000.0,699000000.0,599000000.0,565000000.0,545000000.0,495000000.0,438000000.0,410000000.0,395000000.0,421000000.0,513000000.0,511000000.0,543000000.0,641000000.0,530000000.0,152000000.0,112000000.0,89000000.0,72000000.0,136000000.0,181000000.0,178000000.0,128600000.0,86700000.0,61400000.0,40000000.0,9100000.0,6400000.0,4600000.0,3400000.0
,EBITDA,1473000000.0,2439000000.0,2258000000.0,2096000000.0,1864000000.0,1485000000.0,1340000000.0,1294000000.0,1326000000.0,2139000000.0,1751000000.0,-287000000.0,2033000000.0,888000000.0,1700000000.0,1396000000.0,1751000000.0,823000000.0,767000000.0,518000000.0,856000000.0,903000000.0,-93800000.0,501500000.0,403200000.0,325000000.0,139100000.0,115000000.0,97400000.0,73900000.0
,EBITDARatio,0.148592756985776,0.227200745225897,0.229868675557365,0.231653404067197,0.222275220605772,0.198609067807944,0.181571815718157,0.181156376872463,0.182921782314802,0.280635003935975,0.22431462977197,-0.0350512945774304,0.252546583850932,0.106258226636353,0.217363508502749,0.222186853413974,0.311344238975818,0.236766398158803,0.262761219595752,0.193789749345305,0.321321321321321,0.317733990147783,-0.0419949856733524,0.26785237408535,0.27578659370725,0.293586269196025,0.309868567609713,0.302551960010524,0.309010152284264,0.321304347826087
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,684000000.0,1740000000.0,1659000000.0,1531000000.0,1319000000.0,990000000.0,902000000.0,884000000.0,931000000.0,1718000000.0,1238000000.0,-798000000.0,1490000000.0,247000000.0,1170000000.0,1244000000.0,1639000000.0,734000000.0,695000000.0,382000000.0,675000000.0,725000000.0,-222400000.0,414800000.0,341800000.0,285000000.0,130000000.0,108600000.0,92800000.0,70500000.0
,operatingIncomeRatio,0.0690003026329063,0.16208663251048,0.168889341341749,0.16920866489832,0.15728595277844,0.132406045205296,0.122222222222222,0.123757524849503,0.128431507794179,0.225400157438992,0.158595951831924,-0.0974596971177333,0.185093167701863,0.0295560607873639,0.149597238204833,0.197994588572338,0.291429587482219,0.211162255466053,0.238095238095238,0.142910587355032,0.253378378378378,0.255102040816327,-0.0995702005730659,0.221545692463815,0.233789329685363,0.257452574525745,0.28959679215861,0.285714285714286,0.294416243654822,0.306521739130435
,totalOtherIncomeExpensesNet,-405000000.0,-612000000.0,-1000000.0,-375000000.0,-914000000.0,-1361000000.0,-1200000000.0,-789000000.0,-4782000000.0,-795000000.0,-1908000000.0,-103000000.0,-3053000000.0,-1373000000.0,-4568000000.0,-1270000000.0,-351000000.0,-114000000.0,-40000000.0,-279000000.0,-78000000.0,-49000000.0,14700000.0,-141900000.0,-33600000.0,-191000000.0,1000000.0,3000000.0,1600000.0,200000.0
