date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,revenue,30456000.0,35953000.0,110979000.0,35013000.0,57086000.0,63393000.0,52937000.0,47470000.0,32169000.0,30635000.0,31124000.0,27725000.0,36535000.0,34702000.0,27853000.0,24277000.0,23763000.0,20223000.0,20235000.0,19232000.0,15263000.0,8000000.0,5000000.0
,costOfRevenue,168000.0,170000.0,218000.0,197000.0,191000.0,440000.0,460000.0,462000.0,1188000.0,1255000.0,2901000.0,8289000.0,12441000.0,8808000.0,7193000.0,6446000.0,6255000.0,5276000.0,5881000.0,6074000.0,3550000.0,1800000.0,1400000.0
,grossProfit,30288000.0,35783000.0,110761000.0,34816000.0,56895000.0,62953000.0,52477000.0,47008000.0,30981000.0,29380000.0,28223000.0,19436000.0,24094000.0,25894000.0,20660000.0,17831000.0,17508000.0,14947000.0,14354000.0,13158000.0,11713000.0,6200000.0,3600000.0
,grossProfitRatio,0.994483845547675,0.995271604594888,0.998035664404977,0.994373518407449,0.996654170900046,0.993059170570883,0.991310425600242,0.990267537392037,0.963070036370419,0.959033784886568,0.906792186094332,0.701027953110911,0.659477213630765,0.746181776266498,0.741751337378379,0.734481196193928,0.736775659638934,0.739108935370618,0.709364961700025,0.684172212978369,0.767411387014348,0.775,0.72
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,5014000.0,7840000.0,9727000.0,11759000.0,13388000.0,14785000.0,11793000.0,10883000.0,8421000.0,8386000.0,8738000.0,12493000.0,12555000.0,10056000.0,7609000.0,6003000.0,7858000.0,7045000.0,6496000.0,7548000.0,7250000.0,2300000.0,1800000.0
,GeneralAndAdministrativeExpenses,18055000.0,42968000.0,41815000.0,53343000.0,44151000.0,28755000.0,23754000.0,23104000.0,19326000.0,12568000.0,15043000.0,21719000.0,35780000.0,24060000.0,22685000.0,22287000.0,28444000.0,20272000.0,15630000.0,17562000.0,18845000.0,0.0,0.0
,SellingAndMarketingExpenses,4999000.0,6426000.0,6118000.0,13516000.0,14613000.0,14674000.0,10896000.0,9338000.0,6775000.0,7085000.0,8033000.0,13324000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,668000.0,91000.0,-198000.0,274000.0,-63000.0,-447000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,28068000.0,57234000.0,57660000.0,78618000.0,72158000.0,58234000.0,46510000.0,43404000.0,36076000.0,29433000.0,33051000.0,48430000.0,69864000.0,-99782000.0,29613000.0,29546000.0,37900000.0,29797000.0,28992000.0,30362000.0,32094000.0,0.0,0.0
