Date,2018-12-31,2017-12-31
Revenue,75503000.0,52112000.0
Revenue Growth,0.448860147374885,
Cost of Revenue,15621000.0,13362000.0
Gross Profit,59882000.0,38750000.0
R&D Expenses,26035000.0,16074000.0
SG&A Expense,70316000.0,42199000.0
Operating Expenses,96351000.0,58273000.0
Operating Income,-36469000.0,-19523000.0
Interest Expense,0.0,0.0
Earnings before Tax,-36061000.0,-19030000.0
Income Tax Expense,0.0,294000.0
Net Income - Non-Controlling int,0.0,0.0
Net Income - Discontinued ops,0.0,0.0
Net Income,-36061000.0,-19324000.0
Preferred Dividends,0.0,0.0
Net Income Com,-36061000.0,-19324000.0
EPS,-5.42,-3.04
EPS Diluted,-5.42,-3.04
Weighted Average Shs Out,30995204.0,30995000.0
Weighted Average Shs Out (Dil),6647898.0,6355360.0
Dividend per Share,0.0,0.0
Gross Margin,0.7931,0.7436
EBITDA Margin,-0.448,-0.344
EBIT Margin,-0.4776,-0.3652
Profit Margin,-0.478,-0.371
Free Cash Flow margin,-0.7056,-0.1662
EBITDA,-33811000.0,-17940000.0
EBIT,-36061000.0,-19030000.0
Consolidated Income,-36061000.0,-19324000.0
Earnings Before Tax Margin,-0.4776,-0.3652
Net Profit Margin,-0.4776,-0.3708
