Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Revenue,79593000000.0,61187000000.0,45873000000.0,59642000000.0,99264000000.0
Revenue Growth,0.300815532711197,0.333834717589868,-0.23086080278998,-0.39915780141844,
Cost of Revenue,48044000000.0,36975000000.0,30530000000.0,36766000000.0,59637000000.0
Gross Profit,31549000000.0,24212000000.0,15343000000.0,22876000000.0,39627000000.0
R&D Expenses,1405000000.0,1059000000.0,2952000000.0,3872000000.0,4666000000.0
SG&A Expense,758000000.0,738000000.0,762000000.0,921000000.0,1159000000.0
Operating Expenses,11412000000.0,10441000000.0,15264000000.0,21508000000.0,21750000000.0
Operating Income,20137000000.0,13771000000.0,79000000.0,1368000000.0,17877000000.0
Interest Expense,0.0,0.0,0.0,0.0,0.0
Earnings before Tax,18870000000.0,13412000000.0,-198000000.0,33000000.0,17882000000.0
Income Tax Expense,11335000000.0,8822000000.0,2724000000.0,5225000000.0,14011000000.0
Net Income - Non-Controlling int,3000000.0,8000000.0,20000000.0,22000000.0,16000000.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0
Net Income,7535000000.0,4590000000.0,-2922000000.0,-5192000000.0,3871000000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0
Net Income Com,7535000000.0,4590000000.0,-2922000000.0,-5192000000.0,3871000000.0
EPS,2.27,1.4,-0.91,-1.63,1.22
EPS Diluted,2.27,1.4,-0.91,-1.63,1.21
Weighted Average Shs Out,3323167853.0,3245049411.0,3245049411.0,3178000000.0,
Weighted Average Shs Out (Dil),3326000000.0,3268000000.0,3195000000.0,3179000000.0,3180000000.0
Dividend per Share,0.786,0.88,0.88,0.902,1.724
Gross Margin,0.3964,0.3957,0.3345,0.3836,0.3992
EBITDA Margin,0.353,0.36,0.247,0.281,0.341
EBIT Margin,0.2371,0.2192,-0.0043,0.0006,0.1801
Profit Margin,0.095,0.075,-0.064,-0.087,0.039
Free Cash Flow margin,0.1046,0.0661,-0.0735,-0.0317,0.0071
EBITDA,28119000000.0,22056000000.0,11352000000.0,16748000000.0,33807000000.0
EBIT,18870000000.0,13412000000.0,-198000000.0,33000000.0,17882000000.0
Consolidated Income,7538000000.0,4598000000.0,-2902000000.0,-5169000000.0,3887000000.0
Earnings Before Tax Margin,0.2371,0.2192,-0.0043,0.0006,0.1801
Net Profit Margin,0.0947,0.075,-0.0637,-0.0871,0.039
