Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2011-12-31
Cash and cash equivalents,4879000.0,1802000.0,34000.0,919000.0,645000.0,4000.0,0.0
Short-term investments,0.0,0.0,1410000.0,1808000.0,0.0,0.0,0.0
Cash and short-term investments,4879000.0,1802000.0,1444000.0,2727000.0,645000.0,4000.0,0.0
Receivables,11000.0,9000.0,19000.0,0.0,110000.0,25000.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,6838000.0,2253000.0,1497000.0,3677000.0,755000.0,29000.0,0.0
Property Plant & Equipment Net,23000.0,67000.0,74000.0,61000.0,24000.0,0.0,0.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,208000.0,98000.0,579000.0,1808000.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,279000.0,165000.0,653000.0,61000.0,24000.0,0.0,0.0
Total assets,7117000.0,2418000.0,2150000.0,3738000.0,779000.0,29000.0,0.0
Payables,276000.0,336000.0,316000.0,141000.0,192000.0,485000.0,0.0
Short-term debt,0.0,558000.0,0.0,3470000.0,72000.0,124000.0,0.0
Total current liabilities,1823000.0,3570000.0,625000.0,6351000.0,301000.0,918000.0,0.0
Long-term debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total debt,0.0,558000.0,0.0,3470000.0,72000.0,124000.0,0.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total liabilities,1823000.0,3570000.0,625000.0,6351000.0,301000.0,918000.0,0.0
Other comprehensive income,29116000,16008000,13254000,4786000,-119000.0,-40000.0,0.0
Retained earnings (deficit),-23017000.0,-17048000.0,-11644000.0,-7310000.0,-3873000.0,-3405000.0,0.0
Total shareholders equity,5294000.0,-1152000.0,1525000.0,-2613000.0,478000.0,-889000.0,0.0
Investments,208000.0,98000.0,1989000.0,3616000.0,0.0,0.0,0.0
Net Debt,-4879000.0,-1244000.0,-34000.0,2551000.0,-573000.0,120000.0,0.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Liabilities,0.0,0.0,0.0,0.0,37000.0,309000.0,0.0
