date,,2020-09-30_FY,2019-09-30_FY,2018-09-30_FY,2017-09-30_FY,2016-09-30_FY,2015-09-30_FY,2014-09-30_FY,2013-09-30_FY,2012-09-30_FY,2011-09-30_FY,2010-09-30_FY,2009-09-30_FY,2008-09-30_FY,2007-09-30_FY,2006-09-30_FY,2005-09-24_FY,2004-09-30_FY,2003-09-30_FY,2002-09-30_FY,2001-09-30_FY,2000-09-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-80900000.0,-10612000.0,98626000.0,100864000.0,89917000.0,62277000.0,53846000.0,72607000.0,75565000.0,59220000.0,34526000.0,52418000.0,40306000.0,25279000.0,49311000.0,32900000.0,-15355000.0,7105000.0,5211000.0,-376000.0,-942000.0
,depreciationAndAmortization,391100000.0,277761000.0,201503000.0,116467000.0,100191000.0,34862000.0,30294000.0,30415000.0,24353000.0,25060000.0,27773000.0,30389000.0,34240000.0,32863000.0,23792000.0,8700000.0,6922000.0,6047000.0,5851000.0,6239000.0,2664000.0
,deferredIncomeTax,-25600000.0,-2555000.0,-30118000.0,393000.0,25200000.0,17634000.0,3078000.0,4416000.0,7700000.0,-465000.0,3060000.0,-599000.0,-2838000.0,2022000.0,-1504000.0,900000.0,-940000.0,2596000.0,2084000.0,0.0,0.0
,stockBasedCompensation,17200000.0,16360000.0,16473000.0,15071000.0,17749000.0,9936000.0,7422000.0,9266000.0,7873000.0,6073000.0,5001000.0,4780000.0,0.0,0.0,0.0,690000.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,272128000.0,184677000.0,64091000.0,59353000.0,295967000.0,7281000.0,70756000.0,56521000.0,-76005000.0,43217000.0,32756000.0,60098000.0,59225000.0,10144000.0,84391000.0,124746000.0,-4004000.0,10455000.0,-10197000.0,0.0,0.0
,accountsReceivables,78400000.0,-18501000.0,-45093000.0,-60185000.0,-30408000.0,-33251000.0,-32984000.0,-22790000.0,19804000.0,-35314000.0,-6486000.0,56143000.0,0.0,0.0,0.0,-17384000.0,0.0,0.0,0.0,0.0,0.0
,inventory,73400000.0,-82774000.0,-65069000.0,-51768000.0,43489000.0,-9203000.0,-50846000.0,-16033000.0,13338000.0,-35016000.0,40952000.0,14168000.0,-44050000.0,13815000.0,-9120000.0,-4828000.0,-13166000.0,-5265000.0,2313000.0,0.0,0.0
,accountsPayables,72000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11569000.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,1345600000.0,1073472000.0,888795000.0,824704000.0,765351000.0,469384000.0,462103000.0,391347000.0,334826000.0,410831000.0,367614000.0,334858000.0,274760000.0,215535000.0,205391000.0,121000000.0,-3746000.0,258000.0,-10197000.0,0.0,0.0
,otherNonCashItems,6400000.0,14392000.0,17338000.0,10497000.0,8329000.0,-1187000.0,945000.0,-1541000.0,4609000.0,0.0,0.0,0.0,4861000.0,4983000.0,3189000.0,1600000.0,0.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,479300000.0,212653000.0,539381000.0,315200000.0,120648000.0,109340000.0,55497000.0,78493000.0,85361000.0,79290000.0,74498000.0,87576000.0,49567000.0,63815000.0,82804000.0,8700000.0,23086000.0,21878000.0,21528000.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-48000000.0,-57031000.0,-46010000.0,-39828000.0,-26315000.0,-20802000.0,-37239000.0,-26120000.0,-17404000.0,-14433000.0,-10107000.0,-13656000.0,-5739000.0,-23132000.0,-19063000.0,-9583000.0,-5127000.0,-4978000.0,-4538000.0,0.0,0.0
,acquisitionsNet,5000000.0,-164000000.0,-2741000000.0,-129000000.0,-1018000000.0,-85000000.0,-2000000.0,-65000000.0,-141000000.0,-35000000.0,-19000000.0,0.0,0.0,-120000000.0,-336000000.0,-37705000.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,4400000.0,9269000.0,2149000.0,2233000.0,1882000.0,1389000.0,1437000.0,1235000.0,1418000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-39000000.0,-211735000.0,-2784341000.0,-166985000.0,-1042621000.0,-104714000.0,-37316000.0,-89491000.0,-157035000.0,-47832000.0,-29435000.0,-13656000.0,-5739000.0,-143286000.0,-355337000.0,-47300000.0,-5127000.0,-4664000.0,-4606000.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-2197900000.0,-2133683000.0,-3165184000.0,-2847764000.0,-1777174000.0,-582810000.0,-16259000.0,-11806000.0,-316785000.0,-11053000.0,-15193000.0,-19924000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,3000000.0,3314000.0,7514000.0,356844000.0,24160000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1302000.0,1115000.0,53127000.0,104874000.0,250000.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104900000.0,0.0,-115000.0,-64000.0,0.0,0.0
,dividendsPaid,-24000000.0,-24000000.0,-12978000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-7200000.0,-4485000.0,-71042000.0,-13808000.0,-23371000.0,1526000.0,1030000.0,4944000.0,-2789000.0,756000.0,786000.0,631000.0,1944000.0,-1047000.0,3368000.0,0.0,-3993000.0,0.0,0.0,0.0,0.0
