Date,2019-02-03,2018-01-28,2016-12-31,2015-12-31
Revenue,3532837000.0,2104287000.0,900566000.0,423000000.0
Revenue Growth,0.67887602784221,1.33662718779079,1.12899763593381,
Cost of Revenue,2818032000.0,1736737000.0,750735000.0,350000000.0
Gross Profit,714805000.0,367550000.0,149831000.0,73000000.0
R&D Expenses,0.0,0.0,0.0,
SG&A Expense,982571000.0,705401000.0,257258000.0,105000000.0
Operating Expenses,982571000.0,705401000.0,257258000.0,
Operating Income,-267766000.0,-337851000.0,-107427000.0,-32000000.0
Interest Expense,124000.0,206000.0,-222000.0,
Earnings before Tax,-267890000.0,-338057000.0,-107164000.0,-36000000.0
Income Tax Expense,0.0,0.0,0.0,
Net Income - Non-Controlling int,0.0,0.0,0.0,
Net Income - Discontinued ops,0.0,0.0,0.0,
Net Income,-267890000.0,-338057000.0,-107164000.0,
Preferred Dividends,0.0,0.0,0.0,
Net Income Com,-267890000.0,-338057000.0,-107164000.0,
EPS,-0.68,-3497.89,-560.19,
EPS Diluted,-0.68,-3497.89,-560.19,
Weighted Average Shs Out,398600000.0,398600000.0,398600000.0,398600000.0
Weighted Average Shs Out (Dil),395711689.0,200000000000.0,594000000000.0,
Dividend per Share,0.0,0.0,0.0,
Gross Margin,0.2023,0.1747,0.1664,0.1726
EBITDA Margin,-0.069,-0.155,-0.114,
EBIT Margin,-0.0758,-0.1606,-0.1192,
Profit Margin,-0.076,-0.161,-0.119,
Free Cash Flow margin,-0.0163,-0.057,-0.0167,
EBITDA,-244556000.0,-325315000.0,-102343000.0,
EBIT,-267766000.0,-337851000.0,-107386000.0,
Consolidated Income,-267890000.0,-338057000.0,-107164000.0,
Earnings Before Tax Margin,-0.0758,-0.1607,-0.119,-0.0851
Net Profit Margin,-0.0758,-0.1607,-0.119,
