date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,2013000000.0,2722000000.0,2666000000.0,5404000000.0,1668000000.0,1556000000.0,2000000000.0,1910000000.0,1749000000.0,1916000000.0,1496000000.0,1034000000.0,1716000000.0,1464000000.0,1481000000.0,1281000000.0,923000000.0,535000000.0,460000000.0,375000000.0,172000000.0,239000000.0,734000000.0,721000000.0,770400000.0,712700000.0,667800000.0
,depreciationAndAmortization,1154000000.0,1139000000.0,1104000000.0,1059000000.0,1030000000.0,1059000000.0,956000000.0,922000000.0,922000000.0,869000000.0,826000000.0,845000000.0,815000000.0,786000000.0,750000000.0,787000000.0,609000000.0,528000000.0,529000000.0,527000000.0,517000000.0,489000000.0,450000000.0,432000000.0,429200000.0,413500000.0,403800000.0
,deferredIncomeTax,142000000.0,330000000.0,173000000.0,-2859000000.0,227000000.0,320000000.0,294000000.0,262000000.0,366000000.0,527000000.0,312000000.0,338000000.0,290000000.0,125000000.0,-8000000.0,80000000.0,200000000.0,132000000.0,178000000.0,44000000.0,2000000.0,85000000.0,114000000.0,75000000.0,97100000.0,66700000.0,112700000.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,131000000.0,510000000.0,-333000000.0,-348000000.0,-450000000.0,-596000000.0,228000000.0,609000000.0,111000000.0,-339000000.0,-68000000.0,563000000.0,167000000.0,-580000000.0,-422000000.0,963000000.0,142000000.0,178000000.0,785000000.0,-301000000.0,-485000000.0,-349000000.0,-214000000.0,-256500000.0,129500000.0,-68700000.0,18900000.0
,accountsReceivables,71000000.0,87000000.0,-70000000.0,-41000000.0,23000000.0,109000000.0,-31000000.0,85000000.0,-64000000.0,-215000000.0,-41000000.0,63000000.0,269000000.0,30000000.0,-60000000.0,-94000000.0,-71000000.0,-12000000.0,-208000000.0,-74000000.0,446000000.0,-322000000.0,33000000.0,-23000000.0,-800000.0,28100000.0,-12900000.0
,inventory,23000000.0,-37000000.0,15000000.0,35000000.0,42000000.0,-35000000.0,-13000000.0,-7000000.0,-7000000.0,-40000000.0,-5000000.0,30000000.0,-18000000.0,-25000000.0,-19000000.0,-28000000.0,-12000000.0,5000000.0,-7000000.0,1000000.0,9000000.0,-40000000.0,-1000000.0,3000000.0,-1300000.0,200000.0,8400000.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,-219000000.0,-729000000.0,-396000000.0,-48000000.0,402000000.0,998000000.0,770000000.0,161000000.0,50000000.0,389000000.0,457000000.0,-106000000.0,-273000000.0,307000000.0,729000000.0,-234000000.0,-376000000.0,-554000000.0,-1339000000.0,-1038000000.0,-553000000.0,-204000000.0,10000000.0,266500000.0,137000000.0,205700000.0
,otherNonCashItems,-248000000.0,-118000000.0,-168000000.0,-317000000.0,-150000000.0,-111000000.0,-134000000.0,10000000.0,29000000.0,2036000000.0,43000000.0,-139000000.0,-58000000.0,0.0,0.0,0.0,0.0,10000000.0,-49000000.0,13000000.0,735000000.0,-153000000.0,47000000.0,22000000.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,3637000000.0,3892000000.0,3726000000.0,3253000000.0,3034000000.0,2877000000.0,2852000000.0,3078000000.0,3065000000.0,3227000000.0,2714000000.0,1860000000.0,2715000000.0,2333000000.0,2206000000.0,2105000000.0,1661000000.0,1054000000.0,803000000.0,654000000.0,1342000000.0,533000000.0,890000000.0,1150000000.0,1204700000.0,1237400000.0,1144300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-1494000000.0,-2019000000.0,-1951000000.0,-1723000000.0,-1887000000.0,-2385000000.0,-2118000000.0,-1971000000.0,-2241000000.0,-2160000000.0,-1470000000.0,-1299000000.0,-1558000000.0,-1341000000.0,-1178000000.0,-1025000000.0,-1041000000.0,-720000000.0,-689000000.0,-746000000.0,-731000000.0,-912000000.0,-956000000.0,-875000000.0,-688200000.0,-658900000.0,-712900000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-14000000.0,-122000000.0,-10000000.0,-7000000.0,-123000000.0,-5000000.0,-104000000.0,-130000000.0,-23000000.0,-135000000.0,-504000000.0,-266000000.0,-86000000.0,-635000000.0,-1804000000.0,-1822000000.0,-228000000.0,-106000000.0,-78000000.0,-99000000.0,-77000000.0,-123000000.0,-116000000.0,-185000000.0,-82000000.0,-75400000.0,-133100000.0
,salesMaturitiesOfInvestments,0.0,0.0,99000000.0,47000000.0,48000000.0,240000000.0,106000000.0,63000000.0,78000000.0,439000000.0,421000000.0,30000000.0,307000000.0,827000000.0,2179000000.0,910000000.0,61000000.0,108000000.0,63000000.0,88000000.0,90000000.0,343000000.0,155000000.0,217000000.0,185400000.0,104000000.0,330700000.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84000000.0,0.0,0.0,0.0,-1341000000.0,-1178000000.0,-1025000000.0,-1041000000.0,-720000000.0,-689000000.0,-746000000.0,-731000000.0,-915000000.0,-789000000.0,-6616000000.0,-82000000.0,-67100000.0,-58700000.0
