date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,791000000.0,923000000.0,796000000.0,461000000.0,301000000.0,194200000.0,116000000.0,28900000.0
,depreciationAndAmortization,135000000.0,120000000.0,117000000.0,116000000.0,96000000.0,21800000.0,16200000.0,6200000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,100000.0,300000.0,0.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-15000000.0,356000000.0,-262000000.0,132000000.0,-50700000.0,37200000.0,-427300000.0,-6600000.0
,accountsReceivables,-1000000.0,-11000000.0,-8000000.0,-4000000.0,-58000000.0,-1700000.0,-11300000.0,-11100000.0
,inventory,-1000000.0,0.0,0.0,-1000000.0,-2000000.0,-200000.0,-200000.0,-300000.0
,accountsPayables,-16000000.0,7000000.0,11000000.0,14000000.0,19000000.0,-8400000.0,9400000.0,6600000.0
,otherWorkingCapital,11000000.0,215000000.0,-141000000.0,121000000.0,-11000000.0,39700000.0,2500000.0,429800000.0
,otherNonCashItems,8000000.0,10000000.0,6000000.0,12000000.0,4000000.0,2300000.0,800000.0,0.0
,netCashProvidedByOperatingActivites,955000000.0,1016000000.0,892000000.0,724000000.0,492000000.0,229800000.0,142400000.0,60300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,-75000000.0,0.0,0.0,-729000000.0,-990000000.0,-734000000.0,-166000000.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,326000000.0,0.0,-7700000.0,7600000.0,200000.0
,netCashUsedForInvestingActivites,-808000000.0,-947000000.0,-695000000.0,-782000000.0,-1558000000.0,-934900000.0,-315300000.0,-6600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-25000000.0,-1286000000.0,-575000000.0,-2152000000.0,-1096000000.0,-498600000.0,-10000000.0,0.0
,commonStockIssued,2000000.0,169000000.0,128000000.0,1205000000.0,983000000.0,396400000.0,0.0,434400000.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-837000000.0,-759000000.0,-613000000.0,-642000000.0,-378000000.0,-299200000.0,-348500000.0,-11100000.0
,otherFinancingActivites,19000000.0,334000000.0,4000000.0,-178000000.0,-609000000.0,-22500000.0,86600000.0,-52100000.0
,netCashUsedProvidedByFinancingActivities,-426000000.0,216000000.0,-381000000.0,241000000.0,1018000000.0,744800000.0,-243900000.0,371200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-279000000.0,285000000.0,-184000000.0,183000000.0,-48000000.0,39700000.0,-416800000.0,0.0
,cashAtEndOfPeriod,7000000.0,286000000.0,1000000.0,185000000.0,2000000.0,48000000.0,8300000.0,425100000.0
,cashAtBeginningOfPeriod,286000000.0,1000000.0,185000000.0,2000000.0,50000000.0,8300000.0,425100000.0,0.0
,operatingCashFlow,955000000.0,1016000000.0,892000000.0,724000000.0,492000000.0,229800000.0,142400000.0,60300000.0
,capitalExpenditure,-910000000.0,-1095000000.0,-738000000.0,-431000000.0,-584000000.0,-205000000.0,-156900000.0,-6600000.0
,freeCashFlow,45000000.0,-79000000.0,154000000.0,293000000.0,-92000000.0,24800000.0,-14500000.0,53700000.0
