Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2012-12-31,2011-12-31
Depreciation & Amortization,43782000.0,46460000.0,46646000.0,51308000.0,54317000.0,36331000.0,28054000.0
Stock-based compensation,2928000.0,2784000.0,2288000.0,801000.0,797000.0,0.0,0.0
Operating Cash Flow,130818000.0,101667000.0,116267000.0,82578000.0,77991000.0,16398000.0,-36938000.0
Capital Expenditure,-30634000.0,-22042000.0,-12147000.0,-10029000.0,-9638000.0,-5211000.0,-4777000.0
Acquisitions and disposals,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investment purchases and sales,-703000.0,-2219000.0,-349000.0,-103000.0,0.0,-84000.0,-49000.0
Investing Cash flow,-30869000.0,-23471000.0,-11641000.0,-9122000.0,-7670000.0,-4440000.0,-3971000.0
Issuance (repayment) of debt,-3131000.0,-3222000.0,-27787000.0,-55000000.0,-216975000.0,0.0,0.0
Issuance (buybacks) of shares,-65548000.0,-54371000.0,-40257000.0,-47606000.0,151354000.0,0.0,0.0
Dividend payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Financing Cash Flow,-69226000.0,-57833000.0,-68044000.0,-72856000.0,-65621000.0,-11958000.0,40909000.0
Effect of forex changes on cash,-611000.0,622000.0,225000.0,-1498000.0,-895000.0,0.0,0.0
Net cash flow / Change in cash,30112000.0,20985000.0,36807000.0,-898000.0,3805000.0,0.0,0.0
Free Cash Flow,100184000.0,79625000.0,104120000.0,72549000.0,68353000.0,11187000.0,-41715000.0
Net Cash/Marketcap,-0.1716,-0.179,-0.2305,-0.3689,-0.4268,-0.825,-0.825
