date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY
,revenue,330104000.0,306214000.0,282207000.0,259295000.0,214174000.0,205332000.0,93383000.0,3951000.0,30000.0
,costOfRevenue,32372000.0,28314000.0,28732000.0,28857000.0,19038000.0,18180000.0,7947000.0,42000.0,0.0
,grossProfit,297732000.0,277900000.0,253475000.0,230438000.0,195136000.0,187152000.0,85436000.0,3909000.0,30000.0
,grossProfitRatio,0.901933935971694,0.907535253123632,0.898188209364048,0.888709770724464,0.911109658501966,0.911460464028987,0.914898857393744,0.989369779802582,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,59130000.0,52930000.0,41322000.0,29318000.0,30607000.0,43340000.0,5111000.0,108000.0,184000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,289000.0,216000.0,-23000.0,22000.0,20000.0,79000.0,291000.0,1000.0,0.0
,operatingExpenses,13264000.0,178926000.0,160904000.0,142366000.0,125062000.0,133410000.0,45498000.0,2220000.0,205000.0
,costAndExpenses,230045000.0,207240000.0,189636000.0,171223000.0,144100000.0,151590000.0,53445000.0,2262000.0,205000.0
,interestExpense,71804000.0,64199000.0,57973000.0,48450000.0,39121000.0,34864000.0,14852000.0,969000.0,10000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,138543000.0,125996000.0,119582000.0,113048000.0,94455000.0,90070000.0,40387000.0,2112000.0,21000.0
,EBITDA,238602000.0,224970000.0,212153000.0,201120000.0,164529000.0,143812000.0,80325000.0,3801000.0,-154000.0
,EBITDARatio,0.722808569420546,0.734682281019157,0.751763776235175,0.775641643687692,0.76820248956456,0.700387664854967,0.860167268132315,0.962034927866363,-5.13333333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,100059000.0,98974000.0,92571000.0,88072000.0,70074000.0,53742000.0,39938000.0,1689000.0,-175000.0
,operatingIncomeRatio,0.303113564210067,0.323218402816331,0.3280251730113,0.339659461231416,0.327182571180442,0.261732219040383,0.427679556236146,0.427486712224753,-5.83333333333333
,totalOtherIncomeExpensesNet,-12508000.0,16033000.0,-21267000.0,-12896000.0,21046000.0,-15004000.0,-80111000.0,-7709000.0,-228000.0
,incomeBeforeTax,15747000.0,50808000.0,13331000.0,26726000.0,51999000.0,3874000.0,-55025000.0,-6989000.0,-413000.0
,incomeBeforeTaxRatio,0.047703148098781,0.16592317790826,0.04723837466824,0.103071790817409,0.242788573776462,0.0188670056299067,-0.589240011565274,-1.7689192609466,-13.7666666666667
,incomeTaxExpense,4969000.0,4332000.0,2434000.0,3140000.0,4422000.0,5889000.0,-1431000.0,0.0,0.0
,netIncome,10778000.0,46476000.0,10897000.0,23565000.0,47140000.0,-2065000.0,-53594000.0,-6989000.0,-413000.0
,netIncomeRatio,0.0326503162639653,0.151776208795156,0.0386135000194892,0.0908810428276673,0.22010141286991,-0.0100568834862564,-0.573916023259051,-1.7689192609466,-13.7666666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,0.126753772153685,0.4,0.156992407543473,0.3,0.810001,-0.035537,-0.951668,-0.124104,-0.007334
,EPSDiluted,0.126753772153685,0.39,0.156424500811047,0.3,0.810001,-0.035537,-0.951668,-0.124104,-0.007334
,weightedAverageShsOut,89483000.0,85031000.0,69411000.0,66878000.0,56720391.0,58109025.0,56315858.0,56315858.0,56315858.0
,weightedAverageShsOutDil,89483000.0,86350000.0,69663000.0,66878000.0,56720391.0,58109025.0,56315858.0,56315858.0,56315858.0
