Date,2018-12-31,2017-12-31,2016-12-31
Revenue,0.0,0.0,0.0
Revenue Growth,0.0,0.0,
Cost of Revenue,0.0,0.0,0.0
Gross Profit,0.0,0.0,0.0
R&D Expenses,85594000.0,35906000.0,21820000.0
SG&A Expense,18001000.0,11216000.0,5363000.0
Operating Expenses,103595000.0,47122000.0,27183000.0
Operating Income,-103595000.0,-47122000.0,-27183000.0
Interest Expense,3137000.0,0.0,0.0
Earnings before Tax,0.0,-41290000.0,-28651000.0
Income Tax Expense,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0
Net Income,-102808000.0,-41290000.0,-28651000.0
Preferred Dividends,0.0,0.0,0.0
Net Income Com,-102808000.0,-41290000.0,-28651000.0
EPS,-4.64,-19.32,-15.69
EPS Diluted,-4.64,-19.32,-15.69
Weighted Average Shs Out,22158354.0,40189000.0,40189000.0
Weighted Average Shs Out (Dil),22158354.0,2137690.0,1826040.0
Dividend per Share,0.0,0.0,0.0
Gross Margin,0.0,0.0,0.0
EBITDA Margin,0.0,,
EBIT Margin,0.0,0.0,0.0
Profit Margin,0.0,,
Free Cash Flow margin,0.0,0.0,0.0
EBITDA,-100585000.0,-40955000.0,-28227000.0
EBIT,-103595000.0,-41290000.0,-28651000.0
Consolidated Income,-102808000.0,-41290000.0,-28651000.0
Earnings Before Tax Margin,0.0,0.0,0.0
Net Profit Margin,0.0,0.0,0.0
