date,,2015-09-30_FY,2014-09-30_FY,2013-09-30_FY,2012-09-30_FY,2011-09-30_FY,2010-09-30_FY,2009-09-30_FY,2008-09-30_FY,2007-09-30_FY,2006-09-30_FY,2005-09-30_FY,2004-09-30_FY,2003-09-30_FY,2002-09-30_FY,2001-09-30_FY,2000-09-30_FY,1999-09-30_FY
,revenue,512900000.0,770000000.0,554200000.0,367100000.0,212000000.0,158900000.0,97600000.0,94600000.0,95400000.0,116300000.0,286900000.0,59400000.0,31900000.0,14700000.0,11800000.0,3000000.0,500000.0
,costOfRevenue,58100000.0,62800000.0,49800000.0,46300000.0,36500000.0,28900000.0,21700000.0,29100000.0,24100000.0,20600000.0,21600000.0,23000000.0,19600000.0,21300000.0,23000000.0,9900000.0,1400000.0
,grossProfit,454800000.0,707200000.0,504400000.0,320900000.0,175500000.0,130000000.0,75800000.0,65500000.0,71200000.0,95800000.0,265200000.0,36500000.0,12300000.0,-6600000.0,-11300000.0,-6900000.0,-1000000.0
,grossProfitRatio,0.886723,0.918442,0.910141,0.874149,0.82783,0.818125,0.776639,0.692389,0.746331,0.823732,0.924364,0.614478,0.38558,-0.44898,-0.957627,-2.3,-2.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,19400000.0,24000000.0,17000000.0,15100000.0,10400000.0,7800000.0,5300000.0,7600000.0,11800000.0,17700000.0,19700000.0,21200000.0,17800000.0,19700000.0,16900000.0,6900000.0,3000000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4000000.0,-100000.0,-600000.0,-2900000.0
,operatingExpenses,19400000.0,24000000.0,17000000.0,15000000.0,10400000.0,7800000.0,5300000.0,7700000.0,11900000.0,17700000.0,19800000.0,21100000.0,17800000.0,15800000.0,16800000.0,6300000.0,200000.0
,costAndExpenses,77500000.0,86800000.0,66800000.0,61300000.0,46900000.0,36700000.0,27000000.0,36800000.0,36000000.0,38300000.0,41400000.0,44100000.0,37400000.0,37100000.0,39800000.0,16200000.0,1600000.0
,interestExpense,799000000.0,9359200000.0,4621300000.0,7582300000.0,1042400000.0,2269900000.0,504500000.0,-5009300000.0,4097700000.0,578000000.0,2442600000.0,1742800000.0,8323800000.0,-6290400000.0,-22188500000.0,1270100000.0,301800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDA,2033400000.0,19401500000.0,9730000000.0,15470400000.0,2249900000.0,4662000000.0,1079500000.0,-9960700000.0,8254800000.0,1234100000.0,5130700000.0,3500900000.0,16642100000.0,-12603300000.0,-44405000000.0,2526900000.0,602500000.0
,EBITDARatio,3.964516,25.196753,17.556839,42.142196,10.612736,29.339207,11.060451,-105.292812,86.528302,10.61135,17.883235,58.93771,521.695925,-857.367347,-3763.135593,842.3,1205.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
