date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,41762000.0,-131903000.0,-544624000.0,-169896000.0,48980000.0,124476000.0,101391000.0,102735000.0,50154000.0,28524000.0,69866000.0,61058000.0,18794000.0,22087000.0
,depreciationAndAmortization,8689000.0,7820000.0,6179000.0,11825000.0,20303000.0,9716000.0,4821000.0,5151000.0,6258000.0,30835000.0,7205000.0,7359000.0,1314000.0,3000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,8689000.0,0.0,0.0,0.0,0.0,0.0,35498000.0,13925000.0,10949000.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,2807031847.0,-2686193000.0,-523577000.0,-248558000.0,63880000.0,61686000.0,-236845000.0,327382000.0,195050000.0,103181243000.0,69768000.0,-103414276000.0,404870000.0,102400000.0
,accountsReceivables,16343000.0,-385049000.0,-135000.0,54039000.0,-62424000.0,106785000.0,42421000.0,-4230000.0,-189554000.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,1461847.0,-2805570000.0,-119377000.0,404200000.0,652758000.0,588878000.0,527192000.0,764037000.0,436655000.0,241605000.0,-102939638000.0,-103009406000.0,404870000.0,0.0
,otherNonCashItems,0.0,0.0,0.0,0.0,0.0,1060000.0,37862000.0,13925000.0,10949000.0,-481000.0,-3586000.0,-5474000.0,41581000.0,314000.0
,netCashProvidedByOperatingActivites,-541775000.0,-1142601000.0,182289000.0,458534000.0,470132000.0,634298000.0,651579000.0,366247000.0,319089000.0,181348000.0,151579000.0,41982000.0,589386000.0,124452000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1538000.0,-2875000.0,-1749000.0,-209000.0,-32000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,-5000000.0,-14000000.0,-109000000.0,0.0
,purchasesOfInvestments,-495713000.0,-2024195000.0,-1015520000.0,-1375448000.0,-1372221000.0,-1463773000.0,-785400000.0,-1444251000.0,-1296781000.0,-1300653000.0,-2303952000.0,-891471000.0,-479236000.0,-658316000.0
,salesMaturitiesOfInvestments,1127152000.0,2940243000.0,689710000.0,1020527000.0,794778000.0,670689000.0,521865000.0,805144000.0,677008000.0,1339943000.0,2130870000.0,469075000.0,334859000.0,55288000.0
,otherInvestingActivites,-608000.0,3242000.0,-2063000.0,-23973000.0,138239000.0,42406000.0,-208349000.0,55113000.0,-17432000.0,-25139000.0,55657000.0,264333000.0,-409277000.0,-14103000.0
,netCashUsedForInvestingActivites,596044000.0,919290000.0,-327873000.0,-378894000.0,-439204000.0,-750678000.0,-471884000.0,-583994000.0,-637546000.0,13248000.0,-125193000.0,-173425000.0,-716931000.0,-617163000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,106000.0,0.0,0.0,-100000000.0,-107500000.0,0.0,-152500000.0,0.0,0.0,-186536000.0,-19176000.0,-137245000.0,0.0,0.0
,commonStockIssued,0.0,0.0,31000.0,1081000.0,1931000.0,3318000.0,592000.0,1776000.0,478000.0,422000.0,52000.0,129000.0,0.0,529929000.0
,commonStockRepurchased,-30130000.0,-18000.0,-873000.0,-25651000.0,-470000.0,-654000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,-67191000.0,-80790000.0,-76883000.0,-62541000.0,-56416000.0,-34441000.0,-33274000.0,-20921000.0,-18394000.0,-12652000.0,-8933000.0,-1489000.0
,otherFinancingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279000.0,-4342000.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-30130000.0,-18000.0,-68033000.0,-60418000.0,-76780000.0,99751000.0,-208324000.0,274456000.0,208839000.0,-99535000.0,-37239000.0,105890000.0,223713000.0,528440000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,4409000.0,-382000.0,-1556000.0,2950000.0,1958000.0,-1849000.0,-3085000.0,1581000.0,3079000.0,-3130000.0,-392000.0,1052000.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,28548000.0,-229824000.0,145599000.0,22172000.0,-43894000.0,-18478000.0,-31714000.0,58290000.0,-106539000.0,91931000.0,-11245000.0,-24501000.0,96168000.0,0.0
,cashAtEndOfPeriod,135826000.0,107278000.0,337102000.0,67919000.0,45747000.0,89641000.0,108119000.0,139833000.0,81543000.0,188082000.0,96151000.0,107396000.0,131897000.0,35729000.0
