date,,2021-03-31_FY,2020-03-31_FY,2019-03-31_FY,2018-03-31_FY,2017-03-31_FY,2016-03-31_FY,2015-03-31_FY,2014-03-31_FY,2013-03-31_FY,2012-03-31_FY,2011-03-31_FY,2010-03-31_FY,2009-03-31_FY,2008-03-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,54884000.0,13900000.0,-6010000.0,-52857000.0,-24264000.0,-28032000.0,-24647000.0,-18704000.0,-14161000.0,-30707000.0,-9384000.0,-42483000.0,-41600000.0,-300000.0,-2204111.0,-553486.0,-171058.0,-504000.0,128000.0
,depreciationAndAmortization,7114000.0,2342000.0,2766000.0,2660000.0,8170000.0,10974000.0,2108000.0,1856000.0,646000.0,429000.0,638000.0,1612000.0,1518000.0,250000.0,0.0,0.0,0.0,406000.0,1071000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,5877000.0,3353000.0,2531000.0,2978000.0,4146000.0,5962000.0,6340000.0,4693000.0,3566000.0,7302000.0,326000.0,1689000.0,2955000.0,313000.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-5429000.0,4109000.0,-3137000.0,7805000.0,3233000.0,3262000.0,1588000.0,746000.0,-116000.0,1955000.0,1951000.0,-3081000.0,-170000.0,1492675.0,348640.0,24273.0,74424.0,-166000.0,-910000.0
,accountsReceivables,-25378000.0,-2431000.0,-6040000.0,-7071000.0,833000.0,-5111000.0,-406000.0,-734000.0,-260000.0,1521000.0,3303000.0,38000.0,4489000.0,-1364000.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-1897000.0,16168000.0,-4983000.0,8108000.0,4568000.0,7308000.0,-379000.0,-893000.0,513000.0,637000.0,-497000.0,-3849000.0,-3280000.0,352000.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-6304000.0,-24362000.0,-1185000.0,-6651000.0,-7109000.0,-9308000.0,-3760000.0,15575000.0,-5663000.0,4089000.0,-3601000.0,-25502000.0,-24133000.0,8300000.0,6807325.0,5643536.0,-71058.0,446000.0,-4518000.0
,otherNonCashItems,94000.0,6000.0,798000.0,992000.0,1292000.0,765000.0,111000.0,941000.0,1441000.0,-25751000.0,2103000.0,363000.0,0.0,480000.0,1035856.0,111080.0,0.0,1077000.0,480000.0
,netCashProvidedByOperatingActivites,62795000.0,31377000.0,1269000.0,6966000.0,-6995000.0,-7069000.0,-14500000.0,-7807000.0,-6865000.0,-1829000.0,-1909000.0,-3470000.0,-5360000.0,-2480000.0,-819615.0,-418133.0,-96634.0,339000.0,-171000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-207000.0,-12000.0,-17000.0,-88000.0,-433000.0,-219000.0,-103000.0,0.0,0.0,0.0,-199000.0,-12000.0
,acquisitionsNet,0.0,-42000000.0,0.0,0.0,0.0,0.0,1000000.0,-1000000.0,-3000000.0,0.0,-1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,999000.0,875000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,-2174000.0,0.0,0.0,0.0,-906000.0,0.0,3380000.0,0.0,-141258.0,0.0,0.0,0.0,-339000.0
,netCashUsedForInvestingActivites,-37808000.0,-46717000.0,-2314000.0,-2134000.0,-596000.0,-674000.0,-878000.0,-981000.0,-3369000.0,-17000.0,-1635000.0,-433000.0,-3773000.0,6150000.0,-141258.0,0.0,0.0,-199000.0,-351000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-20000000.0,0.0,-1650000.0,-1098000.0,-11000000.0,-600000.0,0.0,-3657000.0,0.0,0.0,0.0,0.0,0.0,16000.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33297000.0,2550000.0,2700000.0,0.0,0.0,4354000.0,0.0,2473302.0,6157000.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-17425000.0,-313000.0,0.0,-346000.0,-2383000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54000.0,0.0,0.0,0.0,100000.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-15216000.0,26175000.0,-916000.0,1743000.0,2628000.0,12078000.0,511000.0,29640000.0,2550000.0,9700000.0,2500000.0,0.0,4300000.0,0.0,2473302.0,6157000.0,100000.0,100000.0,225000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-312000.0,-235000.0,-31000.0,-4000.0,-119000.0,-173000.0,131000.0,-196000.0,34000.0,100000.0,-2000.0,-133000.0,-176000.0,10000.0,0.0,0.0,0.0,0.0,0.0
