date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY
,revenue,248168000.0,227188000.0,193118000.0,165083000.0,146017000.0,109925000.0,50157000.0,33879000.0,32727000.0,31270000.0,35709000.0,4547744.0,0.0,0.0,0.0,0.0,33980.0
,costOfRevenue,23364000.0,24488000.0,20508000.0,17848000.0,24712000.0,23462000.0,1583000.0,0.0,129000.0,0.0,2891000.0,2897625.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,224804000.0,202700000.0,172610000.0,147235000.0,121305000.0,86463000.0,48574000.0,33879000.0,32598000.0,31270000.0,32818000.0,1650119.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.905854098836272,0.892212616863567,0.893805859629864,0.891884688308305,0.830759432120917,0.786563566067773,0.968439101222162,1.0,0.996058300485837,1.0,0.919040017922653,0.362843423024691,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,55577000.0,48649000.0,43594000.0,38547000.0,29156000.0,29145000.0,19230000.0,28190000.0,45446000.0,28996000.0,12338000.0,13873961.0,23935541.0,47234867.0,52070776.0,16890615.0,7442983.0
,GeneralAndAdministrativeExpenses,140510000.0,129736000.0,105751000.0,123841000.0,99787000.0,84531000.0,84644000.0,24594000.0,13882000.0,11486000.0,10147000.0,23724101.0,28909580.0,32803508.0,13637664.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,24842000.0,6218000.0,3608000.0,1472000.0,665000.0,320000.0,124000.0,145000.0,561000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,220929000.0,179890000.0,150872000.0,164138000.0,139876000.0,126648000.0,106128000.0,54279000.0,60823000.0,41977000.0,23980000.0,37598062.0,52845121.0,80038375.0,65708440.0,0.0,0.0
,costAndExpenses,244293000.0,204378000.0,171380000.0,181986000.0,164588000.0,150110000.0,107711000.0,54279000.0,60952000.0,41977000.0,26871000.0,40495687.0,52845121.0,80038375.0,65708440.0,24286653.0,9562377.0
,interestExpense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,1386000.0,1505000.0,1527000.0,1750000.0,10933000.0,12972000.0,2254000.0,1495000.0,1495000.0,1495000.0,1495000.0,1424744.0,530805.0,571586.0,575372.0,423828.0,376709.0
,EBITDA,28625000.0,24315000.0,23265000.0,-15153000.0,-7638000.0,-27213000.0,-55300000.0,-18905000.0,-26730000.0,-9212000.0,10333000.0,-34523199.0,-52314316.0,-79466789.0,-65133068.0,-23862918.0,-9151688.0
,EBITDARatio,0.115345249991941,0.107025899255242,0.120470385981628,-0.091790190389077,-0.0523089777217721,-0.247559699795315,-1.10253803058397,-0.558015289707488,-0.816756806306719,-0.2945954589063,0.289366826290291,-7.59128020398686,0.0,0.0,0.0,0.0,-269.32572101236
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,27239000.0,22810000.0,21738000.0,-16903000.0,-18571000.0,-40185000.0,-57554000.0,-20400000.0,-28225000.0,-10707000.0,8838000.0,-35947943.0,-52845121.0,-80038375.0,-65708440.0,-24286653.0,-9528397.0
,operatingIncomeRatio,0.10976032365172,0.100401429652975,0.112563303265361,-0.10239091850766,-0.127183821061931,-0.365567432340232,-1.14747692246346,-0.602142920393164,-0.862437742536743,-0.342404860889031,0.247500630093254,-7.90456608815272,0.0,0.0,0.0,0.0,-280.41191877575
,totalOtherIncomeExpensesNet,4416000.0,6218000.0,3608000.0,1472000.0,665000.0,320000.0,77740000.0,145000.0,561000.0,461000.0,489000.0,0.0,0.0,71345.0,0.0,93.0,209.0
,incomeBeforeTax,31655000.0,29028000.0,25346000.0,-15431000.0,-17906000.0,-39865000.0,20186000.0,-20255000.0,-27664000.0,-10246000.0,9269000.0,-35858846.0,-51064241.0,-74059811.0,-63510619.0,-23876652.0,-9469337.0
,incomeBeforeTaxRatio,0.127554720995455,0.12777083296653,0.131246181091353,-0.0934741917702004,-0.122629556832424,-0.362656356606777,0.40245628725801,-0.597862982968801,-0.845295933021664,-0.327662296130476,0.25957041642163,-7.88497461598542,0.0,0.0,0.0,0.0,-278.673837551501
,incomeTaxExpense,8318000.0,-86525000.0,138000.0,136000.0,104000.0,0.0,0.0,0.0,0.0,-444000.0,2077000.0,0.0,0.0,9879.0,549.0,7649.0,4949.0
,netIncome,23337000.0,115553000.0,25208000.0,-15567000.0,-18010000.0,-39865000.0,20186000.0,-20255000.0,-27664000.0,-9802000.0,7192000.0,-35858846.0,-51064241.0,-74069690.0,-63511168.0,-23884301.0,-9474286.0
,netIncomeRatio,0.0940371038973598,0.508622814585277,0.130531592083597,-0.0942980197839875,-0.123341802666813,-0.362656356606777,0.40245628725801,-0.597862982968801,-0.845295933021664,-0.313463383434602,0.201405808059593,-7.88497461598542,0.0,0.0,0.0,0.0,-278.819482048264
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,0.426900547995644,2.17,0.5,-0.35,-0.41,-0.94,0.58,-0.67,-0.98,-0.35,0.26,-1.33,-1.92,-2.81,-3.97,-6.4,-0.020159
,EPSDiluted,0.422702575187335,2.11,0.48,-0.35,-0.41,-0.94,0.55,-0.67,-0.98,-0.35,0.25,-1.33,-1.92,-2.81,-3.97,-6.4,-0.020159
,weightedAverageShsOut,54666128.0,53137562.0,50859947.0,44735146.0,43449441.0,42250254.0,34774163.0,30351353.0,28228409.0,28106831.0,27916388.0,27015271.0,26650126.0,26360177.0,16001815.0,8965017.0,469970000.0
,weightedAverageShsOutDil,55209032.0,54847060.0,53045257.0,44735146.0,43449441.0,42250254.0,36686723.0,30351353.0,28228409.0,28106831.0,28534617.0,27015271.0,26650126.0,26360177.0,16001815.0,8965017.0,469970000.0
