date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,216363000.0,24631000.0,42819000.0,-60882000.0,-19277000.0,43729000.0,167216000.0,4647000.0,-23885000.0,-108010000.0,-45417000.0,-55287000.0,-72154000.0,-11321000.0,37911000.0,12081000.0,55112000.0
,depreciationAndAmortization,22677000.0,20460000.0,12436000.0,13078000.0,12713000.0,9498000.0,10188000.0,10227000.0,9437000.0,26864000.0,11543000.0,5761000.0,2882000.0,3168000.0,2369000.0,2140000.0,2409000.0
,deferredIncomeTax,70136000.0,13295000.0,15486000.0,45856000.0,-21274000.0,-17966000.0,-130724000.0,0.0,0.0,0.0,0.0,0.0,5935000.0,-7158000.0,-832000.0,1152000.0,1877000.0
,stockBasedCompensation,48222000.0,33918000.0,37018000.0,28443000.0,26039000.0,21740000.0,18297000.0,17915000.0,24784000.0,28308000.0,20608000.0,3637000.0,10811000.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-158127000.0,22527000.0,154951000.0,270121000.0,-126859000.0,375408000.0,-295684000.0,93277000.0,-1126271000.0,588751000.0,404110000.0,-58689000.0,-134937000.0,-334671000.0,-102140000.0,-41721000.0,-225958000.0
,accountsReceivables,-32307000.0,29486000.0,-272303000.0,-402388000.0,17289000.0,11099000.0,-1406000.0,-9975000.0,-5642000.0,0.0,0.0,0.0,0.0,295776000.0,286865000.0,33468000.0,-100048000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,56315000.0,-3277000.0,18092000.0,12716000.0,70157000.0,-207396000.0,265635000.0,-128712000.0,-12588000.0,0.0,0.0,0.0,0.0,-325707000.0,81635000.0,-4118000.0,-12931000.0
,otherWorkingCapital,295716000.0,453843000.0,431316000.0,276365000.0,6244000.0,133103000.0,-242305000.0,53379000.0,-39898000.0,1086373000.0,497622000.0,93512000.0,152201000.0,287138000.0,621809000.0,723949000.0,765670000.0
,otherNonCashItems,-3514000.0,-172206000.0,258443000.0,228179000.0,-310460000.0,158274000.0,-342180000.0,314944000.0,-23971000.0,-23646000.0,0.0,34056000.0,0.0,16824000.0,-19387000.0,213000.0,115342000.0
,netCashProvidedByOperatingActivites,521279000.0,-179910000.0,324536000.0,-116392000.0,-354774000.0,-67352000.0,-66711000.0,150589000.0,-103866000.0,232884000.0,-51553000.0,110298000.0,-8543000.0,-28418000.0,388561000.0,44936000.0,-51218000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-10721000.0,0.0,-8586000.0,-5986000.0,-15613000.0,-7030000.0,-2224000.0,-1141000.0,-1902000.0,-6539000.0,-5853000.0,-399000.0,-1570000.0,-1953000.0,-11775000.0,-705000.0,-5032000.0
,acquisitionsNet,9865000.0,-49000000.0,0.0,-55000000.0,11000000.0,-38000000.0,0.0,0.0,-11000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-48825000.0,-19812000.0,-28092000.0,-10419000.0,-33786000.0,-14149000.0,-117307000.0,-20048000.0,-14848000.0,-136419000.0,-419669000.0,-233000.0,-18103000.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,44371000.0,35648000.0,18782000.0,71749000.0,54068000.0,58166000.0,82072000.0,29900000.0,179558000.0,57917000.0,316063000.0,9477000.0,2962000.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,14000.0,-10542000.0,42800000.0,-46000000.0,0.0,-779000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-705000.0,0.0
,netCashUsedForInvestingActivites,-20822000.0,-47627000.0,-17882000.0,-2397000.0,58514000.0,-47429000.0,-37459000.0,7932000.0,151955000.0,-85041000.0,-109459000.0,8845000.0,-19915000.0,-1953000.0,-11775000.0,-535000.0,-5032000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-191313000.0,-31123000.0,-30101000.0,-187897000.0,-29800000.0,-3299000.0,-3627000.0,-3613000.0,-1518000.0,-26576000.0,-25663000.0,-203000.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,926000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80607000.0,0.0,0.0,0.0,1439000.0,79991000.0
,commonStockRepurchased,-47314000.0,-15217000.0,-31762000.0,-19662000.0,-7654000.0,-48678000.0,-26038000.0,-12732000.0,-10838000.0,-11365000.0,0.0,-23943000.0,-4351000.0,-14593000.0,0.0,0.0,0.0
,dividendsPaid,-12502000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-199000.0,-180332000.0,0.0,0.0
,otherFinancingActivites,116890000.0,159413000.0,-169268000.0,39262000.0,256605000.0,71006000.0,-6384000.0,-173038000.0,-81070000.0,-19860000.0,67603000.0,-74914000.0,1525000.0,0.0,-13562000.0,-45670000.0,-22064000.0
,netCashUsedProvidedByFinancingActivities,25582000.0,200438000.0,-128749000.0,137851000.0,249789000.0,143757000.0,178959000.0,-187339000.0,-93426000.0,-57308000.0,49999000.0,-18453000.0,-2826000.0,-14792000.0,-193894000.0,-44231000.0,57927000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
