date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY
,revenue,292689000.0,254190000.0,270288000.0,217364000.0,164456000.0,127210000.0,101348000.0,74616000.0,53410000.0,39779000.0,28865000.0
,costOfRevenue,44261000.0,35144000.0,27683000.0,20873000.0,15843000.0,12019000.0,9911000.0,6476000.0,4928000.0,3524000.0,2396000.0
,grossProfit,248428000.0,219046000.0,242605000.0,196491000.0,148613000.0,115191000.0,91437000.0,68140000.0,48482000.0,36255000.0,26469000.0
,grossProfitRatio,0.848778054522035,0.861741217199733,0.897579618777008,0.903972138900646,0.903664201974996,0.905518434085371,0.902208233018905,0.913208963225046,0.907732634338139,0.911410543251464,0.916992897973324
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,99363000.0,80764000.0,69971000.0,47369000.0,36660000.0,31792000.0,28086000.0,20973000.0,15034000.0,13049000.0,7735000.0
,GeneralAndAdministrativeExpenses,47578000.0,44371000.0,33460000.0,26823000.0,19822000.0,16106000.0,11872000.0,8881000.0,4966000.0,4514000.0,3312000.0
,SellingAndMarketingExpenses,179902000.0,169898000.0,168309000.0,135896000.0,107825000.0,86367000.0,68787000.0,44131000.0,30036000.0,22095000.0,16608000.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,326843000.0,295033000.0,271740000.0,210088000.0,164307000.0,134265000.0,108745000.0,0.0,0.0,0.0,0.0
,costAndExpenses,371104000.0,330177000.0,299423000.0,230961000.0,180150000.0,146284000.0,118656000.0,80461000.0,54964000.0,43182000.0,30051000.0
,interestExpense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86000.0,666000.0,270000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,9903000.0,15344000.0,4156000.0,3328000.0,2180000.0,1615000.0,1285000.0,796000.0,465000.0,453000.0,291000.0
,EBITDA,-75995000.0,-60643000.0,-24979000.0,-10269000.0,-13514000.0,-17459000.0,-16023000.0,-5049000.0,-1089000.0,-2950000.0,-895000.0
,EBITDARatio,-0.259644195716272,-0.238573508005822,-0.0924162374948203,-0.0472433337627206,-0.0821739553436786,-0.137245499567644,-0.158098827801239,-0.0676664522354455,-0.0203894401797416,-0.0741597325221851,-0.0310064091460246
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-85898000.0,-75987000.0,-29135000.0,-13597000.0,-15694000.0,-19074000.0,-17308000.0,-5845000.0,-1554000.0,-3403000.0,-1186000.0
,operatingIncomeRatio,-0.293478743649403,-0.298937802431252,-0.10779242881667,-0.0625540567895328,-0.0954297806100112,-0.149941042370883,-0.170777913723014,-0.0783344054894393,-0.0290956749672346,-0.085547650770507,-0.0410878226225533
,totalOtherIncomeExpensesNet,0.0,-2225000.0,-574000.0,1773000.0,-1224000.0,-1711000.0,-1591000.0,-961000.0,-2875000.0,461000.0,-1169000.0
,incomeBeforeTax,-85898000.0,-76376000.0,-28165000.0,-11235000.0,-16579000.0,-20597000.0,-19022000.0,-7119000.0,-4599000.0,-3574000.0,-2635000.0
,incomeBeforeTaxRatio,-0.293478743649403,-0.300468153743263,-0.104203664239626,-0.0516874919489888,-0.100811159215839,-0.161913371590284,-0.187689939614003,-0.095408491476359,-0.0861074705111402,-0.0898464013675557,-0.0912870258098043
,incomeTaxExpense,0.0,2388000.0,413000.0,2459000.0,1131000.0,686000.0,376000.0,356000.0,247000.0,224000.0,126000.0
,netIncome,-94010000.0,-78764000.0,-28578000.0,-13694000.0,-17710000.0,-21283000.0,-19398000.0,-7475000.0,-4846000.0,-3798000.0,-2761000.0
