date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-38446000.0,-4042000.0,-2678000.0,-6087000.0,-84066000.0,26721000.0,-19090000.0,1817000.0,-35196000.0,2959000.0,-3043297.0,-2062004.0,-127863628.0,-1505268.0,-443637.0,3907806.0,-733093.0,-2169352.0,-89783.0
,depreciationAndAmortization,7248000.0,8167000.0,2598000.0,2791000.0,3194000.0,3661000.0,4105000.0,6683000.0,8457000.0,9473000.0,7693840.0,11703791.0,26537080.0,26170077.0,26537080.0,22713193.0,5659300.0,3337108.0,214562.0
,deferredIncomeTax,-826000.0,-1733000.0,-185000.0,0.0,0.0,0.0,24390000.0,1968000.0,16586000.0,1895000.0,2004233.0,4231713.0,-3108963.0,-5135096.0,-3108963.0,-2690464.0,-1831932.0,-1878373.0,-142876.0
,stockBasedCompensation,3834000.0,3147000.0,3040000.0,4597000.0,10183000.0,10025000.0,11903000.0,9264000.0,15696000.0,15143000.0,10831848.0,9597332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-23364000.0,-4439000.0,-39045000.0,-21276000.0,-9189000.0,32974000.0,46174000.0,17992000.0,5515000.0,-31137491.0,6032908.0,6284867.0,-6255027.0,-15544740.0,-13482113.0,54206965.0,16221154.0,-23279.0,416776.0
,accountsReceivables,-80000.0,-1910000.0,254000.0,3836000.0,4017000.0,999000.0,2536000.0,-5732000.0,2948000.0,-6965000.0,-6778466.0,5975445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,1791000.0,1149000.0,618000.0,-1963000.0,-2611000.0,-4085000.0,-2199000.0,3513000.0,-550000.0,-1542000.0,2486325.0,-3659208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,21510000.0,44874000.0,49313000.0,88358000.0,109634000.0,118823000.0,85849000.0,39675000.0,21683000.0,16168000.0,47305491.0,41272583.0,34987716.0,41242743.0,56787483.0,70269596.0,16062631.0,-158523.0,-135244.0
,otherNonCashItems,0.0,-1806000.0,1137000.0,0.0,0.0,0.0,-68000.0,-62000.0,230000.0,1095000.0,779100.0,19849512.0,11921939.0,9255324.0,11921939.0,0.0,0.0,0.0,1141129.0
,netCashProvidedByOperatingActivites,-7006000.0,5094000.0,5051000.0,1692000.0,-3669000.0,12753000.0,22419000.0,13596000.0,19901000.0,16782000.0,9387764.0,17147260.0,30807870.0,37068910.0,30807871.0,17456819.0,3729023.0,2907053.0,1539808.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-1353000.0,-1762000.0,-2228000.0,-1577000.0,-1000000.0,-4158000.0,-3482000.0,-3195000.0,-2999000.0,-4074000.0,-3557245.0,-2395204.0,-7119510.0,-14234271.0,-5872212.0,-2503717.0,-1005848.0,-543245.0,-349856.0
,acquisitionsNet,88000.0,-8000000.0,-34000000.0,0.0,0.0,0.0,0.0,0.0,0.0,-16000000.0,0.0,0.0,0.0,-13000000.0,-18000000.0,-190000000.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2535128.0,0.0,0.0,-1247298.0,-17213949.0,-727029.0,-45216.0,15565.0
,netCashUsedForInvestingActivites,981000.0,-9683000.0,-36563000.0,-1577000.0,-1224000.0,21822000.0,-3178000.0,1647000.0,3320000.0,-10392000.0,3223584.0,2535130.0,-23524923.0,-27000455.0,-23524923.0,-208900644.0,-12519317.0,-17112074.0,-334291.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-35000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6162.0,-38981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,11000.0,0.0,0.0,0.0,0.0,0.0,32527000.0,0.0,0.0,36000.0,26609.0,50854.0,2192648.0,3966903.0,2192648.0,232573452.0,28840902.0,20254017.0,23955.0
,commonStockRepurchased,-10852000.0,0.0,-5673000.0,0.0,-365000.0,-3822000.0,-2486000.0,-119000.0,-1651000.0,-6159000.0,-6534158.0,-10721348.0,-26012474.0,-22848643.0,-26012474.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,-21911000.0,0.0,0.0,-1685000.0,-3330000.0,0.0,-9376000.0,-2938000.0,-2815898.0,-2902234.0,-2898882.0,-3361463.0,-2898882.0,-2056200.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,0.0,0.0,0.0,-297000.0,-284000.0,-1080000.0,-3150000.0,-33778000.0,1032000.0,36104.0,68827.0,2463018.0,2550308.0,2463018.0,-907058.0,-1132278.0,-29877.0,0.0
,netCashUsedProvidedByFinancingActivities,-5653000.0,1885000.0,-27448000.0,125000.0,-312000.0,-5452000.0,29879000.0,-261000.0,-44734000.0,-6275000.0,-8921298.0,-13462784.0,-24268061.0,-19717975.0,-24268061.0,229601700.0,27704241.0,20224140.0,23955.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
