Date,2018-12-31,2017-12-31,2016-12-31,2016-01-01,2015-12-31
Revenue,6044827586.2069,4909963985.5942,3107368421.0526,,2106406080.3474
Revenue Growth,0.231134811567332,0.580103586149911,0.0,0.0,
Cost of Revenue,4489655172.4138,3890756302.521,2685263157.8947,,1861020629.7503
Gross Profit,1555172413.7931,1019207683.0732,422105263.1579,245385450.5972,246053347.8498
R&D Expenses,566666666.6667,475390156.0624,217894736.8421,,147665580.8903
SG&A Expense,1037931034.4828,997599039.6158,571578947.3684,,352877307.2747
Operating Expenses,1604597701.1494,1472989195.6783,789473684.2105,500542888.165,2367991290.147
Operating Income,-49425287.3563,-453781512.605,-367368421.0526,-255157437.5679,-255851932.4986
Interest Expense,671264367.8161,1169267707.0828,353684210.5263,28230184.582,-1088731.6277
Earnings before Tax,-198850574.7126,-1480192076.8307,-563157894.7368,,-244299674.2671
Income Tax Expense,-109195402.2989,2400960.3842,4210526.3158,,5428881.6504
Net Income - Non-Controlling int,0.0,0.0,0.0,,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,,0.0
Net Income,-89655172.4138,-1482593037.2149,-567368421.0526,,-249728555.9175
Preferred Dividends,0.0,0.0,0.0,,0.0
Net Income Com,-89655172.4138,-1482593037.2149,-567368421.0526,,-249728555.9175
EPS,-0.5057,-9.7719,-3.8211,,-1.759
EPS Diluted,-0.5862,-9.7719,-3.8211,,-1.759
Weighted Average Shs Out,203421011.4943,212456518.6074,184000000.0,,184000000.0
Weighted Average Shs Out (Dil),203625752.8736,182075352.9412,156177600.0,,154122258.4148
Dividend per Share,0.0,0.0,0.0,,0.0
Gross Margin,0.2573,0.2076,0.1358,,0.1165
EBITDA Margin,0.0966,-0.06,-0.0579,,-0.0945
EBIT Margin,0.0782,-0.0633,-0.0674,,-0.1026
Profit Margin,-0.0172,-0.3625,-0.1926,,-0.1292
Free Cash Flow margin,0.0416,0.035,0.0251,,-0.0448
EBITDA,509195402.2989,-246098439.3758,-169473684.2105,,-183496199.7828
EBIT,472413793.1034,-310924369.7479,-209473684.2105,-216069489.6851,-255851932.4986
Consolidated Income,-89655172.4138,-1482593037.2149,-567368421.0526,,-249728555.9175
Earnings Before Tax Margin,-0.0329,-0.3015,-0.1812,,-0.116
Net Profit Margin,-0.0148,-0.302,-0.1826,,-0.1186
