date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY
,revenue,353874000.0,306486000.0,251247000.0,159201000.0,81321000.0,50286000.0,26551000.0,10357000.0,3307000.0,0.0,0.0,29000.0,209000.0,482000.0,294000.0,0.0,0.0,0.0,0.0,0.0
,costOfRevenue,5582000.0,5504000.0,5215000.0,3554000.0,2058000.0,1361000.0,882000.0,143000.0,91000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,348292000.0,300982000.0,246032000.0,155647000.0,79263000.0,48925000.0,25669000.0,10214000.0,3216000.0,0.0,0.0,29000.0,209000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.984226023952028,0.98204159406955,0.979243533256118,0.977676019622992,0.974692883756963,0.972934812870381,0.966780912206697,0.986192913005697,0.972482612639855,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,114764000.0,89017000.0,75247000.0,40376000.0,23844000.0,15419000.0,18372000.0,20470000.0,14074000.0,21001000.0,18949000.0,14402000.0,14152000.0,7860000.0,20834000.0,17074000.0,11550771.0,8107629.0,13264000.0,5390000.0
,GeneralAndAdministrativeExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,220090000.0,189376000.0,156536000.0,102792000.0,69084000.0,52368000.0,53288000.0,51710000.0,39488000.0,32332000.0,27437000.0,20279000.0,19898000.0,12727000.0,25876000.0,21158000.0,16044835.0,0.0,0.0,0.0
,costAndExpenses,225672000.0,194880000.0,161751000.0,106346000.0,71142000.0,53729000.0,54170000.0,51853000.0,39579000.0,32332000.0,27437000.0,20279000.0,19898000.0,12727000.0,25876000.0,21158000.0,16044835.0,9994596.0,18795000.0,8006000.0
,interestExpense,0.0,0.0,0.0,49000.0,2039000.0,2965000.0,3764000.0,4515000.0,1776000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,2237000.0,2171000.0,236000.0,106000.0,87000.0,155000.0,141000.0,74000.0,27000.0,3000.0,6000.0,10000.0,12000.0,13000.0,14000.0,704000.0,1609913.0,22551.0,0.0,0.0
,EBITDA,130439000.0,113777000.0,89732000.0,52961000.0,10266000.0,-3288000.0,-27478000.0,-41422000.0,-36245000.0,-32329000.0,-27431000.0,-20240000.0,-19677000.0,-12232000.0,-25568000.0,-20454000.0,-14434922.0,-9972045.0,-18795000.0,-8006000.0
,EBITDARatio,0.368602949072269,0.371230659801753,0.357146552993668,0.332667508369922,0.126240454495149,-0.0653859921250447,-1.03491393921133,-3.99942068166457,-10.9600846688842,0.0,0.0,-697.931034482759,-94.1483253588517,-25.3775933609958,-86.9659863945578,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,128202000.0,111606000.0,89496000.0,52855000.0,10179000.0,-3443000.0,-27619000.0,-41496000.0,-36272000.0,-32332000.0,-27437000.0,-20250000.0,-19689000.0,-12245000.0,-25582000.0,-21158000.0,-16044835.0,-9994596.0,-18795000.0,-8006000.0
,operatingIncomeRatio,0.362281490021872,0.364147138857892,0.356207238295383,0.332001683406511,0.12517062013502,-0.0684683609752217,-1.04022447365448,-4.00656560780149,-10.9682491684306,0.0,0.0,-698.275862068965,-94.2057416267943,-25.4045643153527,-87.0136054421769,0.0,0.0,0.0,0.0,0.0
,totalOtherIncomeExpensesNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25000.0,-25000.0,-17000.0,-1316000.0,-16000.0,-10000.0,-52000.0,-67884.0,0.0,0.0,0.0
,incomeBeforeTax,131602000.0,116676000.0,92153000.0,52806000.0,8140000.0,-6408000.0,-31383000.0,-46011000.0,-38048000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTaxRatio,0.371889429570977,0.380689493157926,0.366782488945142,0.331693896395123,0.100097145878678,-0.127431094141511,-1.18198937893111,-4.44250265520904,-11.5052918052616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeTaxExpense,25591000.0,22495000.0,16743000.0,-76316000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
