date,,2020-05-31_FY,2019-05-31_FY,2018-05-31_FY,2017-05-31_FY,2016-05-31_FY,2015-05-31_FY,2014-05-31_FY,2013-05-31_FY,2012-05-31_FY,2011-05-31_FY,2010-05-31_FY,2009-05-31_FY,2008-05-31_FY,2007-05-31_FY
,revenue,3578682000.0,3096491000.0,2447430000.0,1799509000.0,1478348000.0,1246766000.0,1138887000.0,959854000.0,771718000.0,557872000.0,386307000.0,292567000.0,201003000.0,136445000.0
,costOfRevenue,1588899000.0,1376269000.0,1065740000.0,749586000.0,614364000.0,526320000.0,451669000.0,384177000.0,304027000.0,222625000.0,147261000.0,112011000.0,77219000.0,55239000.0
,grossProfit,1989783000.0,1720222000.0,1381690000.0,1049923000.0,863984000.0,720446000.0,687218000.0,575677000.0,467691000.0,335247000.0,239046000.0,180556000.0,123784000.0,81206000.0
,grossProfitRatio,0.55601000591838,0.555539157065207,0.564547300637812,0.583449707670259,0.584425317990081,0.577851818224109,0.603411927610026,0.599754754368894,0.606038734356332,0.600938925058078,0.618798002624855,0.617144107161778,0.615831604503415,0.595155557184213
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,1145521000.0,1034028000.0,794482000.0,554948000.0,471010000.0,378434000.0,324210000.0,311014000.0,235743000.0,155412000.0,103336000.0,80689000.0,78449000.0,54073000.0
,SellingAndMarketingExpenses,445259000.0,384287000.0,324249000.0,232826000.0,197897000.0,188483000.0,169062000.0,142098000.0,115151000.0,82797000.0,58396000.0,38947000.0,0.0,0.0
,otherExpenses,27137000.0,-1424000.0,2841000.0,2367000.0,1586000.0,342000.0,752000.0,772000.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,1590780000.0,1418315000.0,1118731000.0,787774000.0,668907000.0,566917000.0,493272000.0,453112000.0,350894000.0,238209000.0,161732000.0,119636000.0,78449000.0,54073000.0
,costAndExpenses,3179679000.0,2794584000.0,2184471000.0,1537360000.0,1283271000.0,1093237000.0,944941000.0,837289000.0,654921000.0,460834000.0,308993000.0,231647000.0,155668000.0,109312000.0
,interestExpense,4627000.0,1615000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,151002000.0,114004000.0,79030000.0,55389000.0,48515000.0,47386000.0,43808000.0,39193000.0,26358000.0,17019000.0,12350000.0,10602000.0,7803000.0,7052000.0
,EBITDA,550005000.0,415911000.0,341989000.0,317538000.0,243592000.0,200915000.0,237754000.0,161758000.0,143155000.0,114057000.0,89664000.0,71522000.0,53138000.0,34185000.0
,EBITDARatio,0.153689263253902,0.134316876748552,0.139733924974361,0.176458133857624,0.164773111608363,0.16114892449746,0.208759955992122,0.168523546289331,0.185501698807077,0.204450124759802,0.232105553355233,0.244463661315186,0.264364213469451,0.250540510828539
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,399003000.0,301907000.0,262959000.0,262149000.0,195077000.0,153529000.0,193946000.0,122565000.0,116797000.0,97038000.0,77314000.0,60920000.0,45335000.0,27133000.0
,operatingIncomeRatio,0.111494399334727,0.097499718229441,0.107442909500987,0.145678071073832,0.131956075294856,0.123141792445415,0.170294331219866,0.127691294717738,0.151346735465546,0.17394312673875,0.200136161136091,0.208225808105494,0.225543897354766,0.198856682179633
,totalOtherIncomeExpensesNet,-22657000.0,-81973000.0,9227000.0,7115000.0,5346000.0,342000.0,4373000.0,772000.0,1175000.0,-280000.0,-252000.0,590000.0,-886000.0,-121000.0
,incomeBeforeTax,487836000.0,315849000.0,357024000.0,330709000.0,267284000.0,220476000.0,243199000.0,153458000.0,143460000.0,109775000.0,83536000.0,68109000.0,52657000.0,31398000.0
,incomeBeforeTaxRatio,0.136317225168372,0.102002234141808,0.14587710373739,0.18377735260007,0.180799108193741,0.176838316091392,0.213540939531314,0.159876397868843,0.185896920895975,0.196774528924198,0.216242522139128,0.232797957390957,0.261971214359985,0.230114698230056
,incomeTaxExpense,134362000.0,85714000.0,59408000.0,50624000.0,37531000.0,26221000.0,26042000.0,15355000.0,10772000.0,8236000.0,5974000.0,7256000.0,3644000.0,1897000.0
,netIncome,413333000.0,238065000.0,296130000.0,274457000.0,224884000.0,193013000.0,215704000.0,136269000.0,132688000.0,101774000.0,77789000.0,61016000.0,49013000.0,29631000.0
,netIncomeRatio,0.11549866682762,0.0768821869658268,0.120996310415415,0.152517714554359,0.152118445724552,0.154810926829894,0.189398948271426,0.141968466037543,0.171938454202183,0.182432529325723,0.20136575314452,0.208553938072305,0.243842131709477,0.217164425226282
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,2.61,1.50394307701959,1.87224036114229,1.74201650611369,1.4343698276055,1.22,1.38,0.88,0.86,0.66,0.52,0.41,0.33,0.221013
,EPSDiluted,2.59,1.49689374035085,1.86766231595677,1.73721921901705,1.42881752978998,1.21,1.37,0.87,0.85,0.65,0.5,0.4,0.31,0.209243
,weightedAverageShsOut,158429576.0,158293890.0,158168794.0,157551320.0,156782439.0,156438606.0,156033992.0,155762959.0,154627784.0,153856715.0,150952249.0,149633634.0,149992200.0,134218191.0
,weightedAverageShsOutDil,159536890.0,159039345.0,158556500.0,157986394.0,157391686.0,157302174.0,157903464.0,157823792.0,156872441.0,156470579.0,154831633.0,153578336.0,156449101.0,142093794.0
