date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-1905181579.0,473455704.0,-291274645.0,78972397.0,666552810.0,-1288412920.0,-489273234.0,73967556.0,-131522392.0,142025798.0,58601474.0,649378719000.0,-855496359000.0,284415896000.0,-126348888000.0
,depreciationAndAmortization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-1024427199.0,-196176167.0,1611247938.0,1325952088.0,-4439193247.0,1586110518.0,568195698.0,-448130333.0,180397230.0,-684346151.0,-549469908.0,1047049000.0,-353790673000.0,-358067763000.0,0.0
,accountsReceivables,2200.0,-7571.0,10305000.0,68612000.0,-214021000.0,-3836000.0,2875000.0,12213000.0,-9523000.0,38126000.0,84750000.0,341284000.0,334931000.0,1259974000.0,-2643230000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,-153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,2585467.0,1027012666.0,1223188833.0,-388059105.0,-1714011193.0,2725182054.0,1139071536.0,570875838.0,1019006171.0,838608941.0,1522955092.0,2072425000.0,1025376000.0,354816049000.0,712883812000.0
,otherNonCashItems,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,-2253812505.0,250582318.0,-36685031.0,124258075.0,829333623.0,-1593560225.0,-573303603.0,272469058.0,-56007579.0,142850302.0,266345573.0,1598071288000.0,-2185934626000.0,216575433000.0,-181333434000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,1507663962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,0.0,1507663962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,-1026973397.0,-1223159803.0,-1846630713.0,-2920517807.0,-2725177054.0,-1139071536.0,-570875786.0,-1019006171.0,-838608739.0,-1522955092.0,0.0,0.0,0.0,0.0
,dividendsPaid,2200.0,-138151000.0,-10305000.0,-68612000.0,-214021000.0,-3836000.0,-2875000.0,-12213000.0,-9523000.0,-38126000.0,-84750000.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,295700514.0,925523855.0,648485544.0,2286524937.0,5904842797.0,2280570889.0,-149723657.0,1255411182.0,11412084.0,707139431.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,4386805233.0,-731272883.0,-297635948.0,-1198145169.0,-633992870.0,3179665743.0,1141499353.0,-720599443.0,236405011.0,-827196655.0,-815815661.0,-551022397000.0,2856494866000.0,-574643196000.0,894216246000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,2132992728.0,1026973397.0,-334320979.0,-1073887094.0,195340753.0,1586105518.0,568195750.0,-448130385.0,180397432.0,-684346353.0,-549470088.0,1033795481000.0,-1270135282000.0,792886000.0,-87123636000.0
,cashAtEndOfPeriod,3309238139.0,1026973397.0,1223159803.0,1846630713.0,2920517807.0,2725177054.0,1139071536.0,570875786.0,1019006171.0,838608739.0,1522955092.0,2072425180000.0,1025376289000.0,354816049000.0,712883812000.0
,cashAtBeginningOfPeriod,1176245411.0,1656935976000.0,1557480782.0,2920517807.0,2725177054.0,1139071536.0,570875786.0,1019006171.0,838608739.0,1522955092.0,2072425180.0,1025376289000.0,354816049000.0,712883812000.0,1000000.0
