date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY
,revenue,108000.0,4874000.0,4449000.0,2088000.0,0.0,0.0
,costOfRevenue,5476000.0,24799000.0,22761000.0,9541000.0,0.0,0.0
,grossProfit,-5368000.0,-19925000.0,-18312000.0,-7453000.0,0.0,0.0
,grossProfitRatio,-49.7037037037037,-4.08801805498564,-4.11598111935266,-3.56944444444444,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,1027000.0,1555000.0,4502000.0,8103000.0,6348000.0,2280604.0
,GeneralAndAdministrativeExpenses,8998000.0,19314000.0,14214000.0,6891000.0,6610000.0,3170659.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,5476000.0,0.0,0.0,0.0,0.0,6500.0
,operatingExpenses,10025000.0,20869000.0,18716000.0,14994000.0,12958000.0,5451263.0
,costAndExpenses,15501000.0,45668000.0,41477000.0,24535000.0,12958000.0,5451263.0
,interestExpense,1620000.0,3477000.0,3447000.0,1761000.0,639000.0,1128244.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,2411000.0,4081000.0,3403000.0,3071000.0,815000.0,198905.0
,EBITDA,-12982000.0,-36713000.0,-33625000.0,-19376000.0,-12143000.0,-5252358.0
,EBITDARatio,-120.203703703704,-7.53241690603201,-7.55787817487076,-9.27969348659004,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-15393000.0,-40794000.0,-37028000.0,-22447000.0,-12958000.0,-5451263.0
,operatingIncomeRatio,-142.527777777778,-8.36971686499795,-8.32276916160935,-10.7504789272031,0.0,0.0
,totalOtherIncomeExpensesNet,-8795000.0,-792000.0,0.0,-2411000.0,0.0,-5769754.0
,incomeBeforeTax,-25760000.0,-44793000.0,-40252000.0,-26578000.0,-13556000.0,-12330037.0
,incomeBeforeTaxRatio,-238.518518518519,-9.19019286007386,-9.04742638795235,-12.7289272030651,0.0,0.0
,incomeTaxExpense,2000.0,2000.0,2000.0,2000.0,1000.0,1600.0
,netIncome,-25762000.0,-44795000.0,-40254000.0,-26580000.0,-13557000.0,-12331637.0
,netIncomeRatio,-238.537037037037,-9.19060320065655,-9.04787592717465,-12.7298850574713,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-0.492921641779979,-0.86,-1.18,-1.31,-0.89,-1.47
,EPSDiluted,-0.492921641779979,-0.86,-1.18,-1.31,-0.89,-1.47
,weightedAverageShsOut,60998971.0,52263885.0,34154826.0,20293100.0,15267233.0,8404311.0
,weightedAverageShsOutDil,60998971.0,52263885.0,34154826.0,20293100.0,15267233.0,8404311.0
