date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY
,revenue,7984900000.0,7285600000.0,7096700000.0,6654500000.0,5379800000.0,5045900000.0,5787694000.0,5952943000.0,6669266000.0,6818721000.0,5149500000.0,3734280000.0,4850820000.0,6085672000.0,5460221000.0,4112629000.0,1715919000.0,798406000.0,664650000.0,657521000.0,711057000.0,584500000.0,627900000.0,814200000.0,753000000.0
,costOfRevenue,4705400000.0,4370800000.0,4083300000.0,3923900000.0,3681200000.0,3438300000.0,3285474000.0,3267269000.0,3094976000.0,2763152000.0,2099438000.0,1848251000.0,2219196000.0,2162375000.0,2042544000.0,1659749000.0,681185000.0,480746000.0,450243000.0,461109000.0,449176000.0,417300000.0,447400000.0,456500000.0,394700000.0
,grossProfit,3279500000.0,2914800000.0,3013400000.0,2730600000.0,1698600000.0,1607600000.0,2502220000.0,2685674000.0,3574290000.0,4055569000.0,3050062000.0,1886029000.0,2631624000.0,3923297000.0,3417677000.0,2452880000.0,1034734000.0,317660000.0,214407000.0,196412000.0,261881000.0,167200000.0,180500000.0,357700000.0,358300000.0
,grossProfitRatio,0.41071272025949,0.400076863950807,0.424619893753435,0.410338868434894,0.315736644484925,0.318595295190154,0.432334536000003,0.451150632552672,0.535934539123196,0.594769752274657,0.592302553645985,0.505058270938441,0.542511163061091,0.644677695413095,0.625922833526335,0.596426276233524,0.603020305737042,0.397867751494853,0.322586323628978,0.298715934548098,0.368298181439744,0.286056458511548,0.287466157031374,0.439326946696143,0.475830013280212
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30904000.0,34853000.0,47500000.0,49600000.0,75600000.0,68000000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-27500000.0,-7000000.0,-30700000.0,-15700000.0,-24600000.0,-25300000.0,-40841000.0,17106000.0,-6990000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,158800000.0,161800000.0,132200000.0,111700000.0,134400000.0,193200000.0,269380000.0,153562000.0,149174000.0,430146000.0,445858000.0,400881000.0,429734000.0,409373000.0,362199000.0,358380000.0,107635000.0,100826000.0,95423000.0,107189000.0,112300000.0,121700000.0,110500000.0,122300000.0,109600000.0
,costAndExpenses,4864200000.0,4532600000.0,4215500000.0,4035600000.0,3815600000.0,3631500000.0,3554854000.0,3420831000.0,3244150000.0,3193298000.0,2545296000.0,2249132000.0,2648930000.0,2571748000.0,2404743000.0,2018129000.0,788820000.0,581572000.0,545666000.0,568298000.0,561476000.0,539000000.0,557900000.0,578800000.0,504300000.0
,interestExpense,366600000.0,340700000.0,277100000.0,306000000.0,290700000.0,210800000.0,138576000.0,196605000.0,172405000.0,186489000.0,160487000.0,99793000.0,0.0,0.0,85471000.0,86365000.0,0.0,13165000.0,0.0,0.0,15878000.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327302000.0,327898000.0,275062000.0,277248000.0,77753000.0,73579000.0,67840000.0,76285000.0,77447000.0,74200000.0,60900000.0,46700000.0,41600000.0
,EBITDA,3888000000.0,3531600000.0,3540800000.0,3279800000.0,2193800000.0,1910700000.0,2652253000.0,2965173000.0,3759100000.0,3927358000.0,2935244000.0,1814348000.0,2529192000.0,3841822000.0,3330540000.0,2371748000.0,1004852000.0,290413000.0,186824000.0,165508000.0,227028000.0,119700000.0,130900000.0,282100000.0,290300000.0
,EBITDARatio,0.486919059725231,0.484737015482596,0.498936125241309,0.492869486813435,0.407784676010261,0.378663865712757,0.458257295565384,0.498102031213805,0.563645234722982,0.575966959199533,0.57000563161472,0.485862870486412,0.521394733261593,0.631289691590345,0.609964321956932,0.576698749145619,0.585605730806641,0.363741003950371,0.281086286015196,0.25171515434488,0.319282420396677,0.204790419161677,0.208472686733556,0.34647506755097,0.385524568393094
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,3120700000.0,2753000000.0,2881200000.0,2618900000.0,1564200000.0,1414400000.0,2232840000.0,2532112000.0,3425116000.0,3625423000.0,2604204000.0,1485148000.0,2201890000.0,3513924000.0,3055478000.0,2094500000.0,927099000.0,216834000.0,118984000.0,89223000.0,149581000.0,45500000.0,70000000.0,235400000.0,248700000.0
