Date,2018-12-31,2017-12-31
Cash and cash equivalents,12964859.0,10689462.0
Short-term investments,0.0,0.0
Cash and short-term investments,12964859.0,10689462.0
Receivables,33839528.0,12322226.0
Inventories,53683391.0,17366244.0
Total current assets,111747188.0,44513169.0
Property Plant & Equipment Net,1476512.0,218979.0
Goodwill and Intangible Assets,1502231.0,1831810.0
Long-term investments,0.0,0.0
Tax assets,1056211.0,82059.0
Total non-current assets,6025220.0,3934079.0
Total assets,117772408.0,48447248.0
Payables,40963164.0,15106961.0
Short-term debt,21956149.0,4087111.0
Total current liabilities,74829252.0,24279697.0
Long-term debt,0.0,0.0
Total debt,21956149.0,4087111.0
Deferred revenue,0.0,0.0
Tax Liabilities,3117048.0,2123997.0
Deposit Liabilities,0.0,0.0
Total non-current liabilities,318670.0,551678.0
Total liabilities,75147922.0,24831375.0
Other comprehensive income,-1420369.0,-750296.0
Retained earnings (deficit),-21852692.0,-19896740.0
Total shareholders equity,-32533454.0,-20646224.0
Investments,0.0,0.0
Net Debt,,
Other Assets,,
Other Liabilities,11909939.0,5085625.0
