date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-35584000.0,9388000.0,-5329000.0,-65025000.0,-26887000.0,-15001000.0,-52739000.0,-107029000.0,-114394000.0,30648000.0,-58789000.0,-44093388.0,-32473124.0,-24981820.0
,depreciationAndAmortization,21000.0,0.0,0.0,0.0,30000.0,9567000.0,6219000.0,3775000.0,2510000.0,1654000.0,1350000.0,1288886.0,1320754.0,1334239.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,2355000.0,2358000.0,2546000.0,1089000.0,999000.0,1132000.0,2808000.0,3940000.0,8007000.0,5903000.0,4085000.0,2386982.0,2305615.0,788317.0
,changeInWorkingCapital,-240000.0,19664000.0,-8241000.0,2093000.0,-12012000.0,9205000.0,-78738000.0,-54040000.0,-48235000.0,96426000.0,84570644.0,2716287.0,-26468580.0,14738994.0
,accountsReceivables,433000.0,1395000.0,-2624000.0,625000.0,3614000.0,-2300000.0,-1357000.0,19665000.0,-13439000.0,-6819000.0,96000.0,1594012.0,-1459753.0,-621056.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,1914000.0,-2033000.0,1063000.0,250000.0,760000.0,-1820000.0,-993000.0,-6390000.0,1724000.0,-343000.0,1756000.0,3636124.0,1436841.0,1284965.0
,otherWorkingCapital,-2627000.0,29482000.0,9818000.0,18059000.0,15966000.0,27978000.0,18773000.0,97511000.0,151551000.0,199786000.0,103360000.0,18789356.0,16073069.0,42541649.0
,otherNonCashItems,469000.0,567000.0,556000.0,514000.0,465000.0,655000.0,347000.0,285000.0,380000.0,31298000.0,721000.0,1018968.0,468732.0,540530.0
,netCashProvidedByOperatingActivites,-37983000.0,-2919000.0,-25026000.0,-19164000.0,-31066000.0,-18230000.0,-54248000.0,-84402000.0,-105729000.0,26451000.0,-51825000.0,-9973472.0,-35301386.0,-8604480.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-363000.0,0.0,0.0,0.0,-7000.0,-22000.0,-12942000.0,-3668000.0,-9948000.0,-2628000.0,-1686000.0,-1733921.0,-1356502.0,-375400.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-36133000.0,-17917000.0,-6733000.0,-34852000.0,-29421000.0,-19085000.0,-42306000.0,-175391000.0,-194584000.0,-376270000.0,-167706000.0,-35926719.0,-28644995.0,-73019015.0
,salesMaturitiesOfInvestments,54200000.0,0.0,25312000.0,24450000.0,28664000.0,11550000.0,109767000.0,191129000.0,339779000.0,234795000.0,78886000.0,41075000.0,58152331.0,33500000.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,17704000.0,-17917000.0,18579000.0,-10402000.0,-764000.0,-6316000.0,54710000.0,12070000.0,135247000.0,-144103000.0,-90506000.0,3414360.0,28150834.0,-39894415.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-6497000.0,-3834000.0,0.0,0.0,0.0,-11612000.0,-7785000.0,-7104000.0,-2172000.0,0.0,-3278000.0,-1986004.0,-13947678.0,-4619766.0
,commonStockIssued,53678000.0,30328000.0,16465000.0,24519000.0,15407000.0,10486000.0,191000.0,54102000.0,0.0,112130000.0,136923000.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-255000.0,-300000.0,-540000.0,-100000.0,-115000.0,0.0,-1388000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,52255000.0,26194000.0,15925000.0,29419000.0,20292000.0,-1126000.0,1018000.0,46998000.0,3136000.0,115367000.0,142832000.0,31034782.0,6881264.0,52834298.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26000.0,-26000.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,31976000.0,5358000.0,9478000.0,-147000.0,-11538000.0,-25672000.0,1480000.0,-25308000.0,32628000.0,-2285000.0,501000.0,24475670.0,-269288.0,4335403.0
,cashAtEndOfPeriod,61761000.0,29785000.0,24427000.0,14949000.0,15096000.0,26634000.0,52306000.0,50826000.0,76134000.0,43506000.0,45791000.0,45289482.0,20813812.0,21083100.0
,cashAtBeginningOfPeriod,29785000.0,24427000.0,14949000.0,15096000.0,26634000.0,52306000.0,50826000.0,76134000.0,43506000.0,45791000.0,45290000.0,20813812.0,21083100.0,16747697.0
