date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY
,revenue,300566000.0,288837000.0,297943000.0,289000000.0,473543000.0,566065000.0,540797000.0,526578000.0,576691000.0,613157000.0,510514000.0,547915000.0,533500000.0,433150000.0,327716000.0,164008000.0,50701000.0
,costOfRevenue,118962000.0,93904000.0,89667000.0,90812000.0,175069000.0,209509000.0,184772000.0,179263000.0,229048000.0,235301000.0,202759000.0,215047000.0,219900000.0,0.0,0.0,0.0,0.0
,grossProfit,181604000.0,194933000.0,208276000.0,198188000.0,298474000.0,356556000.0,356025000.0,347315000.0,347643000.0,377856000.0,307755000.0,332868000.0,313700000.0,433150000.0,327716000.0,164008000.0,50701000.0
,grossProfitRatio,0.604206729969458,0.674889297423807,0.699046461907143,0.685771626297578,0.630299677114855,0.629885260526618,0.658333903479494,0.659569902274687,0.602823695878729,0.616246736154036,0.602833614749057,0.607517589407116,0.588003748828491,1.0,1.0,1.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,44011000.0,36346000.0,36087000.0,36420000.0,33876000.0,29683000.0,31275000.0,61866000.0,25163000.0,23930000.0,23216000.0,31218000.0,23900000.0,18580000.0,12156000.0,9056000.0,4380000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,143043000.0,142546000.0,150436000.0,149217000.0,199194000.0,248301000.0,227884000.0,248681000.0,236919000.0,261461000.0,219366000.0,239491000.0,238100000.0,18580000.0,12156000.0,9056000.0,4380000.0
,costAndExpenses,262005000.0,236450000.0,240103000.0,240029000.0,374263000.0,457810000.0,412656000.0,427944000.0,465967000.0,496762000.0,422125000.0,454538000.0,458000000.0,18580000.0,12156000.0,9056000.0,4380000.0
,interestExpense,37439000.0,43170000.0,56499000.0,60516000.0,67609000.0,85296000.0,75711000.0,101941000.0,106391000.0,108653000.0,82038000.0,85597000.0,79648000.0,49950000.0,42912000.0,25098000.0,17610000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,99032000.0,106200000.0,114349000.0,112797000.0,165318000.0,218618000.0,196609000.0,186815000.0,211756000.0,237531000.0,196150000.0,208273000.0,221000000.0,61289000.0,47214000.0,24505000.0,7456000.0
,EBITDA,137593000.0,158587000.0,172189000.0,161768000.0,264598000.0,326873000.0,324750000.0,285449000.0,322480000.0,353926000.0,284539000.0,301650000.0,296500000.0,110685000.0,94917000.0,52746000.0,17577000.0
,EBITDARatio,0.457779655716215,0.549053618476857,0.577925979130236,0.559750865051903,0.558762351043094,0.577447819596689,0.600502591545441,0.542083034232345,0.559190276942071,0.577219211392841,0.557357878530266,0.550541598605623,0.555763823805061,0.255535034052869,0.289631876380769,0.321606263109117,0.346679552671545
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,38561000.0,52387000.0,57840000.0,48971000.0,99280000.0,108255000.0,128141000.0,98634000.0,110724000.0,116395000.0,88389000.0,93377000.0,75500000.0,49396000.0,47703000.0,28241000.0,10121000.0
,operatingIncomeRatio,0.128294617488339,0.181372192620751,0.194131092188774,0.169449826989619,0.209653611182089,0.191241288544602,0.236948429817473,0.187311281519547,0.191998834731251,0.189829032368545,0.173137269497017,0.170422419535877,0.141518275538894,0.114039016506984,0.145562011009533,0.172192819862446,0.199621309244394
,totalOtherIncomeExpensesNet,114469000.0,-305000.0,1293000.0,177844000.0,45767000.0,14784000.0,35609000.0,-4402000.0,-3101000.0,3385000.0,-29840000.0,-5631000.0,3000000.0,2783000.0,7705000.0,9557000.0,0.0
,incomeBeforeTax,115591000.0,9085000.0,9528000.0,175828000.0,84726000.0,44997000.0,95314000.0,26320000.0,41103000.0,53526000.0,19594000.0,42217000.0,-22700000.0,-4178000.0,11381000.0,12700000.0,-4562000.0
,incomeBeforeTaxRatio,0.384577763286599,0.0314537264962591,0.0319792712028811,0.608401384083045,0.178919337842604,0.0794908711897044,0.176247279478252,0.049983098420367,0.0712738711025488,0.0872957497019523,0.0383809258903772,0.0770502723962658,-0.0425492033739456,-0.00964561930047328,0.0347282403056305,0.077435247061119,-0.0899785014102286
,incomeTaxExpense,-2805000.0,21000.0,37000.0,-213000.0,445000.0,378000.0,662000.0,500000.0,586000.0,-276000.0,-226000.0,265000.0,-844000.0,-460000.0,0.0,0.0,0.0
,netIncome,115710000.0,9197000.0,9491000.0,176041000.0,84281000.0,44619000.0,92635000.0,15720000.0,48039000.0,56642000.0,23266000.0,40594000.0,-22700000.0,-4668000.0,11268000.0,12521000.0,-4562000.0
,netIncomeRatio,0.384973682984769,0.0318414884519643,0.0318550863755819,0.609138408304498,0.177979613255818,0.0788231033538551,0.171293479808505,0.0298531271720429,0.0833011092595515,0.0923776455296115,0.0455736767258097,0.0740881341083927,-0.0425492033739456,-0.010776867136096,0.0343834295548585,0.0763438368860056,-0.0899785014102286
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,1.014510543159,0.0791064931490354,0.08050861834962,1.45735336727514,0.684487939576058,0.357647266285659,0.741910940253083,0.12,0.357985,0.422095,0.173378,0.302505,-0.22299,-0.01421,0.04747,0.08964,-0.14542
,EPSDiluted,0.988070738726122,0.0789726768448711,0.0802207740615835,1.45297501630089,0.683943584250333,0.357389444680289,0.741566467602747,0.12,0.357985,0.422095,0.173378,0.302505,-0.22299,-0.01421,0.04747,0.08964,-0.14542
,weightedAverageShsOut,114055000.0,116261000.0,117888000.0,120795000.0,123130000.0,124757000.0,124860000.0,134085000.0,134192610.0,134192610.0,134192610.0,134192610.0,101800000.0,328615000.0,237373000.0,139680000.0,31372000.0
,weightedAverageShsOutDil,117107000.0,116458000.0,118311000.0,121159000.0,123228000.0,124847000.0,124918000.0,134085000.0,134192610.0,134192610.0,134192610.0,134192610.0,101800000.0,328615000.0,237373000.0,139680000.0,31372000.0
