date,,2021-01-02_FY,2019-12-28_FY,2018-12-29_FY,2017-12-30_FY,2016-12-31_FY,2016-01-02_FY,2015-01-03_FY,2013-12-28_FY,2012-12-29_FY,2011-12-31_FY,2011-01-01_FY,2010-01-02_FY,2009-01-03_FY,2007-12-29_FY,2006-12-30_FY,2005-12-31_FY,2005-01-01_FY,2004-01-03_FY,2002-12-28_FY,2001-12-29_FY,2000-12-30_FY,1999-12-31_FY
,revenue,886677000.0,837554000.0,868267000.0,768867000.0,697626000.0,644826000.0,620700000.0,580100000.0,563300000.0,491625000.0,493300000.0,441000000.0,415600000.0,337500000.0,288200000.0,425689000.0,456200000.0,325300000.0,182000000.0,74100000.0,103100000.0,46900000.0
,costOfRevenue,359151000.0,327270000.0,346868000.0,314676000.0,276122000.0,264056000.0,242200000.0,227200000.0,225300000.0,193179000.0,169100000.0,161300000.0,159800000.0,130200000.0,100700000.0,193904000.0,206300000.0,162300000.0,79900000.0,31900000.0,35600000.0,13600000.0
,grossProfit,527526000.0,510284000.0,521399000.0,454191000.0,421504000.0,380770000.0,378500000.0,352900000.0,338000000.0,298446000.0,324200000.0,279700000.0,255800000.0,207300000.0,187500000.0,231785000.0,249900000.0,163000000.0,102100000.0,42100000.0,67500000.0,33300000.0
,grossProfitRatio,0.594947201743138,0.609255045047842,0.600505374498858,0.590727655108101,0.60419766465126,0.590500383049071,0.609795392299017,0.60834338907085,0.600035505059471,0.607060259344012,0.657206568011352,0.634240362811791,0.615495668912416,0.614222222222222,0.65058986814712,0.544493750132139,0.547786058746164,0.501075929910851,0.560989010989011,0.568151147098516,0.65470417070805,0.71002132196162
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,287887000.0,257150000.0,238347000.0,209491000.0,199744000.0,188050000.0,173000000.0,157800000.0,138000000.0,135953000.0,123800000.0,104400000.0,101200000.0,89300000.0,89800000.0,101222000.0,78100000.0,51900000.0,32000000.0,29000000.0,19400000.0,8300000.0
,GeneralAndAdministrativeExpenses,0.0,196437000.0,197844000.0,159726000.0,155483000.0,160486000.0,154100000.0,130800000.0,114400000.0,112419000.0,113800000.0,108800000.0,100700000.0,94800000.0,89000000.0,72553000.0,65200000.0,44100000.0,39100000.0,25300000.0,21400000.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,201339000.0,0.0,0.0,0.0,-485000.0,127000.0,-234000.0,157000.0,484000.0,0.0,-1253000.0,-90000.0,10250000.0,-469000.0,3200000.0,0.0,4237000.0,6586000.0,0.0,0.0,0.0,0.0
,operatingExpenses,489226000.0,453587000.0,436191000.0,369217000.0,355227000.0,348536000.0,327100000.0,288600000.0,252300000.0,248372000.0,237600000.0,213200000.0,212200000.0,184200000.0,181400000.0,173775000.0,143200000.0,97600000.0,71100000.0,93400000.0,44500000.0,0.0
,costAndExpenses,848377000.0,780857000.0,783059000.0,683893000.0,631349000.0,612592000.0,569300000.0,515800000.0,477600000.0,441551000.0,406700000.0,374500000.0,372000000.0,314400000.0,282100000.0,367679000.0,349500000.0,259900000.0,151000000.0,125300000.0,80100000.0,32200000.0
,interestExpense,34142000.0,18970000.0,18392000.0,14638000.0,2587000.0,2828000.0,3154000.0,3293000.0,1149000.0,37000.0,77000.0,180000.0,433000.0,628000.0,872000.0,0.0,311000.0,49000.0,1000000.0,2900000.0,2800000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,17780000.0,56467000.0,60014000.0,42012000.0,40931000.0,41648000.0,30500000.0,29400000.0,27800000.0,24600000.0,19300000.0,19700000.0,18700000.0,16100000.0,18000000.0,20530000.0,19500000.0,19100000.0,12300000.0,47500000.0,9700000.0,3100000.0
,EBITDA,56080000.0,113164000.0,145222000.0,126986000.0,107208000.0,73882000.0,81900000.0,93700000.0,113500000.0,74674000.0,106000000.0,86200000.0,62400000.0,39200000.0,24100000.0,78540000.0,126200000.0,84500000.0,43300000.0,-3700000.0,32700000.0,17800000.0
,EBITDARatio,0.0632473832071882,0.135112482299649,0.167255003357262,0.165159904118658,0.153675465077276,0.114576645482657,0.131947800869986,0.161523875193932,0.201491212497781,0.15189219425375,0.214879383742145,0.19546485260771,0.150144369586141,0.116148148148148,0.0836224843858432,0.184500891495904,0.276633055677334,0.259760221334153,0.237912087912088,-0.0499325236167341,0.317167798254122,0.37953091684435
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,38300000.0,56697000.0,85208000.0,84974000.0,66277000.0,32234000.0,51400000.0,64300000.0,85700000.0,50074000.0,86700000.0,66500000.0,43700000.0,23100000.0,6100000.0,58010000.0,106700000.0,65400000.0,31000000.0,-51200000.0,23000000.0,14700000.0
,operatingIncomeRatio,0.0431949853215996,0.0676935457295888,0.0981357117107986,0.110518464181712,0.0950036265850183,0.0499886791165369,0.0828097309489286,0.110842958110671,0.152139179833126,0.101854055428426,0.175755118589094,0.150793650793651,0.105149181905679,0.0684444444444444,0.0211658570437196,0.136273194750158,0.233888645330995,0.201045189056256,0.17032967032967,-0.690958164642375,0.223084384093113,0.313432835820896
,totalOtherIncomeExpensesNet,11143000.0,13185000.0,6647000.0,6057000.0,-485000.0,127000.0,-200000.0,200000.0,500000.0,444000.0,-1300000.0,-100000.0,-600000.0,-500000.0,700000.0,-332000.0,2100000.0,-500000.0,-600000.0,0.0,100000.0,0.0
,incomeBeforeTax,15301000.0,49649000.0,72161000.0,76903000.0,64496000.0,30263000.0,49000000.0,62000000.0,86300000.0,52340000.0,87700000.0,69000000.0,53100000.0,46500000.0,19700000.0,65641000.0,111600000.0,66200000.0,31300000.0,-48400000.0,25800000.0,14300000.0
,incomeBeforeTaxRatio,0.0172565658069398,0.0592785659193318,0.0831092279218259,0.100021200025492,0.0924506827440491,0.0469320405814902,0.0789431287256323,0.1068781244613,0.153204331617255,0.106463259598271,0.177782282586661,0.156462585034014,0.12776708373436,0.137777777777778,0.0683553088133241,0.154199427281419,0.244629548443665,0.203504457423916,0.171978021978022,-0.653171390013495,0.250242483026188,0.304904051172708
,incomeTaxExpense,2770000.0,30384000.0,-6330000.0,3511000.0,3002000.0,677000.0,11000000.0,12200000.0,22800000.0,16868000.0,14400000.0,-4100000.0,20200000.0,6800000.0,4300000.0,18135000.0,34900000.0,21500000.0,10600000.0,-2800000.0,11800000.0,3300000.0
,netIncome,12531000.0,19265000.0,83591000.0,47092000.0,61494000.0,29586000.0,38000000.0,49800000.0,63500000.0,35472000.0,73200000.0,73100000.0,32900000.0,204800000.0,31200000.0,47506000.0,76700000.0,44700000.0,20700000.0,-45600000.0,14000000.0,11000000.0
,netIncomeRatio,0.0141325420643594,0.0230015019927073,0.0962733813446785,0.0612485644461266,0.0881475174377102,0.0458821449507309,0.0612212018688577,0.0858472677124634,0.112728563820344,0.0721525553012967,0.148388404621934,0.165759637188209,0.079162656400385,0.606814814814815,0.108258154059681,0.111597903633874,0.168128014028935,0.137411620043037,0.113736263736264,-0.615384615384615,0.135790494665373,0.23454157782516
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,0.286507990945881,0.444447007797721,1.93681503278575,1.10945672148141,1.47,0.699283840317663,0.884337910169886,1.16586679152523,1.50702487184355,0.82,1.6322889954287,1.62361459698376,0.683863726121931,3.73545398168752,0.563726375889857,0.89,1.49015950729537,0.915046059365404,0.40748,-0.99346,0.28689,0.73
,EPSDiluted,0.283160844217472,0.434974034770829,1.89789755698847,1.08677190067387,1.45,0.688927698218652,0.867718585162012,1.14385465236466,1.47311279172273,0.79,1.56604338710368,1.57062438227837,0.671579334136235,3.63629907139433,0.545445009702628,0.86,1.39497662913992,0.854880660954712,0.40748,-0.99346,0.28689,0.25
,weightedAverageShsOut,43737000.0,43346000.0,43159000.0,42446000.0,41713000.0,42309000.0,42970000.0,42715000.0,42136000.0,43421000.0,44845000.0,45023000.0,48109000.0,54826000.0,55346000.0,53399000.0,51471000.0,48850000.0,50800000.0,45900000.0,48800000.0,47250000.0
