date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-766796000.0,-528805000.0,-240922000.0,-127190000.0,-63677000.0,-10062000.0
,depreciationAndAmortization,9447000.0,0.0,0.0,0.0,5000.0,0.0
,deferredIncomeTax,0.0,0.0,0.0,9000.0,-9000.0,0.0
,stockBasedCompensation,57414000.0,54972000.0,16925000.0,13239000.0,4603000.0,2837000.0
,changeInWorkingCapital,-106805000.0,9303000.0,125569000.0,111143000.0,14535000.0,-261000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-37965000.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,32807000.0,3319000.0,5390000.0,3975000.0,678000.0,23000.0
,otherWorkingCapital,7754000.0,262108000.0,252805000.0,127236000.0,16093000.0,1558000.0
,otherNonCashItems,82197000.0,45583000.0,16075000.0,13930000.0,24312000.0,264000.0
,netCashProvidedByOperatingActivites,-702879000.0,-377331000.0,-197141000.0,-94815000.0,-29504000.0,-5625000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-3970000.0,-3784000.0,-4165000.0,-541000.0,-26000.0,-3000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-319395000.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,94985000.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,127000.0,-127000.0,0.0
,netCashUsedForInvestingActivites,-269880000.0,-3784000.0,-10540000.0,-7041000.0,-3153000.0,-3000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-2240000.0,0.0,0.0,-5595000.0,0.0,0.0
,commonStockIssued,283333000.0,303221000.0,234078000.0,179996000.0,11399000.0,4853000.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,205300000.0,-1150000.0,103060000.0,-5068000.0,-1637000.0,463000.0
,netCashUsedProvidedByFinancingActivities,788824000.0,434593000.0,340462000.0,209759000.0,54762000.0,5316000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,439000.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-183496000.0,53478000.0,132781000.0,107903000.0,22105000.0,-312000.0
,cashAtEndOfPeriod,134231000.0,317727000.0,264249000.0,131468000.0,23565000.0,1460000.0
,cashAtBeginningOfPeriod,317727000.0,264249000.0,131468000.0,23565000.0,1460000.0,1772000.0
,operatingCashFlow,-702879000.0,-377331000.0,-197141000.0,-94815000.0,-29504000.0,-5625000.0
,capitalExpenditure,-45470000.0,-3784000.0,-4165000.0,-541000.0,-26000.0,-3000.0
,freeCashFlow,-748349000.0,-381115000.0,-201306000.0,-95356000.0,-29530000.0,-5628000.0
