date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY
,revenue,6090000000.0,8479000000.0,8453000000.0,7304000000.0,7251000000.0,14757000000.0,21440000000.0,22869000000.0,20041000000.0,14658000000.0,12156000000.0,12712000000.0,13431400000.0,9789000000.0,7025800000.0,4644500000.0,2318100000.0,2004920000.0,1521946000.0,1747455000.0,1149920000.0,745200000.0,1172000000.0,1005600000.0
,costOfRevenue,5656000000.0,7634000000.0,7009000000.0,6412000000.0,7352000000.0,11694000000.0,15631000000.0,17380000000.0,14702000000.0,10161000000.0,8324000000.0,8928000000.0,9359900000.0,6958800000.0,5265200000.0,3657300000.0,1821700000.0,1540743000.0,1160082000.0,1319621000.0,849740000.0,580300000.0,879800000.0,784700000.0
,grossProfit,434000000.0,845000000.0,1444000000.0,892000000.0,-101000000.0,3063000000.0,5809000000.0,5489000000.0,5339000000.0,4497000000.0,3832000000.0,3784000000.0,4071500000.0,2830200000.0,1760600000.0,987200000.0,496400000.0,464177000.0,361864000.0,427834000.0,300180000.0,164900000.0,292200000.0,220900000.0
,grossProfitRatio,0.071264367816092,0.0996579785352046,0.170826925351946,0.122124863088719,-0.013929113225762,0.207562512705835,0.270942164179104,0.24001924001924,0.266403872062272,0.306794924273434,0.315235274761435,0.297671491504091,0.303132957100526,0.289120441311676,0.250590680064904,0.212552481429648,0.214140891247142,0.231518963350159,0.237764020536865,0.244832628021895,0.261044246556282,0.221282877079979,0.249317406143345,0.21966984884646
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,968000000.0,1303000000.0,1233000000.0,1169000000.0,1338000000.0,1764000000.0,2092000000.0,2066000000.0,1782000000.0,1560000000.0,1385000000.0,1322000000.0,1154000000.0,785800000.0,641600000.0,478700000.0,327800000.0,305189000.0,227541000.0,238557000.0,186924000.0,119700000.0,135500000.0,108300000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-17000000.0,-90000000.0,-99000000.0,-33000000.0,-101000000.0,-123000000.0,-90000000.0,-41000000.0,-71000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
