date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,23796000.0,33990000.0,66305000.0,17858000.0,-10608000.0,15602000.0,-19100000.0,31463000.0,19533000.0,12955000.0,623000.0,-792111.750205,-2816318.287388
,depreciationAndAmortization,0.0,0.0,0.0,0.0,429000.0,797000.0,983000.0,895000.0,0.0,0.0,64000.0,0.0,5695243.865495
,deferredIncomeTax,20175000.0,33350000.0,38646000.0,29252000.0,7391000.0,17277000.0,9130000.0,13763000.0,18802000.0,3080000.0,794000.0,1478225.143796,3753408.058164
,stockBasedCompensation,4567000.0,-2051000.0,-36000.0,468000.0,761000.0,5586000.0,3221000.0,1703000.0,3682000.0,-416000.0,2707000.0,1173377.156943,0.0
,changeInWorkingCapital,-11055000.0,4947000.0,-17676000.0,-9599000.0,24182000.0,441000.0,4045000.0,-8375000.0,-3596000.0,-1084000.0,-2224000.0,-258833.196385,1554074.522872
,accountsReceivables,-14309000.0,3637000.0,-11782000.0,-18521000.0,13233000.0,-4521000.0,8538000.0,-6971000.0,-3085000.0,-4908000.0,-5073000.0,221857.025472,0.0
,inventory,-1036000.0,1792000.0,-4744000.0,-2922000.0,3324000.0,282000.0,-2648000.0,-1567000.0,-7273000.0,-1537000.0,-313000.0,-358258.011504,-805816.419267
,accountsPayables,3021000.0,696000.0,542000.0,4861000.0,8106000.0,4910000.0,-1339000.0,718000.0,0.0,0.0,3158000.0,-149548.069022,0.0
,otherWorkingCapital,-352000.0,-682000.0,-793000.0,-349000.0,-273000.0,-171000.0,-139000.0,-386000.0,-67000.0,0.0,0.0,0.0,0.0
,otherNonCashItems,-42000.0,830000.0,698000.0,579000.0,274000.0,728000.0,486000.0,210000.0,-14169000.0,-2479000.0,1081000.0,225143.79622,7213975.562961
,netCashProvidedByOperatingActivites,63005000.0,83455000.0,70202000.0,52700000.0,54768000.0,60192000.0,44954000.0,53850000.0,35508000.0,21109000.0,13686000.0,7272801.972062,13366656.568717
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-195658000.0,-61108000.0,-47060000.0,-40229000.0,-57130000.0,-38943000.0,-60507000.0,-44839000.0,-76676000.0,-36411000.0,-14121000.0,-22809367.296631,-16469756.639402
,acquisitionsNet,-190000000.0,-60000000.0,-10000000.0,-5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-45145000.0,-237787000.0,-152912000.0,-48079000.0,-95453000.0,-65657000.0,-27241000.0,-6000000.0,-49671000.0,-13858000.0,-6225000.0,0.0,0.0
,salesMaturitiesOfInvestments,128320000.0,191632000.0,160636000.0,41845000.0,92927000.0,47641000.0,15178000.0,17000000.0,53406000.0,0.0,489000.0,0.0,0.0
,otherInvestingActivites,-32731000.0,-96642000.0,47000.0,0.0,-6746000.0,-68000.0,862000.0,677000.0,3043000.0,-7205000.0,-66000.0,-13968.775678,-1043118.246996
,netCashUsedForInvestingActivites,-145214000.0,-205053000.0,-39289000.0,-51329000.0,-66389000.0,-56960000.0,-71659000.0,-33046000.0,-69857000.0,-57393000.0,-16979000.0,-22791290.057518,-17473492.880945
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-8385000.0,-907000.0,-2128000.0,-1213000.0,0.0,-227000.0,-449000.0,-1644000.0,-1196000.0,-1231000.0,-976000.0,-305669.67954,0.0
,commonStockIssued,0.0,959000.0,76686000.0,10025000.0,2026000.0,8458000.0,707000.0,738000.0,3656000.0,74922000.0,1025000.0,6602300.739523,56071897.404827
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-2490000.0,-1338000.0,-5018000.0,-1213000.0,0.0,0.0,-449000.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,75125000.0,28714000.0,69540000.0,8806000.0,41342000.0,8231000.0,258000.0,-906000.0,2478000.0,73691000.0,49000.0,6296631.059984,50152479.046754
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-15000.0,313000.0,137000.0,89000.0,-370000.0,-300000.0,-569000.0,92000.0,303000.0,2128000.0,4553000.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-7099000.0,-92571000.0,100590000.0,10266000.0,29351000.0,11163000.0,-27016000.0,19990000.0,-31568000.0,39535000.0,1309000.0,-9221857.025472,46045642.734525
,cashAtEndOfPeriod,83404000.0,90503000.0,183074000.0,82484000.0,72218000.0,42867000.0,31704000.0,58720000.0,38730000.0,70298000.0,30763000.0,29594905.505341,47702716.348581
,cashAtBeginningOfPeriod,90503000.0,183074000.0,82484000.0,72218000.0,42867000.0,31704000.0,58720000.0,38730000.0,70298000.0,30763000.0,29454000.0,38816762.530813,1657073.614056
,operatingCashFlow,63005000.0,83455000.0,70202000.0,52700000.0,54768000.0,60192000.0,44954000.0,53850000.0,35508000.0,21109000.0,13686000.0,7272801.972062,13366656.568717
