date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY
,revenue,348566000.0,628414000.0,544135000.0,341191000.0,155048000.0,221395000.0
,costOfRevenue,236948000.0,393607000.0,325905000.0,225151000.0,125226000.0,157055000.0
,grossProfit,111618000.0,234807000.0,218230000.0,116040000.0,29822000.0,64340000.0
,grossProfitRatio,0.320220560812013,0.373650173293402,0.401058560835087,0.340102757692905,0.192340436509984,0.290611802434563
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,39715000.0,51657000.0,40529000.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,39715000.0,51657000.0,40529000.0,27177000.0,19207000.0,22135000.0
,costAndExpenses,278527000.0,445264000.0,366434000.0,252328000.0,144433000.0,179190000.0
,interestExpense,1124000.0,1360000.0,3678000.0,20690000.0,20191000.0,21595000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,40520000.0,38854000.0,30153000.0,23271000.0,21241000.0,20580000.0
,EBITDA,111829000.0,157846000.0,118682000.0,112057000.0,34065000.0,64183000.0
,EBITDARatio,0.320825898108249,0.251181545923547,0.218111314287815,0.328428944491502,0.219706155513131,0.289902662661758
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,70039000.0,183150000.0,177701000.0,88863000.0,10615000.0,42205000.0
,operatingIncomeRatio,0.200934686687744,0.29144799447498,0.326575206520441,0.260449425688251,0.0684626696248904,0.19063212809684
,totalOtherIncomeExpensesNet,-146000.0,-5173000.0,7900000.0,20767000.0,17982000.0,20197000.0
,incomeBeforeTax,70185000.0,188323000.0,169801000.0,68096000.0,-7367000.0,22008000.0
,incomeBeforeTaxRatio,0.201353545669974,0.299679828902602,0.312056750622548,0.199583224645433,-0.0475143181466385,0.0994060389801034
,incomeTaxExpense,10970000.0,32020000.0,19520000.0,1549000.0,809000.0,784000.0
,netIncome,59215000.0,85612000.0,65331000.0,66547000.0,-8176000.0,21224000.0
,netIncomeRatio,0.169881744059948,0.136235029773366,0.12006395471712,0.195043245572128,-0.0527320571693927,0.0958648569299216
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,1.24636918543465,1.9,1.6,0.888599,-171.48,0.149566
,EPSDiluted,0.783039327179921,1.88,1.58,0.888599,-171.48,0.149566
,weightedAverageShsOut,47510000.0,44983000.0,32329000.0,74889772.0,36500.0,74889772.0
,weightedAverageShsOutDil,75622000.0,75353000.0,32695000.0,74889772.0,36500.0,74889772.0
