date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,32014000.0,48844000.0,42736000.0,38477000.0,32754000.0,23864000.0,20301045.0,33813561.0,7892613.0,9656321.0,-400921.0,-9365770.0,2637875.0,1734202.0
,depreciationAndAmortization,97731000.0,81941000.0,86873000.0,79178000.0,74512000.0,61067000.0,51490409.0,35953778.0,29074709.0,21264172.0,6080571.0,28864.0,0.0,0.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-542684.0,-133069.0
,stockBasedCompensation,8914000.0,8567000.0,7392000.0,6190000.0,4916000.0,4684000.0,3662034.0,2856391.0,3393439.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-29520000.0,66845000.0,-15310000.0,-33831000.0,46968000.0,18877939.0,-88861598.0,-2763858.0,-3575281.0,-1829203.0,-301610.0,2532831.0,-759805.0,1579730.0
,accountsReceivables,0.0,543000.0,-57000.0,-2452000.0,-4412000.0,-2599000.0,-1604811.0,-4820044.0,-3679442.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,303000.0,-1622000.0,456000.0,4417000.0,512000.0,-1164032.0,2942797.0,-1912490.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-3663000.0,-43857000.0,-110702000.0,-95392000.0,-61561000.0,-108529000.0,-127406939.0,-38545341.0,2814995.0,-432577.0,705035.0,-26723.0,0.0,0.0
,otherNonCashItems,-16221000.0,-483000.0,-1807000.0,-2011000.0,-333000.0,-2212000.0,-2379623.0,-3085982.0,-6204678.0,-2733939.0,-1147139.0,0.0,-6522954.0,-3356856.0
,netCashProvidedByOperatingActivites,106660000.0,132039000.0,130918000.0,128295000.0,114682000.0,86917000.0,65206927.0,37752465.0,24720566.0,17286197.0,2305270.0,-6156229.0,-5187568.0,-175993.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-36515000.0,12152000.0,-56055000.0,-317963000.0,-325125000.0,-337138000.0,-400450561.0,-301632947.0,0.0,-215013826.0,-212185741.0,-18002923.0,0.0,0.0
,acquisitionsNet,0.0,0.0,1000000.0,-1000000.0,1000000.0,4000000.0,-4000000.0,-42000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29663218.0,-83689387.0,0.0,0.0,-406456881.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411646984.0,0.0,0.0
,otherInvestingActivites,8041000.0,250000.0,0.0,-4644000.0,35000.0,23000.0,594736.0,33943.0,-244639.0,19362123.0,5099182.0,0.0,5042115.0,0.0
,netCashUsedForInvestingActivites,-28474000.0,12402000.0,-56055000.0,-322607000.0,-325090000.0,-337115000.0,-399855825.0,-344977110.0,-261574478.0,-225154948.0,-290775946.0,393644061.0,5042115.0,-406456881.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-196577000.0,-173551000.0,-184112000.0,-290848000.0,-377816000.0,-535308000.0,-671731922.0,-419902386.0,-7874618.0,-42387206.0,-131393.0,0.0,0.0,0.0
,commonStockIssued,0.0,36104000.0,25972000.0,4525000.0,184881000.0,101293000.0,214906251.0,0.0,37811680.0,82600525.0,9.0,0.0,0.0,422025000.0
,commonStockRepurchased,-10845000.0,-5043000.0,-3713000.0,-150000.0,-40188000.0,-1317000.0,-3910895.0,-2596321.0,-708176.0,-235546.0,-50905.0,0.0,0.0,0.0
,dividendsPaid,-25585000.0,-99674000.0,-97556000.0,-91646000.0,-84035000.0,-68601000.0,-55582656.0,-43259827.0,-27057495.0,-16349970.0,-7486226.0,0.0,0.0,0.0
,otherFinancingActivites,-4001000.0,-5268000.0,-1970000.0,-6641000.0,-653000.0,-13298000.0,-12701562.0,-6033381.0,-3954837.0,-6288132.0,-2365226.0,-4274173.0,-48895.0,-15193556.0
,netCashUsedProvidedByFinancingActivities,-77008000.0,-146432000.0,-84379000.0,192740000.0,214689000.0,248269000.0,337502607.0,310452112.0,207228554.0,157449929.0,-10033741.0,-4274173.0,-48895.0,406831444.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,1178000.0,-1991000.0,-9516000.0,-1572000.0,4281000.0,-1929000.0,2853709.0,3227467.0,-29625358.0,-50418822.0,-298504417.0,383213659.0,-194348.0,0.0
,cashAtEndOfPeriod,6636000.0,5458000.0,7449000.0,11553000.0,13125000.0,8844000.0,10773406.0,7919697.0,4692230.0,34317588.0,84736410.0,383217881.0,4222.0,198570.0
