Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Revenue,4275900000.0,2571000000.0,2562100000.0,2459000000.0
Revenue Growth,0.663127187864644,0.00347371296982944,0.0419276128507523,
Cost of Revenue,2147800000.0,1352900000.0,1329500000.0,534000000.0
Gross Profit,2128100000.0,1218100000.0,1232600000.0,1588000000.0
R&D Expenses,0.0,0.0,0.0,
SG&A Expense,0.0,0.0,0.0,581000000.0
Operating Expenses,1194500000.0,539300000.0,530200000.0,
Operating Income,933600000.0,678800000.0,702400000.0,621000000.0
Interest Expense,279600000.0,171000000.0,161700000.0,
Earnings before Tax,599600000.0,475100000.0,531100000.0,454000000.0
Income Tax Expense,59000000.0,151200000.0,184500000.0,-152000000.0
Net Income - Non-Controlling int,0.0,12600000.0,14600000.0,
Net Income - Discontinued ops,0.0,0.0,0.0,
Net Income,535800000.0,323900000.0,346600000.0,
Preferred Dividends,0.0,0.0,0.0,
Net Income Com,535800000.0,323900000.0,346600000.0,291000000.0
EPS,2.5,2.27,2.43,2.11
EPS Diluted,2.5,2.27,2.43,2.09
Weighted Average Shs Out,213900000.0,142000000.0,142000000.0,141000000.0
Weighted Average Shs Out (Dil),214100000.0,142500000.0,142100000.0,
Dividend per Share,2.21858944418,0.0,0.0,
Gross Margin,0.497696391403,0.4738,0.4811,0.6458
EBITDA Margin,0.384784489815,0.396,0.403,
EBIT Margin,0.218339998597,0.2513,0.2704,
Profit Margin,0.125306952922,0.126,0.135,
Free Cash Flow margin,0.100119273135,0.0576,-0.1105,
EBITDA,1645300000.0,1017800000.0,1031300000.0,
EBIT,933600000.0,646100000.0,692800000.0,
Consolidated Income,535800000.0,336500000.0,361200000.0,
Earnings Before Tax Margin,0.140227788302,0.1848,0.2073,0.1846
Net Profit Margin,0.125306952922,0.126,0.1353,
